"title","mgg.type","type","star.type","city","state","description","publication","country","geocode.value","lon","lat","year"
"U. of Alaska","Cruising Areas",NA,NA,"Fairbanks","AK","Wood Ctr.","Bob Damron's Address Book","United States","Fairbanks, AK, United States",-147.7199756,64.8400511,1981
"U. of Alaska","Cruising Areas",NA,NA,"Fairbanks","AK","Gym","Bob Damron's Address Book","United States","Fairbanks, AK, United States",-147.7199756,64.8400511,1981
"U. of Alaska","Cruising Areas",NA,NA,"Fairbanks","AK","(Library)","Bob Damron's Address Book","United States","Fairbanks, AK, United States",-147.7199756,64.8400511,1983
"U. of Alaska,","Cruising Areas",NA,NA,"Fairbanks","AK","","Bob Damron's Address Book","United States","Fairbanks, AK, United States",-147.7199756,64.8400511,1981
"U. of Alaska, Library","Cruising Areas",NA,NA,"Fairbanks","AK","","Bob Damron's Address Book","United States","Fairbanks, AK, United States",-147.7199756,64.8400511,1981
"U. of Arizona","Cruising Areas",NA,NA,"Tucson","AZ","- Econ. Bld. - 1st floor T-Room","Bob Damron's Address Book","United States","Tucson, AZ, United States",-110.9741769,32.2539787,1981
"U. of Arizona","Cruising Areas",NA,NA,"Tucson","AZ","(Library)","Bob Damron's Address Book","United States","Tucson, AZ, United States",-110.9741769,32.2539787,1983
"U. of Arizona","Cruising Areas",NA,NA,"Tucson","AZ","(1st floor T-Room) (Econ. Bldg)","Bob Damron's Address Book","United States","Tucson, AZ, United States",-110.9741769,32.2539787,1983
"U. of Arkansas","Cruising Areas",NA,NA,"Fayetteville","AR","- Old Main Hall 'T-Room'","Bob Damron's Address Book","United States","Fayetteville, AR, United States",-94.1605839,36.0626579,1981
"U. of Arkansas","Cruising Areas",NA,NA,"Fayetteville","AR","(T-Room) (Old Main Hall)","Bob Damron's Address Book","United States","Fayetteville, AR, United States",-94.1605839,36.0626579,1983
"U. of C.","Cruising Areas",NA,NA,"Cincinnati","OH","Teachers College Bldg. T-Room","Bob Damron's Address Book","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,1981
"U. of C.","Cruising Areas",NA,NA,"Cincinnati","OH","(T-Room) (Teachers College Bldg.)","Bob Damron's Address Book","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,1983
"U. of Ga.","Cruising Areas",NA,NA,"Athens","GA","Main Library, (5th, 6th & 8th floor T-Rooms)","Bob Damron's Address Book","United States","Athens, GA, United States",-83.357567,33.9519347,1981
"U. of Ga.","Cruising Areas",NA,NA,"Athens","GA","Stegeman Hall","Bob Damron's Address Book","United States","Athens, GA, United States",-83.357567,33.9519347,1981
"U. of Ga.","Cruising Areas",NA,NA,"Athens","GA","Gym Steam Room","Bob Damron's Address Book","United States","Athens, GA, United States",-83.357567,33.9519347,1981
"U. of Ga.","Cruising Areas",NA,NA,"Athens","GA","Peabody Hall Basement T-Room","Bob Damron's Address Book","United States","Athens, GA, United States",-83.357567,33.9519347,1981
"U. of Ga.","Cruising Areas",NA,NA,"Albany","GA","(Gym Steam Room) (Stegeman Hall)","Bob Damron's Address Book","United States","Albany, GA, United States",-84.155741,31.5785074,1983
"U. of Ga.","Cruising Areas",NA,NA,"Athens","GA","(Basement T-Room) (Peabody Hall)","Bob Damron's Address Book","United States","Athens, GA, United States",-83.357567,33.9519347,1983
"U. of Ga.","Cruising Areas",NA,NA,"Albany","GA","(T-Rooms) (Science Library Main floor)","Bob Damron's Address Book","United States","Albany, GA, United States",-84.155741,31.5785074,1983
"U. of Ga.","Cruising Areas",NA,NA,"Albany","GA","(5th, & 6th floor T-Rooms) (Main Library)","Bob Damron's Address Book","United States","Albany, GA, United States",-84.155741,31.5785074,1983
"U. of Hawaii","Cruising Areas",NA,NA,"Hilo","HI","(Hilo Art Bldg.)","Bob Damron's Address Book","United States","Hilo, HI, United States",-155.084887,19.7216023,1983
"U. of Idaho","Cruising Areas",NA,NA,"Moscow","ID","Classroom Center T-Room","Bob Damron's Address Book","United States","Moscow, ID, United States",-117.0001651,46.7323875,1981
"U. of Idaho","Cruising Areas",NA,NA,"Moscow","ID","(T-Room) (Classroom Center)","Bob Damron's Address Book","United States","Moscow, ID, United States",-117.0001651,46.7323875,1983
"U. of Indiana","Cruising Areas",NA,NA,"Bloomington","IN","Student Union Bldg.-T-Rooms","Bob Damron's Address Book","United States","Bloomington, IN, United States",-86.5263857,39.165325,1981
"U. of Indiana","Cruising Areas",NA,NA,"Bloomington","IN","(T-Rooms) (Student Union Bldg.)","Bob Damron's Address Book","United States","Bloomington, IN, United States",-86.5263857,39.165325,1983
"U. of Iowa","Cruising Areas",NA,NA,"Iowa City","IA","Main Library 2nd & 3rd floor T-Rooms","Bob Damron's Address Book","United States","Iowa City, IA, United States",-91.5346169,41.6578257,1981
"U. of Iowa","Cruising Areas",NA,NA,"Iowa City","IA","(2nd & 3rd floor T-Rooms) (Main Library)","Bob Damron's Address Book","United States","Iowa City, IA, United States",-91.5346169,41.6578257,1983
"U. of KY","Cruising Areas",NA,NA,"Lexington","KY","Fine Arts Bldg. - T-Room","Bob Damron's Address Book","United States","Lexington, KY, United States",-84.5037164,38.0405837,1981
"U. of KY","Cruising Areas",NA,NA,"Lexington","KY","(T-Room) (Fine Arts Bldg.)","Bob Damron's Address Book","United States","Lexington, KY, United States",-84.5037164,38.0405837,1983
"U. of Mass.","Cruising Areas",NA,NA,"Amherst","MA","Downstairs T-room","Bob Damron's Address Book","United States","Amherst, MA, United States",-72.5198537,42.3732216,1981
"U. of Mass.","Cruising Areas",NA,NA,"Amherst","MA","(Old Library) Downstairs T-room","Bob Damron's Address Book","United States","Amherst, MA, United States",-72.5198537,42.3732216,1983
"U. of Md.","Cruising Areas",NA,NA,"College Park","MD","Student Union Bldg. Basement T-room","Bob Damron's Address Book","United States","College Park, MD, United States",-76.93776,38.9896967,1981
"U. of Md.","Cruising Areas",NA,NA,"College Park","MD","(T-Rooms) (Chemistry Bldg.)","Bob Damron's Address Book","United States","College Park, MD, United States",-76.93776,38.9896967,1983
"U. of Md.","Cruising Areas",NA,NA,"College Park","MD","(T-Rooms) (Cole Field House)","Bob Damron's Address Book","United States","College Park, MD, United States",-76.93776,38.9896967,1983
"U. of Md.","Cruising Areas",NA,NA,"College Park","MD","(T-Rooms) (Library & Armory)","Bob Damron's Address Book","United States","College Park, MD, United States",-76.93776,38.9896967,1983
"U. of Md.","Cruising Areas",NA,NA,"College Park","MD","(T-Rooms) (Student Union Bldg.)","Bob Damron's Address Book","United States","College Park, MD, United States",-76.93776,38.9896967,1983
"U. of Md. - Chemistry Building","Cruising Areas",NA,NA,"College Park","MD","(T-Rooms) (Chemistry Bldg.)","Bob Damron's Address Book","United States","College Park, MD, United States",-76.93776,38.9896967,1983
"U. of Md. - Cole Field House","Cruising Areas",NA,NA,"College Park","MD","(T-Rooms) (Cole Field House)","Bob Damron's Address Book","United States","College Park, MD, United States",-76.93776,38.9896967,1983
"U. of Md. - Library","Cruising Areas",NA,NA,"College Park","MD","(T-Rooms) (Library & Armory)","Bob Damron's Address Book","United States","College Park, MD, United States",-76.93776,38.9896967,1983
"U. of Md. - Student Union Building","Cruising Areas",NA,NA,"College Park","MD","(T-Rooms) (Student Union Bldg.)","Bob Damron's Address Book","United States","College Park, MD, United States",-76.93776,38.9896967,1983
"U. of Michigan","Cruising Areas",NA,NA,"Ann Arbor","MI","Student Union T-Rooms","Bob Damron's Address Book","United States","Ann Arbor, MI, United States",-83.7430378,42.2808256,1981
"U. of Michigan","Cruising Areas",NA,NA,"Belleville","MI","Mason Hall T-Rooms","Bob Damron's Address Book","United States","Belleville, MI, United States",-83.4852133,42.2047619,1981
"U. of Michigan","Cruising Areas",NA,NA,"Ann Arbor","MI","(T-Rooms) (Student Union)","Bob Damron's Address Book","United States","Ann Arbor, MI, United States",-83.7430378,42.2808256,1983
"U. of Michigan","Cruising Areas",NA,NA,"Ann Arbor","MI","(T-Rooms) (Mason Hall)","Bob Damron's Address Book","United States","Ann Arbor, MI, United States",-83.7430378,42.2808256,1983
"U. of Minnesota","Cruising Areas",NA,NA,"Minneapolis","MN","Lesbian & Gay Committee (Coffmann Mem . Union)","Bob Damron's Address Book","United States","Minneapolis, MN, United States",-93.2650108,44.977753,1981
"U. of Minnesota","Cruising Areas",NA,NA,"Minneapolis","MN","(Coffmann Mem . Union) (Lesbian & Gay Community Center)","Bob Damron's Address Book","United States","Minneapolis, MN, United States",-93.2650108,44.977753,1983
"U. of Miss.","Cruising Areas",NA,NA,"Oxford","MS","(Basement) (Main Library)","Bob Damron's Address Book","United States","Oxford, MS, United States",-89.5188246,34.3659868,1983
"U. of Miss.","Cruising Areas",NA,NA,"Oxford","MS","(1st & 4th floor) ('T-Rooms') (Student Union)","Bob Damron's Address Book","United States","Oxford, MS, United States",-89.5188246,34.3659868,1983
"U. of Miss.","Cruising Areas",NA,NA,"Oxford","MS","(Pool & Lockers) (P.E. Bldg.)","Bob Damron's Address Book","United States","Oxford, MS, United States",-89.5188246,34.3659868,1983
"U. of Mo.","Cruising Areas",NA,NA,"Columbia","MO","Mem. Union T-Rooms","Bob Damron's Address Book","United States","Columbia, MO, United States",-92.3340724,38.9517053,1981
"U. of Mo.","Cruising Areas",NA,NA,"Columbia","MO","Jesse Hall T-Rooms","Bob Damron's Address Book","United States","Columbia, MO, United States",-92.3340724,38.9517053,1981
"U. of Mo.","Cruising Areas",NA,NA,"Columbia","MO","(T-Rooms) (Mem. Union)","Bob Damron's Address Book","United States","Columbia, MO, United States",-92.3340724,38.9517053,1983
"U. of Mo.","Cruising Areas",NA,NA,"Columbia","MO","(T-Rooms) (Jesse Hall)","Bob Damron's Address Book","United States","Columbia, MO, United States",-92.3340724,38.9517053,1983
"U. of N. Colorado","Cruising Areas",NA,NA,"Greeley","CO","Top floor T-Rooms","Bob Damron's Address Book","United States","Greeley, CO, United States",-104.7091322,40.4233142,1981
"U. of N. Colorado","Cruising Areas",NA,NA,"Greeley","CO","Top floor T-Rooms","Bob Damron's Address Book","United States","Greeley, CO, United States",-104.7091322,40.4233142,1983
"U. of N.M.","Cruising Areas",NA,NA,"Albuquerque","NM","Electrical Bldg. T-Room","Bob Damron's Address Book","United States","Albuquerque, NM, United States",-106.650422,35.0843859,1981
"U. of N.M.","Cruising Areas",NA,NA,"Albuquerque","NM","gym (north showers)","Bob Damron's Address Book","United States","Albuquerque, NM, United States",-106.650422,35.0843859,1981
"U. of N.M.","Cruising Areas",NA,NA,"Albuquerque","NM","Geology Bldg. T-Room","Bob Damron's Address Book","United States","Albuquerque, NM, United States",-106.650422,35.0843859,1981
"U. of N.M. Electrical Bldg.","Cruising Areas",NA,NA,"Albuquerque","NM","T-Room & gym (north showers)","Bob Damron's Address Book","United States","Albuquerque, NM, United States",-106.650422,35.0843859,1983
"U. of N.M. Geology Bldg.","Cruising Areas",NA,NA,"Albuquerque","NM","T-Room","Bob Damron's Address Book","United States","Albuquerque, NM, United States",-106.650422,35.0843859,1983
"U. of OK.","Cruising Areas",NA,NA,"Norman","OK","Student Union T-Rooms","Bob Damron's Address Book","United States","Norman, OK, United States",-97.4394777,35.2225668,1981
"U. of OK.","Cruising Areas",NA,NA,"Norman","OK","McFarland Library- basement T-Rooms","Bob Damron's Address Book","United States","Norman, OK, United States",-97.4394777,35.2225668,1981
"U. of OK.","Cruising Areas",NA,NA,"Norman","OK","(T-Rooms) (Student Union)","Bob Damron's Address Book","United States","Norman, OK, United States",-97.4394777,35.2225668,1983
"U. of OK.","Cruising Areas",NA,NA,"Norman","OK","(T-Rooms) (McFarland Library basement)","Bob Damron's Address Book","United States","Norman, OK, United States",-97.4394777,35.2225668,1983
"U. of Oregon","Cruising Areas",NA,NA,"Eugene","OR","Library - (1st floor)","Bob Damron's Address Book","United States","Eugene, OR, United States",-123.0867536,44.0520691,1981
"U. of Oregon","Cruising Areas",NA,NA,"Eugene","OR","Student Union (T-Rooms)","Bob Damron's Address Book","United States","Eugene, OR, United States",-123.0867536,44.0520691,1981
"U. of Oregon","Cruising Areas",NA,NA,"Eugene","OR","(1st floor) (Library)","Bob Damron's Address Book","United States","Eugene, OR, United States",-123.0867536,44.0520691,1983
"U. of PA","Cruising Areas",NA,NA,"Pittsburgh","PA","(2nd & 3rd floor T-Rooms) (Cathedral of Learning)","Bob Damron's Address Book","United States","Pittsburgh, PA, United States",-79.9958864,40.4406248,1983
"U. of Pa.","Cruising Areas",NA,NA,"Philadelphia","PA","Houston Hall - basement T-Room","Bob Damron's Address Book","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,1981
"U. of Pa.","Cruising Areas",NA,NA,"Philadelphia","PA","(basement T-Room) (Houston Hall)","Bob Damron's Address Book","United States","Philadelphia, PA, United States",-75.1652215,39.9525839,1983
"U. of S. Miss.","Cruising Areas",NA,NA,"Hattiesburg","MS","Hurst Bldg. 'T-Room'","Bob Damron's Address Book","United States","Hattiesburg, MS, United States",-89.2903392,31.3271189,1981
"U. of S. Miss.","Cruising Areas",NA,NA,"Hattiesburg","MS","'T-Room' (Hurst Bldg.)","Bob Damron's Address Book","United States","Hattiesburg, MS, United States",-89.2903392,31.3271189,1983
"U. of S.C.","Cruising Areas",NA,NA,"Columbia","SC","Russel House T-Rooms","Bob Damron's Address Book","United States","Columbia, SC, United States",-81.0348144,34.0007104,1981
"U. of S.C.","Cruising Areas",NA,NA,"Columbia","SC","McKissick Library T-Rooms","Bob Damron's Address Book","United States","Columbia, SC, United States",-81.0348144,34.0007104,1981
"U. of S.C.","Cruising Areas",NA,NA,"Columbia","SC","(T-Rooms) (Russel House & McKissick Library)","Bob Damron's Address Book","United States","Columbia, SC, United States",-81.0348144,34.0007104,1983
"U. of Tenn.","Cruising Areas",NA,NA,"Knoxville","TN","Library T-Room","Bob Damron's Address Book","United States","Knoxville, TN, United States",-83.9207392,35.9606384,1981
"U. of Tenn.","Cruising Areas",NA,NA,"Knoxville","TN","(T-Room) (Student Center)","Bob Damron's Address Book","United States","Knoxville, TN, United States",-83.9207392,35.9606384,1983
"U. of Tenn.","Cruising Areas",NA,NA,"Knoxville","TN","(T-Room) (Main Library)","Bob Damron's Address Book","United States","Knoxville, TN, United States",-83.9207392,35.9606384,1983
"U. of Texas","Cruising Areas",NA,NA,"Austin","TX","Student Union","Bob Damron's Address Book","United States","Austin, TX, United States",-97.7430608,30.267153,1981
"U. of Texas","Cruising Areas",NA,NA,"Austin","TX","Student Steam Room","Bob Damron's Address Book","United States","Austin, TX, United States",-97.7430608,30.267153,1981
"U. of Texas","Cruising Areas",NA,NA,"Austin","TX","Admin. Bldg.","Bob Damron's Address Book","United States","Austin, TX, United States",-97.7430608,30.267153,1981
"U. of Texas","Cruising Areas",NA,NA,"Austin","TX","Gregory Gym Weight Room","Bob Damron's Address Book","United States","Austin, TX, United States",-97.7430608,30.267153,1981
"U. of Texas","Cruising Areas",NA,NA,"Austin","TX","T-Rooms) (Student Union)","Bob Damron's Address Book","United States","Austin, TX, United States",-97.7430608,30.267153,1983
"U. of Texas","Cruising Areas",NA,NA,"Austin","TX","T-Rooms) (Hogg Hall)","Bob Damron's Address Book","United States","Austin, TX, United States",-97.7430608,30.267153,1983
"U. of Texas","Cruising Areas",NA,NA,"Austin","TX","T-Rooms) (Admin. Bldg.)","Bob Damron's Address Book","United States","Austin, TX, United States",-97.7430608,30.267153,1983
"U. of Texas - Beaumont Hall Student Steam Room & Gregory Gym Weight Room","Cruising Areas",NA,NA,"Austin","TX","","Bob Damron's Address Book","United States","Austin, TX, United States",-97.7430608,30.267153,1983
"U. of Tulsa","Cruising Areas",NA,NA,"Tulsa","OK","Student Union Bldg. - Basement T-Room","Bob Damron's Address Book","United States","Tulsa, OK, United States",-95.992775,36.1539816,1981
"U. of Tulsa - Student Union Bldg.","Cruising Areas",NA,NA,"Tulsa","OK","Basement T-Room","Bob Damron's Address Book","United States","Tulsa, OK, United States",-95.992775,36.1539816,1983
"U. of Utah","Cruising Areas",NA,NA,"Salt Lake City","UT","Orson Spencer Hall - Basement T-Room","Bob Damron's Address Book","United States","Salt Lake City, UT, United States",-111.8910474,40.7607793,1981
"U. of Utah - Orson Spencer Hall","Cruising Areas",NA,NA,"Salt Lake City","UT","Basement T-Room","Bob Damron's Address Book","United States","Salt Lake City, UT, United States",-111.8910474,40.7607793,1983
"U. of Wash.","Cruising Areas",NA,NA,"Seattle","WA","G.P.A. - Union Bldg.","Bob Damron's Address Book","United States","Seattle, WA, United States",-122.3328481,47.6061389,1981
"U. of Wash. - G.P.A. - Union Bldg.","Cruising Areas",NA,NA,"Seattle","WA","","Bob Damron's Address Book","United States","Seattle, WA, United States",-122.3328481,47.6061389,1983
"U. of Wise.","Cruising Areas",NA,NA,"Madison","WI","Student Union","Bob Damron's Address Book","United States","Madison, WI, United States",-89.4007501,43.0721661,1981
"U. of Wise.","Cruising Areas",NA,NA,"Madison","WI","Humanities Bldg.","Bob Damron's Address Book","United States","Madison, WI, United States",-89.4007501,43.0721661,1981
"U. of Wise.","Cruising Areas",NA,NA,"Oshikosh","WI","Oshkosh - Student Union T-Room","Bob Damron's Address Book","United States","Oshikosh, WI, United States",-88.5426136,44.0247062,1981
"U. of Wise.","Cruising Areas",NA,NA,"Madison","WI","(Student Union Basement T-Room)","Bob Damron's Address Book","United States","Madison, WI, United States",-89.4007501,43.0721661,1983
"U. of Wise. - Oshkosh - Student Union & Library basement","Cruising Areas",NA,NA,"Oshkosh","WI","T-Rooms","Bob Damron's Address Book","United States","Oshkosh, WI, United States",-88.5426136,44.0247062,1983
"U. W. M.","Cruising Areas",NA,NA,"Milwaukee","WI","T-Rooms","Bob Damron's Address Book","United States","Milwaukee, WI, United States",-87.9064736,43.0389025,1983
"U.N.C. - Carroll Hall","Cruising Areas",NA,NA,"Chapel Hill","NC","(1st floor) T-Rooms","Bob Damron's Address Book","United States","Chapel Hill, NC, United States",-79.0558445,35.9131996,1983
"U.N.C. - Wilson Library","Cruising Areas",NA,NA,"Chapel Hill","NC","(Basement)","Bob Damron's Address Book","United States","Chapel Hill, NC, United States",-79.0558445,35.9131996,1983
"U.N.C.G.","Cruising Areas",NA,NA,"Greensboro","NC","Campus Library T-Room","Bob Damron's Address Book","United States","Greensboro, NC, United States",-79.7919754,36.0726354,1981
"U.N.C.G. - Forney Hall","Cruising Areas",NA,NA,"Greensboro","NC","T-Rooms (3rd floor)","Bob Damron's Address Book","United States","Greensboro, NC, United States",-79.7919754,36.0726354,1983
"U.N.C.G. - Library, Tower, & Elliott Center","Cruising Areas",NA,NA,"Greensboro","NC","T-Rooms","Bob Damron's Address Book","United States","Greensboro, NC, United States",-79.7919754,36.0726354,1983
"U.N.O.","Cruising Areas",NA,NA,"New Orleans","LA","Library","Bob Damron's Address Book","United States","New Orleans, LA, United States",-90.0715323,29.9510658,1981
"U.N.O.","Cruising Areas",NA,NA,"New Orleans","LA","Biz. Admin. Bldg.","Bob Damron's Address Book","United States","New Orleans, LA, United States",-90.0715323,29.9510658,1981
"U.P.S.","Cruising Areas",NA,NA,"Tacoma","WA","Basement T-Rooms","Bob Damron's Address Book","United States","Tacoma, WA, United States",-122.4442906,47.2528768,1981
"U.S. Adult Book Store","Book Store,Erotic Shop",NA,NA,"Portland","OR","","Bob Damron's Address Book","United States","Portland, OR, United States",-122.6783853,45.515232,1981
"U.S. News & World Book Store","Cruising Areas,Book Store",NA,NA,"Abilene","TX","","Bob Damron's Address Book","United States","Abilene, TX, United States",-99.7331439,32.4487364,1981
"U.S.L.","Cruising Areas",NA,NA,"Lafayette","LA","Wharton Hall (2nd & 3rd floor T-Rooms)","Bob Damron's Address Book","United States","Lafayette, LA, United States",-92.0198427,30.2240897,1981
"U.S.L.","Cruising Areas",NA,NA,"Lafayette","LA","Library","Bob Damron's Address Book","United States","Lafayette, LA, United States",-92.0198427,30.2240897,1981
"U.S.L.","Cruising Areas",NA,NA,"Lafayette","LA","(Library)","Bob Damron's Address Book","United States","Lafayette, LA, United States",-92.0198427,30.2240897,1983
"U.S.L.","Cruising Areas",NA,NA,"Lafayette","LA","(2nd & 3rd floor T-Rooms) (Wharton Hall)","Bob Damron's Address Book","United States","Lafayette, LA, United States",-92.0198427,30.2240897,1983
"U.S.S. N. Carolina Battleship","Cruising Areas",NA,NA,"Wilmington","NC","park & museum (Summers)","Bob Damron's Address Book","United States","Wilmington, NC, United States",-77.8868117,34.2103894,1981
"U.T.C.","Cruising Areas",NA,NA,"Chattanooga","TN","Race Hall - Downstairs T-Room","Bob Damron's Address Book","United States","Chattanooga, TN, United States",-85.3093995,35.0457984,1981
"U.T.C. - Race Hall","Cruising Areas",NA,NA,"Chattanooga","TN","Downstairs T-Room","Bob Damron's Address Book","United States","Chattanooga, TN, United States",-85.3093995,35.0457984,1983
"Uncle Bill's Pancake House","Restaurant",NA,NA,"St. Louis","MO","","Bob Damron's Address Book","United States","St. Louis, MO, United States",-90.1994042,38.6270025,1981
"Uncle Charlie's 'Rustlers'","Bars/Clubs,Hotel",NA,NA,"Boston","MA","(Some W, SM )(WE*) Diplomat Hotel,","Bob Damron's Address Book","United States","Boston, MA, United States",-71.0588801,42.3600825,1983
"Uncle Nasty's","Bars/Clubs",NA,NA,"Lubbock","TX","(Very M)(Disco)(Mon. nite 'wet jocks' contest*) at Ave. 'X'","Bob Damron's Address Book","United States","Lubbock, TX, United States",-101.8552934,33.5778239,1981
"Under Construction","Bars/Clubs",NA,NA,"Cincinnati","OH","(Some 'Hustlers')(Open Sundays*)(Good cocktail hour)","Bob Damron's Address Book","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,1981
"Under Construction","Bars/Clubs",NA,NA,"Cincinnati","OH","(Some 'Hustlers')(Open Sundays* )(Good cocktail hour)","Bob Damron's Address Book","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,1983
"Underground","Bars/Clubs",NA,NA,"Detroit","MI","at Greenfield","Bob Damron's Address Book","United States","Detroit, MI, United States",-83.0457538,42.331427,1981
"Underground","Bars/Clubs,Restaurant",NA,NA,"Portland","ME","(Tops in area')(Disco)(Liquor)","Bob Damron's Address Book","United States","Portland, ME, United States",-70.2568189,43.6590993,1983
"Underground","Bars/Clubs",NA,NA,"Detroit","MI","(WE-AH, 2-4am) at Greenfield","Bob Damron's Address Book","United States","Detroit, MI, United States",-83.0457538,42.331427,1983
"Unicorn","Bars/Clubs",NA,NA,"Baltimore","MD","(Fun neighborhood bar *)","Bob Damron's Address Book","United States","Baltimore, MD, United States",-76.6121893,39.2903848,1983
"Unicorn Shop","Business",NA,NA,"San Antonio","TX","(Cards & Gifts)","Bob Damron's Address Book","United States","San Antonio, TX, United States",-98.4945922,29.4251905,1983
"Union & 2nd Ave.","Cruising Areas",NA,NA,"Seattle","WA","(Penny's corner - hustlers)","Bob Damron's Address Book","United States","Seattle, WA, United States",-122.3328481,47.6061389,1981
"Union 76 'Truck Stop'","Cruising Areas",NA,NA,"El Paso","TX","","Bob Damron's Address Book","United States","El Paso, TX, United States",-106.4850217,31.7618778,1981
"Union 76 'Truck Stop'","Cruising Areas",NA,NA,"El Paso","TX","& 1-10 from Viscount to Sunland Px.","Bob Damron's Address Book","United States","El Paso, TX, United States",-106.4850217,31.7618778,1983
"Union 76 Truck Stop","Cruising Areas",NA,NA,"Toltec","AZ","","Bob Damron's Address Book","United States","Toltec, AZ, United States",-111.612786,32.7927719,1981
"Union 76 Truck Stop","Cruising Areas",NA,NA,"Tuscaloosa","AL","","Bob Damron's Address Book","United States","Tuscaloosa, AL, United States",-87.5691735,33.2098407,1981
"Union 76 Truck Stop","Cruising Areas",NA,NA,"Oklahoma City","OK","","Bob Damron's Address Book","United States","Oklahoma City, OK, United States",-97.5164276,35.4675602,1981
"Union 76 Truck Stop","Cruising Areas",NA,NA,"Tuscaloosa","AL","(T-Room)","Bob Damron's Address Book","United States","Tuscaloosa, AL, United States",-87.5691735,33.2098407,1983
"Union 76 Truck Stop","Cruising Areas",NA,NA,"Oklahoma City","OK","","Bob Damron's Address Book","United States","Oklahoma City, OK, United States",-97.5164276,35.4675602,1983
"Union Adult Boutique","Erotic Shop",NA,NA,"Spartanburg","SC","","Bob Damron's Address Book","United States","Spartanburg, SC, United States",-81.9320482,34.9495672,1981
"Union Adult Boutique","Erotic Shop",NA,NA,"Spartanburg","SC","","Bob Damron's Address Book","United States","Spartanburg, SC, United States",-81.9320482,34.9495672,1983
"Union Jack","Business",NA,NA,"Houston","TX","(Clothing)","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1981
"Union Jack","Business",NA,NA,"Dallas","TX","(Clothing store)","Bob Damron's Address Book","United States","Dallas, TX, United States",-96.7969879,32.7766642,1981
"Union Jack","",NA,NA,"Houston","TX","(clothing)","Bob Damron's Address Book","United States","Houston, TX, United States",-95.3698028,29.7604267,1983
"Union Jack","Business",NA,NA,"Dallas","TX","(Clothing store)","Bob Damron's Address Book","United States","Dallas, TX, United States",-96.7969879,32.7766642,1983
"Union Square Liquors","Cruising Areas",NA,NA,"Kailua-Kona","HI","","Bob Damron's Address Book","United States","Kailua-Kona, HI, United States",-155.9962255,19.6419129,1983
"Union St.","Cruising Areas",NA,NA,"Cumberland","MD","nr. Holiday Inn","Bob Damron's Address Book","United States","Cumberland, MD, United States",-78.7625185,39.6528654,1981
"Union St.","Cruising Areas",NA,NA,"Cumberland","MD","nr. Holiday Inn","Bob Damron's Address Book","United States","Cumberland, MD, United States",-78.7625185,39.6528654,1983
"Union Station","Cruising Areas",NA,NA,"Hartford","CT","","Bob Damron's Address Book","United States","Hartford, CT, United States",-72.6733723,41.7658043,1983
"United Bookstore","Book Store",NA,NA,"Worcester","MA","","Bob Damron's Address Book","United States","Worcester, MA, United States",-71.8022934,42.2625932,1983
"United Comm. Church","Religious Institution",NA,NA,"El Paso","TX","","Bob Damron's Address Book","United States","El Paso, TX, United States",-106.4850217,31.7618778,1983
"United Community Church","Religious Institution",NA,NA,"Dallas","TX","","Bob Damron's Address Book","United States","Dallas, TX, United States",-96.7969879,32.7766642,1983
"United Discounts","Book Store,Business",NA,NA,"Boston","MA","(Books, Jewelry, etc.)","Bob Damron's Address Book","United States","Boston, MA, United States",-71.0588801,42.3600825,1983
"Univ. of Dayton","Cruising Areas",NA,NA,"Dayton","OH","4th & 6th floor T-Rooms","Bob Damron's Address Book","United States","Dayton, OH, United States",-84.1916069,39.7589478,1981
"Univ. of Dayton","Cruising Areas",NA,NA,"Dayton","OH","4th & 6th floor T-Rooms","Bob Damron's Address Book","United States","Dayton, OH, United States",-84.1916069,39.7589478,1983
"Univ. of N.D. Student Union","Cruising Areas",NA,NA,"Grand Forks","ND","T-Room - main floor","Bob Damron's Address Book","United States","Grand Forks, ND, United States",-97.0328547,47.9252568,1983
"Universe Travel Service","Travel Service",NA,NA,"Pittsburgh","PA","","Bob Damron's Address Book","United States","Pittsburgh, PA, United States",-79.9958864,40.4406248,1983
"Universe Travel Service","Travel Service",NA,NA,"Pittsburgh","PA","","Bob Damron's Address Book","United States","Pittsburgh, PA, United States",-79.9958864,40.4406248,1983
"University Drug Store","Cruising Areas",NA,NA,"Albuquerque","NM","","Bob Damron's Address Book","United States","Albuquerque, NM, United States",-106.650422,35.0843859,1981
"University Drug Store","Cruising Areas",NA,NA,"Albuquerque","NM","","Bob Damron's Address Book","United States","Albuquerque, NM, United States",-106.650422,35.0843859,1983
"Unlimited","Bars/Clubs,Restaurant",NA,NA,"Phoenix","AZ","","Bob Damron's Address Book","United States","Phoenix, AZ, United States",-112.0740373,33.4483771,1981
"Up the Street","Restaurant,Bars/Clubs",NA,NA,"Ft. Wayne","IN","('Tops' in area)(Disco)(Show bar)","Bob Damron's Address Book","United States","Ft. Wayne, IN, United States",-85.1393513,41.079273,1981
