"","title","city","state","year","notes","publication","country","Entity.Type","description","mgg.type","geocode.value","lon","lat","geoAddress","type","star.type","Other.Entities","Content.Type","Vol..","Issue..","Month","ID","concat_key","orig.lc.long","orig.lc.lat","amenityfeatures","address","unclear.address","stars","mentions.race","mentions.disability","Last.Modified","Notes.2"
"4762","Muscle System","San Francisco","CA",1983,"","Bob Damron's Address Book","United States",NA,"(gym)","Gym","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*)",NA,NA,NA,NA,NA,NA,NA
"4763","Music Box Lounge","Lake Worth","FL",1983,"","Bob Damron's Address Book","United States",NA,"","Bars/Clubs","Lake Worth, FL, United States",-80.0684479,26.6167555,"lake worth, fl, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*)",NA,NA,NA,NA,NA,NA,NA
"4764","Musical Bar","Phillipsburg","NJ",1983,"","Bob Damron's Address Book","United States",NA,"","Bars/Clubs","Phillipsburg, NJ, United States",-75.1901761,40.6937099,"phillipsburg, nj 08865, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(D)",NA,NA,NA,NA,NA,NA,NA
"4765","Musically Speaking","Boston","MA",1983,"","Gaia's Guide","United States",NA,"WMBR 88 1FM 1-4pm. Women's programming-music, ideas, and announcements. Call Melanie at 494-8810 with events and comments. ",NA,"Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa","Radio Programs","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","","","","Lilly Smith",NA
"4766","Mustang Books","Upland","CA",1983,"","Bob Damron's Address Book","United States",NA,"","Book Store","Upland, CA, United States",-117.6483876,34.09751,"upland, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*)",NA,NA,NA,NA,NA,NA,NA
"4767","Mustang Club","Modesto","CA",1983,"","Bob Damron's Address Book","United States",NA,"(Also C - AH)(Some L)(WE*)","Bars/Clubs","Modesto, CA, United States",-120.9970014,37.6392595,"modesto, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(D),(C),(AH),(L),(WE),(*)",NA,NA,NA,NA,NA,NA,NA
"4768","Mutha's Inn","Woodacre","CA",1983,"","Gaia's Guide","United States",NA,"Details please.",NA,"Woodacre, CA, United States",-122.645261,38.0127006,"woodacre, ca, usa","Bars/Restaurants","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","","","","Amanda Regan",NA
"4769","My Brother's Place","Chicago","IL",1983,"","Bob Damron's Address Book","United States",NA,"","Restaurant","Chicago, IL, United States",-87.6297982,41.8781136,"chicago, il, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(R),(*)",NA,NA,NA,NA,NA,NA,NA
"4770","My Brother's Place","Chicago","IL",1983,"","Gaia's Guide","United States",NA,"Tel. 321-0776. Clientele: gay men and women. ",NA,"Chicago, IL, United States",-87.6297982,41.8781136,"chicago, il, usa","Restaurant","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"111 W Hubbard","","*","","","Lilly Smith",NA
"4771","My House","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States",NA,"(Some OC)","Bars/Clubs","Los Angeles, CA, United States",-118.2436849,34.0522342,"los angeles, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(OC),(*)",NA,NA,NA,NA,NA,NA,NA
"4772","My Little Dude","Jacksonville","FL",1983,"","Bob Damron's Address Book","United States",NA,"(OC)(L)(S - WE*)","Bars/Clubs","Jacksonville, FL, United States",-81.655651,30.3321838,"jacksonville, fl, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(OC),(L),(S),(WE),(*)",NA,NA,NA,NA,NA,NA,NA
"4773","My Place","Hartford","CT",1983,"","Bob Damron's Address Book","United States",NA,"(Neighborhood bar)","Bars/Clubs","Hartford, CT, United States",-72.6733723,41.7658043,"hartford, ct, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"4774","My Place","Wilmington","DE",1983,"","Bob Damron's Address Book","United States",NA,"(2nd floor)(WE*)(Also AH)","Bars/Clubs","Wilmington, DE, United States",-75.5483909,39.744655,"wilmington, de, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(D),(PT),(WE),(AH),(*)",NA,NA,NA,NA,NA,NA,NA
"4775","My Son's Place","Bellmawr","NJ",1983,"","Bob Damron's Address Book","United States",NA,"(Disco)","Bars/Clubs,Restaurant","Bellmawr, NJ, United States",-75.0946182,39.8676134,"bellmawr, nj, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(H),(R),(D)",NA,NA,NA,NA,NA,NA,NA
"4776","My Way","Shreveport","LA",1983,"","Gaia's Guide","United States",NA,"(was the OTHER SIDE): 1605 Marshall Tel. 221-9543. Clientele: gay and straight. Drag shows Thursday nights. ",NA,"Shreveport, LA, United States",-93.7501789,32.5251516,"shreveport, la, usa","Bars","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1605 Marshall","","*","","","Lilly Smith",NA
"4777","My Way Lounge","Evansville","IN",1983,"","Bob Damron's Address Book","United States",NA,"(Some YC, L)(Disco)(WE*)","Bars/Clubs","Evansville, IN, United States",-87.5710898,37.9715592,"evansville, in, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(YC),(L),(D),(PT),(WE),(*)",NA,NA,NA,NA,NA,NA,NA
"4778","My Way Lounge","Shreveport","LA",1983,"","Bob Damron's Address Book","United States",NA,"(Disco)(S - Thurs.)","Bars/Clubs","Shreveport, LA, United States",-93.7501789,32.5251516,"shreveport, la, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*),(D),(S)",NA,NA,NA,NA,NA,NA,NA
"4779","My World","Green Bay","WI",1983,"","Bob Damron's Address Book","United States",NA,"(Levi & W)","Bars/Clubs","Green Bay, WI, United States",-88.0132958,44.5133188,"green bay, wi, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*),(W)",NA,NA,NA,NA,NA,NA,NA
"4780","N. Liberty Books","Winston-Salem","NC",1983,"","Bob Damron's Address Book","United States",NA,"","Book Store","Winston-Salem, NC, United States",-80.244216,36.0998596,"winston-salem, nc, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"4781","N.C.S.U.","Raleigh","NC",1983,"","Bob Damron's Address Book","United States",NA,"(T-Room) (Harrelson Hall)","Cruising Areas","Raleigh, NC, United States",-78.6381787,35.7795897,"raleigh, nc, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"4782","N.E. St. U.","Talequah","OK",1983,"","Bob Damron's Address Book","United States",NA,"(Basement T-Room) (Student Union)","Cruising Areas","Talequah, OK, United States",-94.969956,35.91537,"tahlequah, ok 74464, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"4783","N.O.W./Lesbian Task Force","Los Angeles","CA",1983,"","Gaia's Guide","United States",NA,"90048655-3331/2. National Organisation of Women.",NA,"Los Angeles, CA, United States",-118.2436849,34.0522342,"los angeles, ca, usa","Special Interest Groups","Organizations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6363 Wilshire Blvd, Suite 310","","**","","","Lilly Smith",NA
"4784","N.W. Fountain","Portland","OR",1983,"","Bob Damron's Address Book","United States",NA,"(Publication)","Publication","Portland, OR, United States",-122.6783853,45.515232,"portland, or, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"4785","Nail","Los Angeles","CA",1983,"","Bob Damron's Address Book","United States",NA,"(W, YC)","Bars/Clubs","Los Angeles, CA, United States",-118.2436849,34.0522342,"los angeles, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*),(YC),(W)",NA,NA,NA,NA,NA,NA,NA
"4786","Namaste","Santa Fe","NM",1983,"PO Box 1134 87501","Gaia's Guide","United States",NA,"No Phone Listed only open to ceremonious women and their children",NA,"Santa Fe, NM, United States",-105.937799,35.6869752,"santa fe, nm, usa","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","","","","",NA
"4787","Nantasket Beach","Boston","MA",1983,"","Bob Damron's Address Book","United States",NA,"(Very M)","Cruising Areas","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M),Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"4788","Nantucket","Cleveland","OH",1983,"","Bob Damron's Address Book","United States",NA,"(Best at cocktail hour)","Bars/Clubs","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"4789","Napi's","Provincetown","MA",1983,"","Bob Damron's Address Book","United States",NA,"(All year)","Restaurant","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M),(R)",NA,NA,NA,NA,NA,NA,NA
"4790","Naples","Washington","DC",1983,"","Bob Damron's Address Book","United States",NA,"('Hustlers')","Bars/Clubs","Washington, DC, United States",-77.0368707,38.9071923,"washington, dc, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(RT)",NA,NA,NA,NA,NA,NA,NA
"4791","Naples Pier","Naples","FL",1983,"","Bob Damron's Address Book","United States",NA,"(Late)","Cruising Areas","Naples, FL, United States",-81.7948103,26.1420358,"naples, fl, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area,(AYOR)",NA,NA,NA,NA,NA,NA,NA
"4792","Napoleon Club","Boston","MA",1983,"","Bob Damron's Address Book","United States",NA,"(Disco-D-upstairs)","Bars/Clubs","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*),(E),(D)",NA,NA,NA,NA,NA,NA,NA
"4793","Narapa Institute","Boulder","CO",1983,"","Gaia's Guide","United States",NA,"80302 Tel. 444-0202. A small Arts college including dance, music, psychology, Buddhism, etc. Women and feminism in Buddhism symposium. It's extremely successful. About half the participants are Lesbian feminists.",NA,"Boulder, CO, United States",-105.2705456,40.0149856,"boulder, co, usa","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1111 Pearl St","","","","","Lilly Smith",NA
"4794","Nardi's","Pasadena","CA",1983,"","Bob Damron's Address Book","United States",NA,"","Bars/Clubs","Pasadena, CA, United States",-118.1445155,34.1477849,"pasadena, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M)",NA,NA,NA,NA,NA,NA,NA
"4795","Natch!","Provincetown","MA",1983,"","Bob Damron's Address Book","United States",NA,"","Cruising Areas","Provincetown, MA, United States",-70.1846012,42.0547136,"provincetown, ma, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"4796","Nathan's","Ft. Lauderdale","FL",1983,"","Bob Damron's Address Book","United States",NA,"T-Room","Cruising Areas","Ft. Lauderdale, FL, United States",-80.1373174,26.1224386,"fort lauderdale, fl, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"4797","National Association of Lesbian and Gay Film Makers","New York City ","NY",1983,"","Gaia's Guide","United States",NA,"No Phone Listing Room 674",NA,"New York City , NY, United States",-74.0059728,40.7127753,"new york, ny, usa","Group","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80 E 11th St","","","","","",NA
"4798","National Coalition of Black Gays Inc/Chicago Chapter","Chicago","IL",1983,"","Gaia's Guide","United States",NA,"60626 c/o Chris Cothran Tel. 764-2024. Many women participants. ",NA,"Chicago, IL, United States",-87.6297982,41.8781136,"chicago, il, usa","Special Interest Groups","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1311 Pratt Blvd","","","checked","","Lilly Smith",NA
"4799","National Gay Archives","Hollywood","CA",1983,"","Gaia's Guide","United States",NA,"Natalie Barney/Edward Carpenter Library Mail to: P.O.Box 38100 Hollywood. Ca. 38100 Hollywood, Ca. 90038 Location: 1654 North Hudson Ave Hollywood,Ca.90028Tel.463-5450. Lectures, discussions. film nights, theater parties. Over 12,000 books and many more periodicals. Preserving and Gay/Lesbian heritage.",NA,"Hollywood, CA, United States",-118.3286614,34.0928092,"hollywood, los angeles, ca, usa","Archives","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO Box 38100","checked","","","","Lilly Smith",NA
"4800","National Gay Task Force","New York City ","NY",1983,"","Gaia's Guide","United States",NA,"Tel 741 5800 Crisis line 1-800-221-7044 for reporting violence. A powerhouse of political and legislative organization. Media monitor and contact center with countries where all homosexuality is illegal also the base for local gay ask forces in cities throughout the USA. ",NA,"New York City , NY, United States",-74.0059728,40.7127753,"new york, ny, usa","Group","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80 Fifth Avenue ","","","checked","","",NA
"4801","National Hotel","San Francisco","CA",1983,"","Bob Damron's Address Book","United States",NA,"(looking up)","Hotel","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(H)",NA,NA,NA,NA,NA,NA,NA
"4802","National Lesbian Feminist Organization","Madison","WI",1983,"","Gaia's Guide","United States",NA,"Tel. 257 7378.",NA,"Madison, WI, United States",-89.4007501,43.0721661,"madison, wi, usa","Group","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","","","","",NA
"4803","National Organization of Women","Little Rock","AR",1983,"","Gaia's Guide","United States",NA,"Tel. 227-0003. Strong lesbian participation.",NA,"Little Rock, AR, United States",-92.2880157,34.7444618,"little rock, ar, usa","Organization","Organizations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Box 622","checked","","","","Lilly Smith",NA
"4804","National Organization of Women (NOW)","Sacramento","CA",1983,"","Gaia's Guide","United States",NA,"95807 Tel. 443-3470. Lesbian and feminist political interests.",NA,"Sacramento, CA, United States",-121.4943996,38.5815719,"sacramento, ca, usa","Special Interest Groups","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO Box 1404","checked","","","","Amanda Regan",NA
"4805","National Organization of Women (NOW)","Washington","DC",1983,"","Gaia's Guide","United States",NA,"Suite 1048: 20004 Tel. 347-2279.",NA,"Washington, DC, United States",-77.0368707,38.9071923,"washington, dc, usa","Special Interest Groups","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"425 13th St","","","","","Lilly Smith",NA
"4806","National Organization of Women/SJ","San Jose","CA",1983,"","Gaia's Guide","United States",NA,"95109, Tel. 297-4NOW, 297-4660. Answering service.",NA,"San Jose, CA, United States",-121.8852525,37.33874,"san jose, ca, usa","NOW","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PO Box 2G","checked","","","","Amanda Regan",NA
"4807","National Record Mart","Wheeling","WV",1983,"","Bob Damron's Address Book","United States",NA,"","","Wheeling, WV, United States",-80.7209149,40.0639616,"wheeling, wv 26003, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M)",NA,NA,NA,NA,NA,NA,NA
"4808","National Theatre","Washington","DC",1983,"","Bob Damron's Address Book","United States",NA,"(2nd floor T-Room)","Cruising Areas,Theatre","Washington, DC, United States",-77.0368707,38.9071923,"washington, dc, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"4809","National Women's Music Festival","Bloomington","IN",1983,"","Lesbian Connection","United States","Event Organization",NA,NA,"Bloomington, IN, United States",-86.5263857,39.165325,"bloomington, in, usa",NA,NA,"","Letter","6","3","June/July","https://www.jstor.org/stable/pdf/community.28039200.pdf?refreqid=excelsior%3Afdef3620153b4d6cf80dbda91a8c1f6c&ab_segments=&origin=&acceptTC=1","Bloomington_IN_United States","-86.534288","39.1670396",NA,NA,NA,NA,NA,NA,NA,NA
"4810","Natural Foods Eatery","Philadelphia","PA",1983,"2 doors from Broad and Locust","Gaia's Guide","United States",NA,"Tel. KL-6-1360 Vegetarian cuisine. Eat in and take out. ",NA,"Philadelphia, PA, United States",-75.1652215,39.9525839,"philadelphia, pa, usa","Restaurant","Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","*","","","",NA
"4811","Naughty but Nice","Columbus","OH",1983,"","Bob Damron's Address Book","United States",NA,"(Gifts)","Business","Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"4812","Naughty Nel's","Tuscon","AZ",1983,"","Bob Damron's Address Book","United States",NA,"","Restaurant","Tuscon, AZ, United States",-110.9741769,32.2539787,"tucson, az, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(R)",NA,NA,NA,NA,NA,NA,NA
"4813","Nautilus Health Center","New Orleans","LA",1983,"","Bob Damron's Address Book","United States",NA,"(6th floor, Maison Blanche Bldg.)","Gym","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"4814","Neal Hotel","Coshocton","OH",1983,"","Bob Damron's Address Book","United States",NA,"Lobby & T-Room","Cruising Areas,Hotel","Coshocton, OH, United States",-81.8595756,40.2720151,"coshocton, oh 43812, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cruisy Area",NA,NA,NA,NA,NA,NA,NA
"4815","Nen's Room","San Francisco","CA",1983,"","Bob Damron's Address Book","United States",NA,"at Noe","Bars/Clubs","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"4816","Neon Chicken","San Francisco","CA",1983,"","Bob Damron's Address Book","United States",NA,"","Restaurant","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M),(R)",NA,NA,NA,NA,NA,NA,NA
"4817","Neptune","Harrisburg","PA",1983,"","Gaia's Guide","United States",NA,"No Phone Listing. ",NA,"Harrisburg, PA, United States",-76.8867008,40.2731911,"harrisburg, pa, usa","Bars","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"268 North Street","","MGM**","","","",NA
"4818","Neptune Lounge","Harrisburg","PA",1983,"","Bob Damron's Address Book","United States",NA,"(Some YC, W)(Cruisy)(Disco)(Mon., Wed., Fri., Sat)","Bars/Clubs,Cruising Areas","Harrisburg, PA, United States",-76.8867008,40.2731911,"harrisburg, pa, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*),(YC),(W),(D)",NA,NA,NA,NA,NA,NA,NA
"4819","New & Used Books","Chicago","IL",1983,"","Bob Damron's Address Book","United States",NA,"","Book Store","Chicago, IL, United States",-87.6297982,41.8781136,"chicago, il, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"4820","New Akron Health Club Baths","Detroit","MI",1983,"","Bob Damron's Address Book","United States",NA,"","Bathhouses","Detroit, MI, United States",-83.0457538,42.331427,"detroit, mi, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*)",NA,NA,NA,NA,NA,NA,NA
"4821","New Alhambra Cafe","Sacramento","CA",1983,"","Bob Damron's Address Book","United States",NA,"(Very M)(Mexican R) & Adj. Harlow's Cocktail Lounge","Restaurant","Sacramento, CA, United States",-121.4943996,38.5815719,"sacramento, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M),(R)",NA,NA,NA,NA,NA,NA,NA
"4822","New Apartment","Austin","TX",1983,"","Bob Damron's Address Book","United States",NA,"(Best Mondays)(Hamburgers)","Restaurant","Austin, TX, United States",-97.7430608,30.267153,"austin, tx, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(R)",NA,NA,NA,NA,NA,NA,NA
"4823","New Bell Saloon","San Francisco","CA",1983,"","Bob Damron's Address Book","United States",NA,"","Bars/Clubs","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(E),(*)",NA,NA,NA,NA,NA,NA,NA
"4824","New Bookstore","Dover","DE",1983,"","Bob Damron's Address Book","United States",NA,"","Book Store","Dover, DE, United States",-75.5243682,39.158168,"dover, de, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"4825","New Brass Rail","Charlotte","NC",1983,"","Bob Damron's Address Book","United States",NA,"(Some W, OC)","Bars/Clubs","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(P),(PT),(W),(OC)",NA,NA,NA,NA,NA,NA,NA
"4826","New Continental Hotel","San Francisco","CA",1983,"","Bob Damron's Address Book","United States",NA,"at Powell","Hotel","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(H)",NA,NA,NA,NA,NA,NA,NA
"4827","New Crew","San Francisco","CA",1983,"","Bob Damron's Address Book","United States",NA,"(Hustlers)","Bars/Clubs","San Francisco, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(OC)",NA,NA,NA,NA,NA,NA,NA
"4828","New David Cinema","New York City","NY",1983,"","Bob Damron's Address Book","United States",NA,"","Business","New York City, NY, United States",-74.0059728,40.7127753,"new york, ny, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"4829","New Dimensions","Cleveland","OH",1983,"","Bob Damron's Address Book","United States",NA,"(Disco) (Fri.-Sat.-Sun only) at 9th","Bars/Clubs","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(D),(S),(YC),(*)",NA,NA,NA,NA,NA,NA,NA
"4830","New Earth Books","Kansas City","MO",1983,"","Bob Damron's Address Book","United States",NA,"","Book Store","Kansas City, MO, United States",-94.5785667,39.0997265,"kansas city, mo, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(L)",NA,NA,NA,NA,NA,NA,NA
"4831","New Earth Books & Records","Kansas City","MO",1983,"lesbian mailorder catalog available, Book Distribution","Lesbian Connection","United States","Bookstore",NA,NA,"Kansas City, MO, United States",-94.5785667,39.0997265,"kansas city, mo, usa",NA,NA,"","Advertisement","6","3","June/July","https://www.jstor.org/stable/pdf/community.28039200.pdf?refreqid=excelsior%3Afdef3620153b4d6cf80dbda91a8c1f6c&ab_segments=&origin=&acceptTC=1","Kansas City_MO_United States","-94.578142","39.100105",NA,NA,NA,NA,NA,NA,NA,NA
"4832","New Earth Bookstore","Kansas City","MO",1983,"","Gaia's Guide","United States",NA,"Tel 931 5794 A feminist bookstore committed to providing our community with alternative options with the largest selection of lesbian and gay books in the Kansas City area
",NA,"Kansas City, MO, United States",-94.5785667,39.0997265,"kansas city, mo, usa","Bookstores","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 West 39th St ","","","","","",NA
"4833","New England Deli","San Diego","CA",1983,"","Bob Damron's Address Book","United States",NA,"","Restaurant","San Diego, CA, United States",-117.1610838,32.715738,"san diego, ca, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(M),(R)",NA,NA,NA,NA,NA,NA,NA
"4834","New England Womyn's Musical Retreat","","CT",1983,"Under ""Statewide"" no city listed","Gaia's Guide","United States",NA,"Information from Bloodroot. Probably first weekend in September.",NA,", CT, United States",-73.087749,41.6032207,"connecticut, usa","Music Producers","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","","","","Amanda Regan",NA
"4835","New Everhards Baths","New York City","NY",1983,"","Bob Damron's Address Book","United States",NA,"(Some B, Orientals, SM , FFA)","Bathhouses","New York City, NY, United States",-74.0059728,40.7127753,"new york, ny, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*),(B),(SM),(FFA)",NA,NA,NA,NA,NA,NA,NA
"4836","New Flight","Chicago","IL",1983,"","Bob Damron's Address Book","United States",NA,"(Good days - hustlers)","Bars/Clubs","Chicago, IL, United States",-87.6297982,41.8781136,"chicago, il, usa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(*),(PT)",NA,NA,NA,NA,NA,NA,NA
"4837","New French Cafe","Minneapolis","MN",1983,"","Gaia's Guide","United States",NA,"Tel 332 3822 Women owned",NA,"Minneapolis, MN, United States",-93.2650108,44.977753,"minneapolis, mn, usa","Restaurant","Bars, Clubs, Coffeehouses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"124 North 4th St","","*","","","Amanda Regan",NA
"4838","New Hampshire Feminist Health Center","Concord","NH",1983,"","Gaia's Guide","United States",NA,"Tel 225 2739 Monthly publication 'Woman Wise'",NA,"Concord, NH, United States",-71.5375718,43.2081366,"concord, nh, usa","Centers","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38 South Main St ","","","","","",NA
"4839","New Hampshire Lambda","Concord","NH",1983,"PO Box 11043 03301","Gaia's Guide","United States",NA,"Tel 746 3339 Tel 483 2592",NA,"Concord, NH, United States",-71.5375718,43.2081366,"concord, nh, usa","Group","Organizations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","**","","","",NA
"4840","New Hampshire Lambda of Greater Nashua","Nashua","NH",1983,"","Gaia's Guide","United States",NA,"Tel 889 1416 ",NA,"Nashua, NH, United States",-71.467566,42.7653662,"nashua, nh, usa","Group","Organizations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 Piermont St ","","**","","","",NA
"4841","New Jersey Gay Coalition ","New Brunswick","NJ",1983,"PO Box 1431 08903","Gaia's Guide","United States",NA,"No Phone Listing",NA,"New Brunswick, NJ, United States",-74.4518188,40.4862157,"new brunswick, nj, usa","Group","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","*","","","",NA
"4842","New Jersey Gay Switchboard","","NJ",1983,"","Gaia's Guide","United States",NA,"Tel 466 1960 Monday-Weds 7pm-10pm",NA,", NJ, United States",-74.4056612,40.0583238,"new jersey, usa","Information Services","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","","","","",NA
"4843","New Jersey Gay Switchboard","Princeton","NJ",1983,"PO Box 2303 Princeton NJ 08540","Gaia's Guide","United States",NA,"Tel 466 1980",NA,"Princeton, NJ, United States",-74.6672226,40.3572976,"princeton, nj, usa","Information Services","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","checked","","","","",NA
