"publication","year","pub.count","city","state","country","geocode.value","lon","lat","geoAddress","count","relative.percentage"
"Bob Damron's Address Book",1983,5298,"Waco","TX","United States","Waco, TX, United States",-97.1466695,31.549333,"waco, tx, usa",8,0.151000377500944
"Bob Damron's Address Book",1983,5298,"Waikiki","HI","United States","Waikiki, HI, United States",-157.8291847,21.2793462,"waikiki, honolulu, hi 96815, usa",28,0.528501321253303
"Bob Damron's Address Book",1983,5298,"Wailuku","HI","United States","Wailuku, HI, United States",-156.5048344,20.8869433,"wailuku, hi 96793, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Wakarusa","KS","United States","Wakarusa, KS, United States",-95.6960344,38.8856935,"wakarusa, ks 66546, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Walla Walla","WA","United States","Walla Walla, WA, United States",-118.3430209,46.0645809,"walla walla, wa 99362, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Walnut Creek","CA","United States","Walnut Creek, CA, United States",-122.0651819,37.9100783,"walnut creek, ca, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Walton","KS","United States","Walton, KS, United States",-97.2567001,38.1177891,"walton, ks, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Wantagh","NY","United States","Wantagh, NY, United States",-73.5101258,40.6837121,"wantagh, ny, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Ware","MA","United States","Ware, MA, United States",-72.2398566,42.2598457,"ware, ma 01082, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Warren","OH","United States","Warren, OH, United States",-80.8184166,41.2375569,"warren, oh, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Warren","VT","United States","Warren, VT, United States",-72.8559474,44.112005,"warren, vt 05674, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Warwick","RI","United States","Warwick, RI, United States",-71.4161671,41.7001009,"warwick, ri, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Washington","DC","United States","Washington, DC, United States",-77.0368707,38.9071923,"washington, dc, usa",76,1.43450358625897
"Bob Damron's Address Book",1983,5298,"Waterbury","CT","United States","Waterbury, CT, United States",-73.0514965,41.5581525,"waterbury, ct, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Waterloo","IA","United States","Waterloo, IA, United States",-92.3425775,42.492786,"waterloo, ia, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Watertown","NY","United States","Watertown, NY, United States",-75.9107565,43.9747838,"watertown, ny 13601, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Waterville","ME","United States","Waterville, ME, United States",-69.6317121,44.5520105,"waterville, me, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Waukegan","IL","United States","Waukegan, IL, United States",-87.8447938,42.3636331,"waukegan, il, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Wausau","WI","United States","Wausau, WI, United States",-89.6301221,44.9591352,"wausau, wi, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"West Babylon","NY","United States","West Babylon, NY, United States",-73.354287,40.718155,"west babylon, ny, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"West Covina","CA","United States","West Covina, CA, United States",-117.9389526,34.0686208,"west covina, ca, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"West Hempstead","NY","United States","West Hempstead, NY, United States",-73.6501295,40.7048242,"west hempstead, ny, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"West New York","NJ","United States","West New York, NJ, United States",-74.0143064,40.7878788,"west new york, nj 07093, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"West Palm Beach","FL","United States","West Palm Beach, FL, United States",-80.0533746,26.7153424,"west palm beach, fl, usa",12,0.226500566251416
"Bob Damron's Address Book",1983,5298,"Westport","CT","United States","Westport, CT, United States",-73.3579049,41.1414717,"westport, ct, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Westtown","NY","United States","Westtown, NY, United States",-74.5398821,41.336761,"westtown, ny 10998, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Weymouth","MA","United States","Weymouth, MA, United States",-70.9410356,42.2180724,"weymouth, ma, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Wheeling","WV","United States","Wheeling, WV, United States",-80.7209149,40.0639616,"wheeling, wv 26003, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"White Plains","NY","United States","White Plains, NY, United States",-73.7629097,41.0339862,"white plains, ny, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Wichita","KS","United States","Wichita, KS, United States",-97.330053,37.6871761,"wichita, ks, usa",9,0.169875424688562
"Bob Damron's Address Book",1983,5298,"Wichita Falls","TX","United States","Wichita Falls, TX, United States",-98.4933873,33.9137085,"wichita falls, tx, usa",8,0.151000377500944
"Bob Damron's Address Book",1983,5298,"Wilkes-Barre","PA","United States","Wilkes-Barre, PA, United States",-75.8813075,41.2459149,"wilkes-barre, pa, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Williamstown","MA","United States","Williamstown, MA, United States",-73.2036898,42.7120196,"williamstown, ma 01267, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Willimsburg","VA","United States","Willimsburg, VA, United States",-76.7074571,37.2707022,"williamsburg, va, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Wilmington","CA","United States","Wilmington, CA, United States",-118.2643567,33.7857948,"wilmington, los angeles, ca, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Wilmington","DE","United States","Wilmington, DE, United States",-75.5483909,39.744655,"wilmington, de, usa",9,0.169875424688562
"Bob Damron's Address Book",1983,5298,"Wilmington","NC","United States","Wilmington, NC, United States",-77.8868117,34.2103894,"wilmington, nc, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Winfield","KS","United States","Winfield, KS, United States",-96.9955918,37.2397486,"winfield, ks, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Winston-Salem","NC","United States","Winston-Salem, NC, United States",-80.244216,36.0998596,"winston-salem, nc, usa",5,0.0943752359380898
"Bob Damron's Address Book",1983,5298,"Winter Park","FL","United States","Winter Park, FL, United States",-81.3392352,28.5999998,"winter park, fl, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Wood River","IL","United States","Wood River, IL, United States",-90.0976069,38.861159,"wood river, il, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Woodbridge","NJ","United States","Woodbridge, NJ, United States",-74.2846022,40.5575986,"woodbridge township, nj, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Woodside","NY","United States","Woodside, NY, United States",-73.9068973,40.7532952,"woodside, queens, ny, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Woodstock","NY","United States","Woodstock, NY, United States",-74.1181971,42.0409247,"woodstock, ny, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Wooster","OH","United States","Wooster, OH, United States",-81.935143,40.8050565,"wooster, oh 44691, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Worcester","MA","United States","Worcester, MA, United States",-71.8022934,42.2625932,"worcester, ma, usa",11,0.207625519063798
"Bob Damron's Address Book",1983,5298,"Wrightstown","NJ","United States","Wrightstown, NJ, United States",-74.6179344,40.0362241,"wrightstown, nj, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Yachats","OR","United States","Yachats, OR, United States",-124.1048418,44.3112312,"yachats, or, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Yakima","WA","United States","Yakima, WA, United States",-120.5058987,46.6020711,"yakima, wa, usa",3,0.0566251415628539
"Bob Damron's Address Book",1983,5298,"Yankton","SD","United States","Yankton, SD, United States",-97.3972813,42.8711088,"yankton, sd 57078, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Ybor City","FL","United States","Ybor City, FL, United States",-82.4259518,27.9645757,"ybor city, tampa, fl, usa",2,0.0377500943752359
"Bob Damron's Address Book",1983,5298,"Yonkers","NY","United States","Yonkers, NY, United States",-73.8987469,40.9312099,"yonkers, ny, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"York","PA","United States","York, PA, United States",-76.727745,39.9625984,"york, pa, usa",8,0.151000377500944
"Bob Damron's Address Book",1983,5298,"Yorktown","NY","United States","Yorktown, NY, United States",-73.8183804,41.2625965,"yorktown, ny, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Youngstown","OH","United States","Youngstown, OH, United States",-80.6495194,41.0997803,"youngstown, oh, usa",8,0.151000377500944
"Bob Damron's Address Book",1983,5298,"Ypsilanti","MI","United States","Ypsilanti, MI, United States",-83.6129939,42.2411499,"ypsilanti, mi, usa",1,0.018875047187618
"Bob Damron's Address Book",1983,5298,"Yuma","AZ","United States","Yuma, AZ, United States",-114.6276916,32.6926512,"yuma, az, usa",10,0.18875047187618
"Gaia's Guide",1983,1997,"","CT","United States",", CT, United States",-73.087749,41.6032207,"connecticut, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"","FL","United States",", FL, United States",-81.5157535,27.6648274,"florida, usa",3,0.150225338007011
"Gaia's Guide",1983,1997,"","MD","United States",", MD, United States",-76.6412712,39.0457549,"maryland, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"","MT","United States",", MT, United States",-110.3625658,46.8796822,"montana, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"","NC","United States",", NC, United States",-79.0192997,35.7595731,"north carolina, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"","NJ","United States",", NJ, United States",-74.4056612,40.0583238,"new jersey, usa",8,0.400600901352028
"Gaia's Guide",1983,1997,"","NM","United States",", NM, United States",-105.0323635,34.9727305,"new mexico, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"","OR","United States",", OR, United States",-120.5542012,43.8041334,"oregon, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"","PA","United States",", PA, United States",-77.1945247,41.2033216,"pennsylvania, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"","SD","United States",", SD, United States",-99.9018131,43.9695148,"south dakota, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"","TN","United States",", TN, United States",-86.5804473,35.5174913,"tennessee, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"","TX","United States",", TX, United States",-99.9018131,31.9685988,"texas, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"","VI","United States",", VI, United States",NA,NA,"NA",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Abilene","TX","United States","Abilene, TX, United States",-99.7331439,32.4487364,"abilene, tx, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Akron","OH","United States","Akron, OH, United States",-81.5190053,41.0814447,"akron, oh, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Albany","NY","United States","Albany, NY, United States",-73.7562317,42.6525793,"albany, ny, usa",7,0.350525788683025
"Gaia's Guide",1983,1997,"Albion","CA","United States","Albion, CA, United States",-123.7680598,39.2232406,"albion, ca, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Albuquerque","NM","United States","Albuquerque, NM, United States",-106.650422,35.0843859,"albuquerque, nm, usa",9,0.450676014021032
"Gaia's Guide",1983,1997,"Alexandria","LA","United States","Alexandria, LA, United States",-92.4451371,31.3112936,"alexandria, la, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Allentown","PA","United States","Allentown, PA, United States",-75.4714098,40.6022939,"allentown, pa, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Allston","MA","United States","Allston, MA, United States",-71.1328247,42.3555087,"allston, boston, ma, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Altoona","PA","United States","Altoona, PA, United States",-78.3947359,40.5186809,"altoona, pa, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Amarillo","TX","United States","Amarillo, TX, United States",-101.8312969,35.2219971,"amarillo, tx, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Ann Arbor","MI","United States","Ann Arbor, MI, United States",-83.7430378,42.2808256,"ann arbor, mi, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Appletown","WI","United States","Appletown, WI, United States",-88.4153847,44.2619309,"appleton, wi, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Asbury Park ","NJ","United States","Asbury Park , NJ, United States",-74.0120817,40.2203907,"asbury park, nj 07712, usa",6,0.300450676014021
"Gaia's Guide",1983,1997,"Asheville","NC","United States","Asheville, NC, United States",-82.5514869,35.5950581,"asheville, nc, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Ashland","OR","United States","Ashland, OR, United States",-122.7094767,42.1945758,"ashland, or 97520, usa",4,0.200300450676014
"Gaia's Guide",1983,1997,"Athol","NY","United States","Athol, NY, United States",-73.8429001,43.4925679,"athol, ny 12810, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Atlanta","GA","United States","Atlanta, GA, United States",-84.3876845,33.748752,"atlanta, ga, usa",19,0.951427140711067
"Gaia's Guide",1983,1997,"Atlantic City","NJ","United States","Atlantic City, NJ, United States",-74.4229266,39.3642834,"atlantic city, nj, usa",7,0.350525788683025
"Gaia's Guide",1983,1997,"Augusta","GA","United States","Augusta, GA, United States",-82.0105148,33.4734978,"augusta, ga, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Austin","TX","United States","Austin, TX, United States",-97.7430608,30.267153,"austin, tx, usa",9,0.450676014021032
"Gaia's Guide",1983,1997,"Bailey","CO","United States","Bailey, CO, United States",-105.4786412,39.4060536,"bailey, co 80421, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Bakersfield","CA","United States","Bakersfield, CA, United States",-119.0187125,35.3732921,"bakersfield, ca, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Baltimore","MD","United States","Baltimore, MD, United States",-76.6121893,39.2903848,"baltimore, md, usa",20,1.00150225338007
"Gaia's Guide",1983,1997,"Bar Harbor","ME","United States","Bar Harbor, ME, United States",-68.2039123,44.3876119,"bar harbor, me, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Baton Rouge","LA","United States","Baton Rouge, LA, United States",-91.1871466,30.4514677,"baton rouge, la, usa",3,0.150225338007011
"Gaia's Guide",1983,1997,"Beaumont","TX","United States","Beaumont, TX, United States",-94.1265562,30.080174,"beaumont, tx, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Belfast","ME","United States","Belfast, ME, United States",-69.0064234,44.4259092,"belfast, me 04915, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Bellingham","WA","United States","Bellingham, WA, United States",-122.4786854,48.7519112,"bellingham, wa, usa",3,0.150225338007011
"Gaia's Guide",1983,1997,"Bellows Falls","VT","United States","Bellows Falls, VT, United States",-72.4439772,43.133411,"bellows falls, town of rockingham, vt 05101, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Beloit","WI","United States","Beloit, WI, United States",-89.0317765,42.5083482,"beloit, wi 53511, usa",3,0.150225338007011
"Gaia's Guide",1983,1997,"Berea","OH","United States","Berea, OH, United States",-81.8543026,41.3661614,"berea, oh 44017, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Berkeley","CA","United States","Berkeley, CA, United States",-122.273042,37.8715226,"berkeley, ca, usa",3,0.150225338007011
"Gaia's Guide",1983,1997,"Berkely/Oakland","CA","United States","Berkely/Oakland, CA, United States",-122.2594606,37.870151,"university avenue and, oxford st, berkeley, ca 94720, usa",4,0.200300450676014
"Gaia's Guide",1983,1997,"Bethany Beach","DE","United States","Bethany Beach, DE, United States",-75.0551806,38.5395564,"bethany beach, de, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Bethesda","MD","United States","Bethesda, MD, United States",-77.0947092,38.984652,"bethesda, md, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Beverly Hills","CA","United States","Beverly Hills, CA, United States",-118.4003563,34.0736204,"beverly hills, ca, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Billings","MT","United States","Billings, MT, United States",-108.5006904,45.7832856,"billings, mt, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Biloxi ","MS","United States","Biloxi , MS, United States",-88.8853078,30.3960318,"biloxi, ms, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Binghamton","NY","United States","Binghamton, NY, United States",-75.9179738,42.0986867,"binghamton, ny, usa",5,0.250375563345018
"Gaia's Guide",1983,1997,"Birmingham","AL","United States","Birmingham, AL, United States",-86.8103567,33.5185892,"birmingham, al, usa",7,0.350525788683025
"Gaia's Guide",1983,1997,"Bismarck","ND","United States","Bismarck, ND, United States",-100.7876931,46.8054947,"bismarck, nd, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Bloomington","IN","United States","Bloomington, IN, United States",-86.5263857,39.165325,"bloomington, in, usa",3,0.150225338007011
"Gaia's Guide",1983,1997,"Boise","ID","United States","Boise, ID, United States",-116.2023137,43.6150186,"boise, id, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Bossier City","LA","United States","Bossier City, LA, United States",-93.7321228,32.5159852,"bossier city, la, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Boston","MA","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa",39,1.95292939409114
"Gaia's Guide",1983,1997,"Boulder","CO","United States","Boulder, CO, United States",-105.2705456,40.0149856,"boulder, co, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Bozeman","MT","United States","Bozeman, MT, United States",-111.0319925,45.6814733,"bozeman, mt, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Brattleboro","VT","United States","Brattleboro, VT, United States",-72.5578678,42.8509152,"brattleboro, vt 05301, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Bridgeport","CT","United States","Bridgeport, CT, United States",-73.1894384,41.1792258,"bridgeport, ct, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Bronx","NY","United States","Bronx, NY, United States",-73.8648268,40.8447819,"bronx, ny, usa",3,0.150225338007011
"Gaia's Guide",1983,1997,"Brooklyn","NY","United States","Brooklyn, NY, United States",-73.9441579,40.6781784,"brooklyn, ny, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Broward County","FL","United States","Broward County, FL, United States",-80.365865,26.190096,"broward county, fl, usa",3,0.150225338007011
"Gaia's Guide",1983,1997,"Buffalo","NY","United States","Buffalo, NY, United States",-78.8783689,42.8864468,"buffalo, ny, usa",8,0.400600901352028
"Gaia's Guide",1983,1997,"Burlington","VT","United States","Burlington, VT, United States",-73.212072,44.4758825,"burlington, vt, usa",4,0.200300450676014
"Gaia's Guide",1983,1997,"Calais","ME","United States","Calais, ME, United States",-67.2786038,45.1889633,"calais, me, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Calumet City","IL","United States","Calumet City, IL, United States",-87.5294871,41.6155909,"calumet city, il, usa",3,0.150225338007011
"Gaia's Guide",1983,1997,"Cambridge","MA","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa",15,0.751126690035053
"Gaia's Guide",1983,1997,"Camden","NJ","United States","Camden, NJ, United States",-75.1196199,39.9259463,"camden, nj, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Canoga Park","CA","United States","Canoga Park, CA, United States",-118.6058609,34.208254,"canoga park, los angeles, ca, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Canton","OH","United States","Canton, OH, United States",-81.378447,40.7989473,"canton, oh, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Cedar Rapids","IA","United States","Cedar Rapids, IA, United States",-91.6656232,41.9778795,"cedar rapids, ia, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Champaign","IL","United States","Champaign, IL, United States",-88.2433829,40.1164204,"champaign, il, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Chapel Hill","NC","United States","Chapel Hill, NC, United States",-79.0558445,35.9131996,"chapel hill, nc, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Charlestown","SC","United States","Charlestown, SC, United States",-79.9319664,32.7833163,"charleston, sc, usa",3,0.150225338007011
"Gaia's Guide",1983,1997,"Charlestown","WV","United States","Charlestown, WV, United States",-77.8597175,39.2889903,"charles town, wv 25414, usa",5,0.250375563345018
"Gaia's Guide",1983,1997,"Charlotte","NC","United States","Charlotte, NC, United States",-80.8431267,35.2270869,"charlotte, nc, usa",10,0.500751126690035
"Gaia's Guide",1983,1997,"Charlottesville","VI","United States","Charlottesville, VI, United States",-78.4766781,38.0293059,"charlottesville, va, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Chatanooga","TN","United States","Chatanooga, TN, United States",-85.3093995,35.0457984,"chattanooga, tn, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Chicago","IL","United States","Chicago, IL, United States",-87.6297982,41.8781136,"chicago, il, usa",48,2.40360540811217
"Gaia's Guide",1983,1997,"Cincinnati","OH","United States","Cincinnati, OH, United States",-84.5120196,39.1031182,"cincinnati, oh, usa",15,0.751126690035053
"Gaia's Guide",1983,1997,"Clearwater","FL","United States","Clearwater, FL, United States",-82.8001026,27.9658533,"clearwater, fl, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Cleveland","OH","United States","Cleveland, OH, United States",-81.6943605,41.49932,"cleveland, oh, usa",14,0.701051577366049
"Gaia's Guide",1983,1997,"Cocoa Beach","FL","United States","Cocoa Beach, FL, United States",-80.6075513,28.3200067,"cocoa beach, fl 32931, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Coconut Grove","FL","United States","Coconut Grove, FL, United States",-80.2377186,25.7355248,"coconut grove, miami, fl, usa",4,0.200300450676014
"Gaia's Guide",1983,1997,"Colorado Springs","CO","United States","Colorado Springs, CO, United States",-104.8213634,38.8338816,"colorado springs, co, usa",4,0.200300450676014
"Gaia's Guide",1983,1997,"Columbia","MO","United States","Columbia, MO, United States",-92.3340724,38.9517053,"columbia, mo, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Columbia","SC","United States","Columbia, SC, United States",-81.0348144,34.0007104,"columbia, sc, usa",3,0.150225338007011
"Gaia's Guide",1983,1997,"Columbus","OH","United States","Columbus, OH, United States",-82.9987942,39.9611755,"columbus, oh, usa",10,0.500751126690035
"Gaia's Guide",1983,1997,"Columbus ","GA","United States","Columbus , GA, United States",-84.9877094,32.4609764,"columbus, ga, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Concord","NH","United States","Concord, NH, United States",-71.5375718,43.2081366,"concord, nh, usa",7,0.350525788683025
"Gaia's Guide",1983,1997,"Contoocook","NH","United States","Contoocook, NH, United States",-71.7139655,43.2220234,"contoocook, hopkinton, nh 03229, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Coral Gables","FL","United States","Coral Gables, FL, United States",-80.2635411,25.7491968,"coral gables, fl, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Costa Mesa","CA","United States","Costa Mesa, CA, United States",-117.9047429,33.6638439,"costa mesa, ca, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Covina","CA","United States","Covina, CA, United States",-117.8903397,34.0900091,"covina, ca, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Covington","KY","United States","Covington, KY, United States",-84.5085536,39.0836712,"covington, ky, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Culver City","CA","United States","Culver City, CA, United States",-118.3964665,34.0211224,"culver city, ca, usa",3,0.150225338007011
"Gaia's Guide",1983,1997,"Dade County","FL","United States","Dade County, FL, United States",-80.6326916,25.5516034,"miami-dade county, fl, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Dahlonega","GA","United States","Dahlonega, GA, United States",-83.9843953,34.5261465,"dahlonega, ga 30533, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Dallas","TX","United States","Dallas, TX, United States",-96.7969879,32.7766642,"dallas, tx, usa",7,0.350525788683025
"Gaia's Guide",1983,1997,"Danbury","CT","United States","Danbury, CT, United States",-73.4540111,41.394817,"danbury, ct, usa",3,0.150225338007011
"Gaia's Guide",1983,1997,"Davenport","IA","United States","Davenport, IA, United States",-90.5776367,41.5236437,"davenport, ia, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Davis","CA","United States","Davis, CA, United States",-121.7405167,38.5449065,"davis, ca, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Dayton","OH","United States","Dayton, OH, United States",-84.1916069,39.7589478,"dayton, oh, usa",12,0.600901352028042
"Gaia's Guide",1983,1997,"Daytona","FL","United States","Daytona, FL, United States",-81.0228331,29.2108147,"daytona beach, fl, usa",4,0.200300450676014
"Gaia's Guide",1983,1997,"Denver","CO","United States","Denver, CO, United States",-104.990251,39.7392358,"denver, co, usa",29,1.4521782674011
"Gaia's Guide",1983,1997,"Detroit","MI","United States","Detroit, MI, United States",-83.0457538,42.331427,"detroit, mi, usa",13,0.650976464697046
"Gaia's Guide",1983,1997,"Dover","NJ","United States","Dover, NJ, United States",-74.5621025,40.883988,"dover, nj, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Durham","NC","United States","Durham, NC, United States",-78.898619,35.9940329,"durham, nc, usa",4,0.200300450676014
"Gaia's Guide",1983,1997,"Durham","NH","United States","Durham, NH, United States",-70.9264393,43.1339545,"durham, nh 03824, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"East Barnet","VT","United States","East Barnet, VT, United States",-72.0493779,44.2968323,"barnet, vt, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"East Orange","NJ","United States","East Orange, NJ, United States",-74.2048677,40.767323,"east orange, nj, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"East St Louis","IL","United States","East St Louis, IL, United States",-90.1506465,38.624514,"east st louis, il, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"East Stroudsberg","PA","United States","East Stroudsberg, PA, United States",-75.1817547,41.0030522,"east stroudsburg, pa 18301, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"El Monte","CA","United States","El Monte, CA, United States",-118.0275667,34.0686206,"el monte, ca, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"El Paso","TX","United States","El Paso, TX, United States",-106.4850217,31.7618778,"el paso, tx, usa",2,0.100150225338007
"Gaia's Guide",1983,1997,"Elgin","IL","United States","Elgin, IL, United States",-88.2825668,42.0354084,"elgin, il, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Erie","PA","United States","Erie, PA, United States",-80.085059,42.1292241,"erie, pa, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Eugene","OR","United States","Eugene, OR, United States",-123.0867536,44.0520691,"eugene, or, usa",18,0.901352028042063
"Gaia's Guide",1983,1997,"Eureka","CA","United States","Eureka, CA, United States",-124.1636729,40.8020712,"eureka, ca, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Evanston","IL","United States","Evanston, IL, United States",-87.6876969,42.0450722,"evanston, il, usa",3,0.150225338007011
"Gaia's Guide",1983,1997,"Evansville","IN","United States","Evansville, IN, United States",-87.5710898,37.9715592,"evansville, in, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Fairfield","CT","United States","Fairfield, CT, United States",-73.2612615,41.1408363,"fairfield, ct, usa",1,0.0500751126690035
"Gaia's Guide",1983,1997,"Falls Village","CT","United States","Falls Village, CT, United States",-73.3650579,41.9550202,"falls village, canaan, ct 06031, usa",1,0.0500751126690035
