"geocode.value","lon","lat","geoAddress"
"Shelton, WA, United States",-123.1007066,47.2150945,"shelton, wa 98584, usa"
"Shenandoah, VA, United States",-78.625016,38.4851245,"shenandoah, va, usa"
"Sheperdsville, KY, United States",-85.7157924,37.9883991,"shepherdsville, ky 40165, usa"
"Shepherdsville, KY, United States",-85.7157924,37.9883991,"shepherdsville, ky 40165, usa"
"Sheridan, IN, United States",-86.2205487,40.1350375,"sheridan, in 46069, usa"
"Sheridan, WY, United States",-106.9561791,44.7971939,"sheridan, wy 82801, usa"
"Shoals, IN, United States",-86.7911096,38.6664401,"shoals, in 47581, usa"
"Shorewood, WI, United States",-87.8875848,43.0891787,"shorewood, wi, usa"
"Shreveport, LA, United States",-93.7501789,32.5251516,"shreveport, la, usa"
"Sidney, OH, United States",-84.1554987,40.2842164,"sidney, oh 45365, usa"
"Silver City, NM, United States",-108.280326,32.770075,"silver city, nm 88061, usa"
"Silver Cliff, CO, United States",-105.4463902,38.1352779,"silver cliff, co 81252, usa"
"Silver Spring, MD, United States",-77.026088,38.9906657,"silver spring, md, usa"
"Simi Valley, CA, United States",-118.781482,34.2694474,"simi valley, ca, usa"
"Sindelfingen, , Germany",9.0044053,48.7074558,"sindelfingen, germany"
"Sioux City, IA, United States",-96.4049408,42.4963416,"sioux city, ia, usa"
"Sioux Falls, SD, United States",-96.731265,43.5460223,"sioux falls, sd, usa"
"Sioux Lookout, ON, Canada",-91.922038,50.0978321,"sioux lookout, on p0v, canada"
"Skidmore, TX, United States",-97.6855522,28.2541716,"skidmore, tx 78389, usa"
"Smyrna Beach, FL, United States",-80.9108271,29.0654833,"smyrna beach, smyrna dunes park, new smyrna beach, fl 32169, usa"
"Soldotna, AK, United States",-151.0571796,60.4863829,"soldotna, ak 99669, usa"
"Somers Point, NJ, United States",-74.6053047,39.3160641,"somers point, nj, usa"
"Somerville, MA, United States",-71.0994968,42.3875968,"somerville, ma, usa"
"Somerville, NJ, United States",-74.60988,40.5742696,"somerville, nj 08876, usa"
"Sommertown, TN, United States",-87.3128887,35.4348074,"summertown, tn 38483, usa"
"Somonauk, IL, United States",-88.6810594,41.6337127,"somonauk, il, usa"
"Soquel, CA, United States",-121.9566267,36.9880057,"soquel, ca, usa"
"Sorrento, FL, United States",-81.5636838,28.80777,"sorrento, fl 32776, usa"
"Souderton, PA, United States",-75.3251759,40.3117706,"souderton, pa, usa"
"South Bend, IN, United States",-86.2519898,41.6763545,"south bend, in, usa"
"South Haven, MI, United States",-86.2736407,42.4030865,"south haven, mi 49090, usa"
"South Lake Tahoe, CA, United States",-119.9771868,38.939926,"south lake tahoe, ca 96150, usa"
"South Pasadena, FL, United States",-82.7376009,27.7550276,"south pasadena, fl 33707, usa"
"South Portland, ME, United States",-70.2408811,43.6414716,"south portland, me, usa"
"Southbank, BC, Canada",-125.766667,54.016667,"southbank, bc v0j 1e4, canada"
"Southfield, MI, United States",-83.2218731,42.4733688,"southfield, mi, usa"
"Southington, CT, United States",-72.8776013,41.5964869,"southington, ct, usa"
"Sparks, NV, United States",-119.7526886,39.5349112,"sparks, nv, usa"
"Spartanburg, SC, United States",-81.9320482,34.9495672,"spartanburg, sc, usa"
"Spearfish, SD, United States",-103.8593698,44.4908172,"spearfish, sd, usa"
"Spencer, IN, United States",-86.7625058,39.2867117,"spencer, in 47460, usa"
"Spicer, MN, United States",-94.9400088,45.2330198,"spicer, mn 56288, usa"
"Spokane, WA, United States",-117.4260466,47.6587802,"spokane, wa, usa"
"Spooner, WI, United States",-91.8893431,45.8224475,"spooner, wi 54801, usa"
"Spring Valley, CA, United States",-116.998916,32.744774,"spring valley, ca, usa"
"Springfield, IL, United States",-89.6501481,39.7817213,"springfield, il, usa"
"Springfield, MO, United States",-93.2922989,37.2089572,"springfield, mo, usa"
"Springfield, OH, United States",-83.8088171,39.9242266,"springfield, oh, usa"
"Springfield, OR, United States",-123.0220289,44.0462362,"springfield, or, usa"
"Springvale, ME, United States",-70.7936699,43.4667484,"springvale, sanford, me 04083, usa"
"St Augustine, FL, United States",-81.3124341,29.9012437,"st. augustine, fl, usa"
"St Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"St Paul, MN, United States",-93.0899578,44.9537029,"st paul, mn, usa"
"St Petersburg, FL, United States",-82.6402915,27.7676008,"st. petersburg, fl, usa"
"St Thomas, , Virgin Islands",-64.8940946,18.3380965,"st thomas, 00802, usvi"
"St. Augustine, FL, United States",-81.3124341,29.9012437,"st. augustine, fl, usa"
"St. George's, , Grenada",-61.7487996,12.0560975,"st george's, grenada"
"St. Goerge, , Grenada",-61.7356433,12.0714317,"saint george, grenada"
"St. Louis, MO, United States",-90.1994042,38.6270025,"st. louis, mo, usa"
"St. Pete, FL, United States",-82.6402915,27.7676008,"st. petersburg, fl, usa"
"St. Pete Beach, FL, United States",-82.7504542,27.7428134,"st pete beach, fl, usa"
"St. Petersburg, FL, United States",-82.6402915,27.7676008,"st. petersburg, fl, usa"
"Stageline, CA, United States",-122.2223656,38.1248039,"stageline dr, vallejo, ca 94591, usa"
"Stanford, CA, United States",-122.1660756,37.424106,"stanford, ca, usa"
"Star City, IN, United States",-86.5561179,40.9719853,"star city, in 46985, usa"
"Star Junction, PA, United States",-79.7638578,40.062421,"star junction, pa 15482, usa"
"State College, PA, United States",-77.8600012,40.7933949,"state college, pa, usa"
"Statesboro, GA, United States",-81.7831674,32.4487876,"statesboro, ga, usa"
"Statesville, NC, United States",-80.8883291,35.7846006,"statesville, nc, usa"
"Steffisburg, , Switzerland",7.6347832,46.7788438,"steffisburg, switzerland"
"Sterling Heights, MI, United States",-83.0302033,42.5803122,"sterling heights, mi, usa"
"Stevens Point, WI, United States",-89.574563,44.5235792,"stevens point, wi, usa"
"Stockbridge, WI, United States",-88.2989947,44.0716558,"stockbridge, wi, usa"
"Stockholm, , Sweden",18.0685808,59.3293235,"stockholm, sweden"
"Stockton, CA, United States",-121.2907796,37.9577016,"stockton, ca, usa"
"Stone Mountain, GA, United States",-84.170196,33.8081608,"stone mountain, ga, usa"
"Stoughton, WI, United States",-89.2178937,42.9169462,"stoughton, wi 53589, usa"
"Stuart, CT, United States",-73.087749,41.6032207,"connecticut, usa"
"Studio City, CA, United States",-118.3870991,34.1395597,"studio city, los angeles, ca, usa"
"Stuttgart, , Germany",9.1829321,48.7758459,"stuttgart, germany"
"Sudbury, ON, Canada",-80.993029,46.4917317,"greater sudbury, on, canada"
"Suffern, NY, United States",-74.1495889,41.1148179,"suffern, ny 10901, usa"
"Suhuarita, AZ, United States",-110.955646,31.9575818,"sahuarita, az, usa"
"Summerfield, NC, United States",-79.9047583,36.2087468,"summerfield, nc, usa"
"Summers County, WV, United States",-80.8543847,37.5812062,"summers county, wv, usa"
"Sumner, ME, United States",-70.4383944,44.3920113,"sumner, me, usa"
"Sunderland, MA, United States",-72.5795115,42.4663727,"sunderland, ma, usa"
"Sunnyvale, CA, United States",-122.0363496,37.36883,"sunnyvale, ca, usa"
"Sunrise, FL, United States",-80.256595,26.1669711,"sunrise, fl, usa"
"Superior, WI, United States",-92.1040796,46.7207737,"superior, wi, usa"
"Swartz Creek, MI, United States",-83.8305144,42.9572508,"swartz creek, mi, usa"
"Swedesburg, PA, United States",-75.3287941,40.1042755,"swedesburg, upper merion township, pa 19405, usa"
"Sydney, , Australia",151.2092955,-33.8688197,"sydney nsw, australia"
"Sydney, New South Wales, Australia",151.2092955,-33.8688197,"sydney nsw, australia"
"Sydney, NSW, Australia",151.2092955,-33.8688197,"sydney nsw, australia"
"Syracuse, NY, United States",-76.1474244,43.0481221,"syracuse, ny, usa"
"Syrna, DE, United States",-75.6046494,39.2998339,"smyrna, de 19977, usa"
"Tacoma, WA, United States",-122.4442906,47.2528768,"tacoma, wa, usa"
"Taipei, , Taiwan",121.5654268,25.0329636,"taipei city, taiwan"
"Takoma Park, MD, United States",-77.0074765,38.9778882,"takoma park, md, usa"
"Talent, OR, United States",-122.7886462,42.2456844,"talent, or 97540, usa"
"Tallahassee, FL, United States",-84.2807329,30.4382559,"tallahassee, fl, usa"
"Talmage, CA, United States",-123.167782,39.1332266,"talmage, ca 95482, usa"
"Tamarac, FL, United States",-80.2497707,26.2128609,"tamarac, fl, usa"
"Tampa, FL, United States",-82.4571776,27.950575,"tampa, fl, usa"
"Taos, NM, United States",-105.5733788,36.4072134,"taos, nm 87571, usa"
"Tarboro, NC, United States",-77.5358049,35.8968236,"tarboro, nc 27886, usa"
"Teaneck, NJ, United States",-74.0116536,40.8932469,"teaneck, nj, usa"
"Tel Aviv, , Israel",34.7817676,32.0852999,"tel aviv-yafo, israel"
"Tempe, AZ, United States",-111.9400054,33.4255104,"tempe, az, usa"
"Temple, ME, United States",-70.2264519,44.6850592,"temple, me, usa"
"Temple, TX, United States",-97.342782,31.0982344,"temple, tx, usa"
"Tepoztlan, , Mexico",-99.0930528,18.9848015,"tepoztlán, morelos, mexico"
"Terre Haute, IN, United States",-87.4139092,39.4667034,"terre haute, in, usa"
"Thunder Bay, Ontario, Canada",-89.2476823,48.3808951,"thunder bay, on, canada"
"Tidewater, OR, United States",-123.9003916,44.4112314,"tidewater, or 97390, usa"
"Tijeras, NM, United States",-106.3878905,35.0795244,"tijeras, nm 87059, usa"
"Timonium, MD, United States",-76.6123884,39.4354087,"timonium, md 21093, usa"
"Todd, NC, United States",-81.5956937,36.3093112,"todd, nc 28684, usa"
"Todmorden, Calderdale, England",-2.0987969,53.716344,"todmorden, uk"
"Tok, AK, United States",-142.9877015,63.3359266,"tok, ak 99780, usa"
"Tokyo, , Japan",139.6503106,35.6761919,"tokyo, japan"
"Toledo, OH, United States",-83.5378674,41.6528052,"toledo, oh, usa"
"Tomball, TX, United States",-95.6160549,30.0971621,"tomball, tx, usa"
"Topeka, KS, United States",-95.6751576,39.0473451,"topeka, ks, usa"
"Tornesch, , Germany",9.7184337,53.6977863,"25436 tornesch, germany"
"Toronto, ON, Canada",-79.3831843,43.653226,"toronto, on, canada"
"Toronto, Ontario, Canada",-79.3831843,43.653226,"toronto, on, canada"
"Torrington, CT, United States",-73.1211715,41.8003049,"torrington, ct, usa"
"Toulumne, CA, United States",-120.2412999,37.9627027,"tuolumne, ca 95379, usa"
"Traverse City, MI, United States",-85.6206317,44.7630567,"traverse city, mi, usa"
"Trondheim, , Norway",10.3950528,63.4305149,"trondheim, norway"
"Trout Lake, WA, United States",-121.528137,45.9973427,"trout lake, wa 98650, usa"
"Troutville, VA, United States",-79.8747627,37.4181897,"troutville, va 24175, usa"
"Troy, ME, United States",-69.2416622,44.6648414,"troy, me, usa"
"Troy, OH, United States",-84.2032767,40.0394982,"troy, oh 45373, usa"
"Tübingen, , West Germany",9.0389051,48.5202247,"tübingen west, 72070 tübingen, germany"
"Tübingen, Baden-Württemberg, Germany",9.0576448,48.5216364,"tübingen, germany"
"Tucson, AZ, United States",-110.9741769,32.2539787,"tucson, az, usa"
"Tuebingen, , Germany",9.0576448,48.5216364,"tübingen, germany"
"Tujunga, CA, United States",-118.3082747,34.2596475,"sunland, los angeles, ca 91040, usa"
"Tulare, CA, United States",-119.3473379,36.2077288,"tulare, ca 93274, usa"
"Tulsa, OK, United States",-95.992775,36.1539816,"tulsa, ok, usa"
"Turner, ME, United States",-70.2561671,44.2564588,"turner, me 04282, usa"
"Tyler, TX, United States",-95.3010624,32.3512601,"tyler, tx, usa"
"Ulm, MT, United States",-111.5089077,47.4317143,"ulm, mt, usa"
"Ulster Park, NY, United States",-73.9803308,41.856512,"ulster park, ny 12487, usa"
"Uncasville, CT, United States",-72.1100945,41.4316905,"uncasville, montville, ct 06382, usa"
"Unger, WV, United States",-78.2538943,39.4367645,"unger, wv 25411, usa"
"Unicoi, TN, United States",-82.3495818,36.1953862,"unicoi, tn, usa"
"Union, ME, United States",-69.293927,44.2296917,"union, me, usa"
"Union, NH, United States",-71.023921,43.4922083,"union, wakefield, nh 03887, usa"
"Union, NJ, United States",-74.2631635,40.6975898,"union, nj, usa"
"Universal City, TX, United States",-98.3043547,29.5522617,"universal city, tx, usa"
"Urbana, IL, United States",-88.2072697,40.1105875,"urbana, il, usa"
"Urbandale, IA, United States",-93.7607411,41.6293984,"urbandale, ia, usa"
"Utica, NE, United States",-97.3461295,40.8943807,"utica, ne 68456, usa"
"Valdez, AK, United States",-146.3498607,61.1308812,"valdez, ak, usa"
"Vale, OR, United States",-117.2382311,43.9821055,"vale, or 97918, usa"
"Valentine, NE, United States",-100.5509669,42.8727833,"valentine, ne 69201, usa"
"Vallabregues, , France",4.628383,43.853401,"30300 vallabrègues, france"
"Vallejo, CA, United States",-122.2566367,38.1040864,"vallejo, ca, usa"
"Valley Stream, NY, United States",-73.7084645,40.6642699,"valley stream, ny, usa"
"Van Buren, AR, United States",-94.3565578,35.4589055,"van buren, ar 72956, usa"
"Van Nuys, CA, United States",-118.451357,34.1898566,"van nuys, los angeles, ca, usa"
"Vancouver, BC, Canada",-123.1207375,49.2827291,"vancouver, bc, canada"
"Vancouver, British Columbia, Canada",-123.1207375,49.2827291,"vancouver, bc, canada"
"Vashon Island, WA, United States",-122.4598502,47.4473204,"vashon, wa 98070, usa"
"Venice, CA, United States",-118.4694832,33.9850469,"venice, los angeles, ca, usa"
"Ventnor, NJ, United States",-74.4773735,39.3403942,"ventnor city, nj, usa"
"Ventura, CA, United States",-119.2945199,34.2804923,"ventura, ca, usa"
"Vergas, MN, United States",-95.8057577,46.6564802,"vergas, mn 56587, usa"
"Vernon, CT, United States",-72.479037,41.8186802,"vernon, ct 06066, usa"
"Vernon, IL, United States",-89.0863635,38.7995115,"vernon, il 62892, usa"
"Victoria, BC, Canada",-123.3656444,48.4284207,"victoria, bc, canada"
"Victoria, British Columbia, Canada",-123.3656444,48.4284207,"victoria, bc, canada"
"Vidalia, GA, United States",-82.4134614,32.2176855,"vidalia, ga, usa"
"Vienna, , Austria",16.3738189,48.2081743,"vienna, austria"
"Vincentown, NJ, United States",-74.7483371,39.9319279,"vincentown, southampton township, nj 08088, usa"
"Vineland, NJ, United States",-75.0259637,39.4863773,"vineland, nj, usa"
"Virginia Beach, VA, United States",-75.9792194,36.8516437,"virginia beach, va, usa"
"Viroqua, WI, United States",-90.8887413,43.5569174,"viroqua, wi 54665, usa"
"Volcano, HI, United States",-155.2351628,19.4282321,"volcano, hi, usa"
"W Sullivan, ME, United States",-68.1518287,44.5265074,"sullivan, me 04664, usa"
"W Topsham, VT, United States",-72.2550956,44.1281193,"topsham, vt, usa"
"Wabash, IN, United States",-85.8486236,40.8033875,"wabash county, in, usa"
"Wadsworth, OH, United States",-81.7298519,41.0256101,"wadsworth, oh 44281, usa"
"Waikiki, HI, United States",-157.8291847,21.2793462,"waikiki, honolulu, hi 96815, usa"
"Waipu, Northland, New Zealand",174.4399105,-35.9823536,"waipu, new zealand"
"Waits River, VT, United States",-72.2366689626192,44.0887313842987,"waits river, vermont, usa"
"Wakarusa, IN, United States",-86.0210116,41.5360372,"wakarusa, in, usa"
"Waldo, ME, United States",-69.0761483,44.5125736,"waldo, me, usa"
"Walkersville, MD, United States",-77.3519285,39.4862126,"walkersville, md 21793, usa"
"Walterboro, SC, United States",-80.6667688,32.9051704,"walterboro, sc 29488, usa"
"Wappingers Falls, NY, United States",-73.91097,41.5964825,"wappingers falls, ny 12590, usa"
"Warner, NH, United States",-71.8334145,43.2556568,"warner, nh, usa"
"Warren, MI, United States",-83.0146526,42.5144566,"warren, mi, usa"
"Warren, PA, United States",-79.1450445,41.8439486,"warren, pa 16365, usa"
"Warsaw, , Poland",21.0122287,52.2296756,"warsaw, poland"
"Warsaw, IN, United States",-85.8530469,41.2381,"warsaw, in, usa"
"Warwick, RI, United States",-71.4161671,41.7001009,"warwick, ri, usa"
"Washburn, WI, United States",-90.8949075,46.6732722,"washburn, wi, usa"
"Washington, DC, United States",-77.0368707,38.9071923,"washington, dc, usa"
"Washington, NJ, United States",-74.9793378,40.7584326,"washington, nj 07882, usa"
"Washington, PA, United States",-80.2461714,40.17396,"washington, pa 15301, usa"
"Washington Depot, CT, United States",-73.3182644,41.6556691,"washington depot, washington, ct, usa"
"Wassaic, NY, United States",-73.5587368,41.8039824,"wassaic, ny 12592, usa"
"Waterloo, IA, United States",-92.3425775,42.492786,"waterloo, ia, usa"
"Waterloo, ON, Canada",-80.5204096,43.4642578,"waterloo, on, canada"
"Waterman, IL, United States",-88.7736942,41.7716963,"waterman, il 60556, usa"
"Waterville, ME, United States",-69.6317121,44.5520105,"waterville, me, usa"
"Waukegan, IL, United States",-87.8447938,42.3636331,"waukegan, il, usa"
"Wausau, WI, United States",-89.6301221,44.9591352,"wausau, wi, usa"
"Wautoma, WI, United States",-89.287897,44.0746995,"wautoma, wi 54982, usa"
"Wayne, MI, United States",-83.3863214,42.2814269,"wayne, mi 48184, usa"
"Waynesboro, PA, United States",-77.5777692,39.755927,"waynesboro, pa 17268, usa"
"Waynesburg, PA, United States",-80.1792299,39.8964641,"waynesburg, pa 15370, usa"
"Weaverville, NC, United States",-82.5606851,35.6970547,"weaverville, nc 28787, usa"
"Wellington, , New Zealand",174.7787463,-41.2923814,"wellington, new zealand"
"Wenatchee, WA, United States",-120.3103494,47.4234599,"wenatchee, wa 98801, usa"
"Wendell, MA, United States",-72.396722,42.5481852,"wendell, ma, usa"
"Werburgh's Park, Bristol, England",-2.5751574,51.4720485,"st werburgh's park, st werburgh's, bristol bs2, uk"
"West Barnstable, MA, United States",-70.3740112,41.7064404,"west barnstable, barnstable, ma 02668, usa"
"West Burke, VT, United States",-71.978707,44.6414417,"west burke, burke, vt 05871, usa"
"West Carrollton, OH, United States",-84.2521632,39.6722812,"west carrollton, oh, usa"
"West Carrolltown, OH, United States",-84.2521632,39.6722812,"west carrollton, oh, usa"
"West Chester, PA, United States",-75.6054882,39.9606643,"west chester, pa, usa"
"West Edmeston, NY, United States",-75.2782213,42.763405,"west edmeston, ny 13485, usa"
"West Fork, AR, United States",-94.1800289,35.9314614,"west fork, ar 72774, usa"
"West Hartford, CT, United States",-72.7420151,41.7620842,"west hartford, ct, usa"
"West Hempstead, NY, United States",-73.6501295,40.7048242,"west hempstead, ny, usa"
"West Hollywood, CA, United States",-118.3617443,34.0900091,"west hollywood, ca, usa"
"West Monroe, LA, United States",-92.1476353,32.5184775,"west monroe, la, usa"
"West Palm Beach, FL, United States",-80.0533746,26.7153424,"west palm beach, fl, usa"
"West Philadelphia, PA, United States",-75.2248702,39.9600149,"west philadelphia, philadelphia, pa, usa"
"West Point, CA, United States",-120.527426,38.3990786,"west point, ca 95255, usa"
"West Roxbury, MA, United States",-71.1599757,42.2782373,"west roxbury, boston, ma, usa"
"West San Fernando, CA, United States",-118.2715398,34.1451591,"w san fernando rd, los angeles, ca 90039, usa"
"West Topsham, VT, United States",-72.3084279,44.1173728,"west topsham, topsham, vt, usa"
"West Warwick, RI, United States",-71.5215024,41.7036711,"west warwick, ri 02893, usa"
"West Whately, MA, United States",-72.672398,42.42182,"west whately, whately, ma 01373, usa"
"Westbury, NY, United States",-73.5876273,40.7556561,"westbury, ny, usa"
"Westchester, NY, United States",-73.7948516,41.1220194,"westchester county, ny, usa"
"Westchester, PA, United States",-75.6054882,39.9606643,"west chester, pa, usa"
"Westermoreland, , Jamaica",-78.1564432,18.2944378,"westmoreland parish, jamaica"
"Westerville, OH, United States",-82.9318807,40.1266689,"westerville, oh, usa"
"Westfield, MA, United States",-72.749538,42.1250929,"westfield, ma 01085, usa"
"Westfield, WI, United States",-89.4934393,43.8835948,"westfield, wi 53964, usa"
"Westhaven, CA, United States",-119.994331,36.227436,"westhaven, ca, usa"
"Westland, MI, United States",-83.400211,42.324204,"westland, mi, usa"
"Westminster, MD, United States",-76.9958149,39.5753791,"westminster, md, usa"
"Westmont, IL, United States",-87.9756175,41.7958639,"westmont, il, usa"
"Westville, NJ, United States",-75.1315649,39.8678912,"westville, nj, usa"
"Westwood, CA, United States",-121.0057931,40.3059999,"westwood, ca 96137, usa"
"Westwood, NJ, United States",-74.0326395,40.9912087,"westwood, nj 07675, usa"
"Weymouth, MA, United States",-70.9410356,42.2180724,"weymouth, ma, usa"
"Whidbey Island, WA, United States",-122.4395026,47.9982761,"whidbey island, washington, usa"
"Whitehorse, YT, Canada",-135.0522761,60.7197137,"whitehorse, yt, canada"
"Whitehorse, Yukon, Canada",-135.0522761,60.7197137,"whitehorse, yt, canada"
"Whitewater, WI, United States",-88.7323272,42.8336205,"whitewater, wi 53190, usa"
"Whittier, CA, United States",-118.032844,33.9791793,"whittier, ca, usa"
"Wichita, KS, United States",-97.330053,37.6871761,"wichita, ks, usa"
"Wilkes-Barre, PA, United States",-75.8813075,41.2459149,"wilkes-barre, pa, usa"
"Willard, MO, United States",-93.4285272,37.305047,"willard, mo, usa"
"Williamsburg, VA, United States",-76.7074571,37.2707022,"williamsburg, va, usa"
"Williamsport, PA, United States",-77.0010786,41.2411897,"williamsport, pa, usa"
"Williamston, MI, United States",-84.2830245,42.6889235,"williamston, mi 48895, usa"
"Williamston, NC, United States",-77.0555114,35.8546039,"williamston, nc 27892, usa"
"Willimantic, CT, United States",-72.2081338,41.7106543,"willimantic, windham, ct, usa"
"Willington, CT, United States",-72.2600655,41.8809434,"willington, ct, usa"
"Willits, CA, United States",-123.3555656,39.4096079,"willits, ca 95490, usa"
"Willoughby, OH, United States",-81.4065011,41.6397696,"willoughby, oh 44094, usa"
"Willow, NY, United States",-74.2276472,42.0763993,"willow, ny, usa"
"Wilmington, CA, United States",-118.2643567,33.7857948,"wilmington, los angeles, ca, usa"
"Wilmington, DE, United States",-75.5483909,39.744655,"wilmington, de, usa"
"Wilmington, NC, United States",-77.8868117,34.2103894,"wilmington, nc, usa"
"Wilsonville, OR, United States",-122.7726687,45.3029344,"wilsonville, or, usa"
"Wilton, ME, United States",-70.2280983,44.5926953,"wilton, me, usa"
"Winchedon, MA, United States",-72.0439529,42.6871009,"winchendon, ma, usa"
"Winchendon, MA, United States",-72.0439529,42.6871009,"winchendon, ma, usa"
"Winchester, VA, United States",-78.1633341,39.1856597,"winchester, va 22601, usa"
"Windsor, CA, United States",-122.8163802,38.5471327,"windsor, ca, usa"
"Winnipeg, MB, Canada",-97.1385145,49.8954221,"winnipeg, mb, canada"
"Winooski, VT, United States",-73.1856832,44.491438,"winooski, vt, usa"
"Winston-Salem, NC, United States",-80.244216,36.0998596,"winston-salem, nc, usa"
"Winter Haven, FL, United States",-81.7328567,28.0222435,"winter haven, fl, usa"
"Winter Park, FL, United States",-81.3392352,28.5999998,"winter park, fl, usa"
"Winterport, ME, United States",-68.8449792,44.6377864,"winterport, me, usa"
"Winterville, GA, United States",-83.2782101,33.9670589,"winterville, ga 30683, usa"
"Winterville, NC, United States",-77.4010762,35.529051,"winterville, nc, usa"
"Winthrop, MA, United States",-70.9862693,42.374776,"winthrop, ma, usa"
"Woodbridge, VA, United States",-77.2497049,38.6581722,"woodbridge, va 22191, usa"
"Woodruff, SC, United States",-82.0370466,34.7395701,"woodruff, sc 29388, usa"
"Woodstock, NY, United States",-74.1181971,42.0409247,"woodstock, ny, usa"
"Woodstock, ON, Canada",-80.7471651,43.1314966,"woodstock, on, canada"
"Wooster, OH, United States",-81.935143,40.8050565,"wooster, oh 44691, usa"
"Worcester, MA, United States",-71.8022934,42.2625932,"worcester, ma, usa"
"Worcester, VT, United States",-72.5496503,44.37331,"worcester, vt 05682, usa"
"Wysox, PA, United States",-76.3993837,41.7745194,"wysox, pa 18854, usa"
"Yachats, OR, United States",-124.1048418,44.3112312,"yachats, or, usa"
"Yakima, WA, United States",-120.5058987,46.6020711,"yakima, wa, usa"
"Yale, MI, United States",-82.7982634,43.130026,"yale, mi 48097, usa"
"Yardley, PA, United States",-74.8459972,40.245664,"yardley, pa 19067, usa"
"Yelapa, Jalisco, Mexico",-105.4481793,20.4878682,"48422 yelapa, jalisco, mexico"
"Yellow Springs, OH, United States",-83.886874,39.8064486,"yellow springs, oh 45387, usa"
"Yonkers, NY, United States",-73.8987469,40.9312099,"yonkers, ny, usa"
"Yosemite, KY, United States",-84.8244,37.3466825,"yosemite, ky, usa"
"Youngstown, OH, United States",-80.6495194,41.0997803,"youngstown, oh, usa"
"Ypsilanti, MI, United States",-83.6129939,42.2411499,"ypsilanti, mi, usa"
"Yucca Valley, CA, United States",-116.432235,34.1141743,"yucca valley, ca 92284, usa"
"Yuma, AZ, United States",-114.6276916,32.6926512,"yuma, az, usa"
"Texarkana, AR, United States",-94.0361745,33.4304827,"texarkana, ar 71854, usa"
"Ft. Lauderdale, FL, United States",-80.1373174,26.1224386,"fort lauderdale, fl, usa"
"Lake Placid, NY, United States",-73.9798713,44.2794911,"lake placid, ny 12946, usa"
"Russian River, CA, United States",-123.011048270873,38.9116324986166,"russian river, california, usa"
"Troy, NY, United States",-73.6917851,42.7284117,"troy, ny, usa"
"San Mateo, CA, United States",-122.3255254,37.5629917,"san mateo, ca, usa"
"Auburn, CA, United States",-121.0768901,38.8965654,"auburn, ca, usa"
"Highlands, NJ, United States",-73.991527,40.40372,"highlands, nj 07732, usa"
"Kailua-Kona, Hawaii, HI, United States",-155.9962255,19.6419129,"kailua-kona, hi, usa"
"Sandy Hook, NJ, United States",-73.9885498,40.4333496,"sandy hook, middletown township, nj, usa"
"Albany, GA, United States",-84.155741,31.5785074,"albany, ga, usa"
"Fire Island, NY, United States",-73.1459474,40.6475997,"fire island, ny, usa"
"Nescopeck, PA, United States",-76.2207671,41.0520292,"nescopeck, pa 18635, usa"
"Pontiac, MI, United States",-83.2910468,42.6389216,"pontiac, mi, usa"
"Chula Vista, CA, United States",-117.0841955,32.6400541,"chula vista, ca, usa"
"San Francsico, CA, United States",-122.4194155,37.7749295,"san francisco, ca, usa"
"Deland, FL, United States",-81.3031179,29.028318,"deland, fl, usa"
"Laguna Beach, CA, United States",-117.7853568,33.5427189,"laguna beach, ca, usa"
"Oceanside, CA, United States",-117.3794834,33.1958696,"oceanside, ca, usa"
"West Paterson, NJ, United States",-74.1948674,40.8898212,"woodland park, nj, usa"
"Ft. Wayne, IN, United States",-85.1393513,41.079273,"fort wayne, in, usa"
"Sierra Vista, AZ, United States",-110.2772856,31.5455001,"sierra vista, az, usa"
"Bellmore, NY, United States",-73.5270709,40.6687125,"bellmore, ny, usa"
"Texarcana, AR, United States",-94.0361745,33.4304827,"texarkana, ar 71854, usa"
"Texarcana, AK, United States",-94.0361745,33.4304827,"texarkana, ar 71854, usa"
"Amherst, NY, United States",-78.7922335,42.9754691,"amherst, ny, usa"
"Georgetown, DC, United States",-77.0653565,38.9097057,"georgetown, washington, dc, usa"
"Valparaiso, IN, United States",-87.0611412,41.4730948,"valparaiso, in, usa"
"Knightstown, IN, United States",-85.5263629,39.7956007,"knightstown, in 46148, usa"
"Arcadia, LA, United States",-92.920158,32.5490406,"arcadia, la, usa"
"Ruston, LA, United States",-92.637927,32.5232053,"ruston, la 71270, usa"
"Augusta, ME, United States",-69.7794897,44.3106241,"augusta, me 04330, usa"
"Coloma, MI, United States",-86.308356,42.1861494,"coloma, mi 49038, usa"
"Middletown, NY, United States",-74.4229341,41.4459271,"middletown, ny 10940, usa"
"Saint Mary's, OH, United States",-95.712891,37.09024,"united states"
"Hernando, MS, United States",-89.9937018,34.823987,"hernando, ms, usa"
"Philipsburg, PA, United States",-78.2205688,40.8964465,"philipsburg, pa 16866, usa"
"Mahanoy City, PA, United States",-76.1416033,40.8125881,"mahanoy city, pa 17948, usa"
"Abilene, TX, United States",-99.7331439,32.4487364,"abilene, tx, usa"
"Andover, MA, United States",-71.1367953,42.6583356,"andover, ma, usa"
"Attleboro, MA, United States",-71.2856082,41.9445441,"attleboro, ma, usa"
"Augusta, KS, United States",-96.9767023,37.6866844,"augusta, ks 67010, usa"
