"title","type","address","unclear.address","city","state","description","stars","star.type","mentions.race","mentions.disability","notes","Last.Modified","Notes.2","year","publication","country","geocode.value","lon","lat","geoAddress"
"Charlene's","Showbar","940 Elysian Fields","","New Orleans","LA","Tel. 945-9328. Dance bar and show bar featuring the very best in women entertainers, community benefits, pool table. A private club, but a copy of GAIA""S GUIDE plus valid ID will get you in. Open Tues-Thurs, 4pm till... Fri-Sun 2pm till... juke box, video games and very, very friendly women. Say 'hi' from GAIA. ","****","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa"
"Paw Paw's","Bars","700 Burgundy St","","New Orleans","LA","Tel. 523-8584. Pool table. Neighborhood hang-out. ","**","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa"
"Lucille's and Friend","Bars","626 St Philip St","","New Orleans","LA","Tel. 524-8840. Open 24 hours a day 7 days a week. Pool table, pinball, video games. Gay women are always welcome here. ","**(MGM)","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa"
"Flamingo's ","Restaurant","1625 St Charles Ave","","New Orleans","LA","Tel. 523-6141. Gay run by very, very nice people. Clientele: gay women and men and a few others. Very highly recommended. Be sure and say 'hi' from GAIA.","*","Restaurants","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa"
"The Apple Barrel","Restaurant","609 Frenchmen","","New Orleans","LA","Tel. 944-9260. Daily Specials 11:00am-9:00pm. Sunday Brunch 10:00am-2:00pm. ","*","Restaurants","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa"
"Enraged Chicken","Restaurant","1115 St Mary","","New Orleans","LA","(off 100 Block of Magazine) Tel. 524-8636. Open for lunch and dinner. Closed Sundays. Enormous menus. Clientele: gay women and gay men (about equal). Reservations required. ","*","Restaurants","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa"
"Bob's","Restaurant","611 Frenchmen","","New Orleans","LA","Tel. 945-1703. Clientele: gay women and men (about equal) and recommended. ","*","Restaurants","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa"
"Florentine Room","Bars","728 Austin Place","","Shreveport","LA","Tel. 221-0360. ","***","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Shreveport, LA, United States",-93.7501789,32.5251516,"shreveport, la, usa"
"Lafitte","Hotels/Motels/Guest Houses/ETC","1003 Bourbon St","","New Orleans","LA","70016 (near Philips) Tel. 581-2678. Writes a woman contributor; 'I highly recommend this place; although predominantly gay male, women are made very, very welcome. The rooms are furnished in antiques and mine had a gas-burning coal fireplace. 'Conveniently located in the French Quarter. Rates: $53.00-$77.00 a day single including continental breakfast. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa"
"Faubourg Marigny Bookstore","Feminist Bookstore","600 Frenchman St","","New Orleans","LA","70116 (Comer of Chartre and Frenchmen St) Tel. 943-9875. Gay Bookstore with women's titles, posters, records, buttons. MAIL ORDER SERVICE. They sell GAIA'S GUIDE and are open 11am-6pm seven days a week. 'An emporium for ideas'.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa"
"The Country Club","Country Club","634 Louisa St","","New Orleans","LA","Tel. 945-9395. It really is a country club; swimming pool, bar and game room. TV and reading room. It's located in an old creole cottage and the membership is private. Cocktail bar and rooms available for private parties. Very, very highly recommended. Open 7 days per week: 10am-10pm. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa"
"Bourgoyne","Hotels/Motels/Guest Houses/ETC","839 Bourbon St","","New Orleans","LA","70116 Tel. 524-3621 or 525-3983. 'In the heart of the attractions of New Orleans' ""French Quarter"". 'Gay clientele and very reasonable rates. Highly recommended. Extremely hospitable, supportive people. Say 'hi' from GAIA. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","New Orleans, LA, United States",-90.0715323,29.9510658,"new orleans, la, usa"
"Metropolitan Community Church","Religious Groups","PO Box 4231","checked","Shreveport","LA","Shreveport/Bossier City: write Shreveport Human Rights PO Box 4231, Shreveport; 71104 tel. 221-8172. A Christian church with a special outreach to lesbians and gay men. ","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Shreveport, LA, United States",-93.7501789,32.5251516,"shreveport, la, usa"
"My Way","Bars","1605 Marshall","","Shreveport","LA","(was the OTHER SIDE): 1605 Marshall Tel. 221-9543. Clientele: gay and straight. Drag shows Thursday nights. ","*","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Shreveport, LA, United States",-93.7501789,32.5251516,"shreveport, la, usa"
"Bobbies Korner","Bars","800 Louisiana Ave","","Shreveport","LA","Woman owned and very comfortable. Highly recommended. ","***?","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Shreveport, LA, United States",-93.7501789,32.5251516,"shreveport, la, usa"
"Everywoman's Center","Women's Center","Wilder Hall University of Massachusetts","checked","Allston","MA","01002 Tel. 545-0883 (taped message). They publish a newsletter and magazine: CHOMO-URI.","****(*)","Organizations","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Allston, MA, United States",-71.1328247,42.3555087,"allston, boston, ma, usa"
"The Women's List","Publication","235 Park Square Building","","Boston","MA","02116. The what and where of women's action groups in the greater Boston area. $3.95 plus 60c postage. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Sourjourner","Publication","143 Albany St","","Cambridge","MA","Feminist newspaper. One year's subscription: $8.00. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa"
"Young Gay and Proud","Publication","75 Kneeland St","","Boston","MA","Room 309 02111 Tel. 542-5679. 'Every teenager's guide to Gayness' from Alyson Publications. $3.50 post paid. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Focus (From the D O B)","Publication","1151 Massachusetts Ave","","Cambridge","MA","(Cambridge) 02138 Tel. 661-3633/259 0063. A journal for gay women. Published by the DAUGHTERS OF BILITIS (D O B/Boston Chapter). Fiction, poetry, and reviews plus D O B calendar of events. $.75 per copy. $8.00 per year. Overseas: $9.00.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa"
"Lesbian and Gay Hotline","Services","PO Box 2009","checked","Boston","MA","02106 Tel. 426-9371. 'Serving the entire North Eastern States Region and able to provide national gay community information.'","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Daughters of BILITIS (D O B)","Women's Center","1151 Massachusetts Ave","","Cambridge","MA","02138 (Cambridge) Tel. 661-3633. 'We hold weekly discussion meetings open to all women and centering around living the lesbian experience' Their publication: FOCUS. ","*****","Organizations","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa"
"Equal Times","Publication","235 Park Square Building ","","Boston","MA","02116. 1 year for $8.00. Boston's newspaper for working women. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Gay Community News (GCN)","Publication","167 Tremont St","","Boston","MA","Subscription 167 Tremont St (5th floor); 02111. Weekly, non-sexist gay newspaper. Excellent resource material. $6.00 for a 12 week subscription. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Women's Community Health Center","Health Center","639 Massachusetts Ave","","Cambridge","MA","Tel. 547-2302.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa"
"Fenway Community Health Center","Health Center","16 Haviland St","","Boston","MA","Tel. 267-7573. Lesbian medical providers. By appointment Mon-Fri. Days and Monday evening. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Musically Speaking","Radio Programs","","checked","Boston","MA","WMBR 88 1FM 1-4pm. Women's programming-music, ideas, and announcements. Call Melanie at 494-8810 with events and comments. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Womanspace","Women's Center","636 Beacon St. ","","Boston","MA","(Kenmore Square) Tel. 267-7992. ","****","Organizations","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Something About the Women","Radio Programs","","checked","Boston","MA","WMFO (91.5) Saturdays 10am-2pm.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Commonground","Radio Programs","2 Ames St","","Cambridge","MA","WMBR Radio Cambridge 88.1 FM. Friday evenings Tel. 253-4000. 2 Ames St Cambridge 02142. Founded by a woman, this is radio for lesbians and gay men. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa"
"Boston's Other Voice. ","Radio Programs","","checked","Boston","MA","WROR 98 5FM 10:30pm. Weekly discussions of problems facing the lesbian/gay community. News, views, calendar, music.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Gay Way Radio","Radio Programs","","checked","Boston","MA","WBUR (90.0 FM). Tel 353-2790. Every Tuesday at 8:30 pm. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Janus Counseling for Lesbians","Counseling/Therapy","21 Bay St","","Cambridge","MA","(Janus House) Cambridge Tel. 661-2537. Individual, group, and couple therapy for lesbian women. Serving the community since 1974.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa"
"Behavior Associates of Boston","Counseling/Therapy","45 Newbury St","","Boston","MA","02116. Tel. 262-9116. Serving the community. Weight control/Anxiety reduction/Depression/Assertiveness training/gay and lesbian couples counseling/Social skills training/Phobias/Hypnosis. 'Call for a consultation with one of our licensed psychologists, social workers or career counselors.'","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Expressions","Counseling/Therapy","","checked","Boston","MA","Tel. 666-5697. Therapy for women/individuals, couples, groups/lesbian relationship issues/sexuality/incest/abuse/removing barriers to intimacy. Sliding scale. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Aradia Counseling For Women","Counseling/Therapy","520 Comm Ave ","","Boston","MA","Kenmore Square Tel. 247-4861 x 58.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Women's Health Spa","Spa","295 Franklin St ","","Boston","MA","Tel. 423-7730. Featuring a racquetball court, universal gym, jacuzzi and sauna. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Now","NOW","45 Newbury","","Boston","MA","02116 Tel. 267-6160","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"NOW/Boston Chapter:","NOW","99 Bishop Richard Allen Dr","","Cambridge","MA","02139 Tel. i661-6015. NOW NEWS is published monthly at our office. Deadline for advertising: 1st of the month. Subscription: $3.00 for non-members. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa"
"Gay Professional Women's Association","Professional Association","Box 308","checked","Boston","MA","Boston U Station 02215. A large organization of lesbians in the professions. They meet regularly (meetings half lecture/presentation, half social) and have brenches on Worchester and Lexington. ","**","Organizations","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Massachusetts Gay Nurses Alliance","Special Interest Groups","PO Box 1835","checked","Boston","MA","c/o/ PO Box 1835; 02532.","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Women's Counseling and Resource","Health Center/Clinic/Counseling","1555 Massachusetts Ave","","Cambridge","MA","02138 (Cambridge) Tel. 492 8568. Recommended. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa"
"The Women's Center","Center","46 Pleasant St","","Cambridge","MA","Tel. 354 8803","****(*)","Organizations","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa"
"Women's Mental Health Collective","Health Center/Clinic/Counseling","326 Summerville Ave","","Boston","MA","02143 Tel. 725 2729 or 666-5290.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Exodus Center","Special Interest Groups","25 Huntington Ave","","Boston","MA","02116. Tel. 266-0612. Day-long workshops, weekend retreats, primarily organized by gay religious groups. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Isaiah's Lounge","Bars","","checked","Boston","MA","01605 Tel. 798 8950/791 71 95. A disco bar. Good place to talk and meet old and new friends. Monthly entertainment. open every day from 4pm-2am except Sun, 4pm-1am. Games and snack and quite ok for gay men. Recommended. ","**","Bars, Clubs, Coffeehouses","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Tapestry","Special Interest Groups","20 Sacramento","","Boston","MA","02140 Tel. 661 0248. Lesbian social group. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Gay and Lesbian Advocates Defenders","Special Interest Groups","2 Park","checked","Boston","MA","2 park 02116 Tel. 426 2020.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"The Gay Dating Show","Radio Program","PO Box 68","checked","Boston","MA","Marblehead 01945. A new concept for the gay community- a new way for gay women (and men) to meet each other. You just call in and describe yourself and the type of person you would like to meet. If a listener thinks you sound appealing, they call in and you're away. Other types of advertising too. ","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Lesbian Lawyers and Legal Workers","Special Interest Groups","","checked","Boston","MA","Tel. 723-6327.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Glad Day Bookstore","Gay Bookstore","167 Tremont St","","Boston","MA","Tel. 452 0144. One of the most well-stocked gay bookstores in the world. Lesbian and feminist titles and periodicals. They sell GAIA'S GUIDE. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"1270","Bars","1270 Boylston St","","Boston","MA","Tel. 437 1257. 'Impersonal disco'.","**","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"The Marquee","Bars","512 Massachussettes Ave","","Cambridge","MA","(Central Square) Cambridge 02138 Tel. 492 9545. Disco, pool tables, pinball. A marvellous place for gay women, epsecially those who like to view the vamps on the wall (Mae West, Marilyn Monroe etc.) Great for dancing, open 7days a weel. They Sponsor local athletes and sports teams in the Cambridge Women's League. Very highly recommended. Open 7 days a week. Weds 2 for 1. ","****","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa"
"Pipeline","Bars","9 Lansdowne St","","Boston","MA","Kenmore Square 9 Lansdowne St. Recommended disco. Games room. ","**","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Somewhere","Bars","295 Franklin St","","Boston","MA","Tel. 423-7730. Seven days a week, a place for all women. Open noon-2am. Sundays: brunch 1-4pm. Live entertainment and tea dances 5-7pm. large TV screen, hot dog, dance till the morning hours. Lots of rave recommendations always come in for this one. ","****","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Together","Bars","110 Boylston St","","Boston","MA","(next to Colonial Theater) Tel. 426 0086. Highly recommended supper bar. ","**","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Buddies","Bars","733 Boylston St","","Boston","MA","Tel. 262 2480. Disco-OK for gay women. ","**(MGM)","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Paradise","Bars","180 Massachussetts Ave","","Cambridge","MA","Tel. 864-4130. A nice place with a quiet atmosphere- but mostly gay men. ","**(MGM)?","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa"
"Common Stock","Restaurant","48 Boylston St","","Boston","MA","Tel. 247-8249. 'A restaurant for gay women, men and their friends.' Breakfast, lunch, dinner, late nights, fabulous weekend brunches. Many, many letters recommend this as an excellent and low-priced, high quality women's restaurant. ","**","Restaurants","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"The Ideal","Restaurant","21 Huntingdon Ave","","Boston","MA","(Copley Square) Tel. 247-8249. 'A restaurant for gay women, men and their friends.' Breakfast, lunch, dinner, late nights, fabulous weekend brunches. Many, many letters recommend this as an excellent and low-priced, high quality women's restaurant. ","**","Restaurants","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Modern Times","Coffeehouse","134 Hampshire St","","Cambridge","MA","Tel. 354-8371. Dinners, desserts expresso, films and live music. plus, women's film nights, women's music nights. ","***(*)","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa"
"Oasis","Coffeehouse","355 Boylston St","","Boston","MA","(chapel entrance) tel. 536-7050. Coffeehouse with music, run by MAXINE FELDMAN. Weds-Sun 7:30pm. ","****","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Xanadu Books","Bookstores","143 Albany St","","Boston","MA","02139.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Words Worth","Bookstores","30 Brattle St","","Cambridge","MA","02138 Tel. 547-5201. Alternative bookstore with gay titles, women's titles. They sell GAIA'S GUIDE.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa"
"Avenue Victor Hugo Bookshop","Bookstores","339 Newbury St","","Boston","MA","Tel. 266-7746. Women's poetry and poetry readings by women. Coffeehouse type poetry reading nights. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Grolier Book Shop","Bookstores","6 Plympton St","","Cambridge","MA","02133 Tel 547 4648. General bookstore- gay/lesbian/women's title. 'POETRY only with a very solid collection of gay authors; we carry gay literacy periodicals, some of the poets reading are gay poets, but our emphasis is poetry. Mail and special orders invited. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa"
"Glad Day Bookstore","Gay Bookstore","75 Kneeland St","","Boston","MA","temporary location at CARRIER PIGEON 74 Kneeland St tel. 542-5679. Trying and reopen as soon as possible after being burnt out by fire on July 7 1982. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Women's Emporium","feminist store","53 River St ","","Cambridge","MA","Tel. 661 2059. Crafts, funky furniture and clothes. Tues-Sat 11am-6pm. ","?","For Review/Unclear","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Cambridge, MA, United States",-71.1097335,42.3736158,"cambridge, ma, usa"
"Cauldron Experimental Theater","Theater","22 Randolph St","","Boston","MA","02118. Tel. 542 8575. 'We are a Lesbian Community Theater featuring long run theater productions, poetry, visual art, film, dance rituals political forums and more. We have a big empty loft space in Bsoton's South End founded in January 1981... lesbian theater is a viable artform.'","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"The New England Women's Gym","Gym","46 Waltham St.","","Boston","MA","Studio 107 46 Waltham St 02118 Tel. 451 3514. Lesbian run/owned gym. A supportive environment, designed for women interested in WEIGHT TRAINING, BODY BUILDING and POWER LIFTING. All women are welcome (beginners to professionals).","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Boston, MA, United States",-71.0588801,42.3600825,"boston, ma, usa"
"Green River Cafe","Restaurant","3 1/2 Osgood St","","Greenfield","MA","Tel. 773-9077. Gay coffeehouse. Women's entertainment. Community benefits, special women's nights. 'We are a consciousness-raising restaurant- a collective trying yo bring creative new ideas to the general public... new ownership, new philosophy'. Very highly recommended. ","*(**)","Restaurants","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Greenfield, MA, United States",-72.5994104,42.587915,"greenfield, ma 01301, usa"
"The Bookswap","Bookstores","22 Miles St","","Greenfield","MA","Tel. 774-3989. Used books/feminist titles and Olivia Records. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Greenfield, MA, United States",-72.5994104,42.587915,"greenfield, ma 01301, usa"
"World Eye Bookshop","Bookstores","60 Federal St","","Greenfield","MA","01301 Tel. 772-0844. General bookstore with women's titles, gay titles, lesbian titles. They sell GAIA'S GUIDE.","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Greenfield, MA, United States",-72.5994104,42.587915,"greenfield, ma 01301, usa"
"Lesbian Support Group","Women's Center","27 Winter St","","Hyannis","MA","02601. Tel. 771-6739. At MERCY OTIS WOMEN'S CENTER. Additional address: 298 Main Street.","****(*)","Organizations","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Hyannis, MA, United States",-70.2881124,41.6524911,"hyannis, barnstable, ma 02601, usa"
"Blue Anchor","Bars","","checked","Hyannis","MA","get address and phone number and report back!","**","Bars, Clubs, Coffeehouses","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Hyannis, MA, United States",-70.2881124,41.6524911,"hyannis, barnstable, ma 02601, usa"
"Fonzie's (was R&R Club)","Bars","78 Covel St","","New Bedford","MA","Mostly gay women. ","***","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","New Bedford, MA, United States",-70.934205,41.6362152,"new bedford, ma, usa"
"Fran's Place","Bars","776 Washington St","","Lynn","MA","Tel. 595 8961. Dance floor with disco lights. Pool table, video games, 8/9 booths, juke box, DJ booth. Quite a large bar seating 200 people. ","**","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Lynn, MA, United States",-70.9494938,42.466763,"lynn, ma, usa"
"The Meeting Place","Bars","1447 Acushnet Ave","","New Bedford","MA","Tel. 994-7674.","**","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","New Bedford, MA, United States",-70.934205,41.6362152,"new bedford, ma, usa"
"The Iron Horse Coffeehouse","Coffeehouse","20 Center St","","Northhampton","MA","Tel. 584 0610 (recording) 584 3177. Live music 7 nights a week- the best in women's entertainment. Monthly events schedule. Coffee Happy hour: 8am- 10am. Serves 3 meals a day. Brunch served Sat and Sun until 2:30pm. ","*","Bars, Clubs, Coffeehouses","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Northhampton, MA, United States",-72.6412013,42.3250896,"northampton, ma, usa"
"The Polish Club","Bars","","checked","Northhampton","MA","ask a WOMONFYRE BOOKS. 'Lesbians get together for socializing at the POLISH CLUB.'","***","Bars, Clubs, Coffeehouses","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Northhampton, MA, United States",-72.6412013,42.3250896,"northampton, ma, usa"
"Womonfyre Books","Feminist Bookstore","22 Center St ","","Northhampton","MA","01060 Tel 586-6445. Women's books, records, posters, T-shirts, jewelry, magazines, buttons. Ticket outlet for wimmin's concerts, bumper stickers, cards and GAIA'S GUIDE. Open 10am-6pm Tues/Weds/Thurs & Fri 12 noon-5pm Saturady. 'We love visitors.' MAIL ORDER SERVICE/information Notebook/'Meet the Author'. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Northhampton, MA, United States",-72.6412013,42.3250896,"northampton, ma, usa"
"Beyond Words","Feminist Bookstore","150 Main St ","","Northhampton","MA","Tel. 586 6304. 'We carry books that celebrate the feminist spirit.' Including GAIA'S GUIDE. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Northhampton, MA, United States",-72.6412013,42.3250896,"northampton, ma, usa"
"Broadside Bookshop","Bookstores","247 Main St","","Northhampton","MA","Tel. 586 4235. Feminist and gay titles. Hours: Mon thru Sat 9:30-5:30pm. Thursday evening 7-9pm on the spring, summer and fall. ","","","","","","Lilly Smith",NA,1983,"Gaia's Guide","United States","Northhampton, MA, United States",-72.6412013,42.3250896,"northampton, ma, usa"
"The Sleepy Pilgrim Motel","Motel","Route 3 A 182 Court St","checked","Plymouth","MA","Tel. 746-1962. 'A motel for all people'- air conditioning, color tv, walk to the beach or relax in the tree-shaded grounds.' Pets welcome. Recommended. ","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Plymouth, MA, United States",-70.6672621,41.9584457,"plymouth, ma, usa"
"Pennacook Guest House","Guest House","PO Box 1687","checked","Oak Bluffs","MA","02557 Tel. 693 1231. Near beach and shopping area. Gay male owned, receptive and friendly to gay women. 'We welcome you.'","","","","","","Amanda Regan",NA,1983,"Gaia's Guide","United States","Oak Bluffs, MA, United States",-70.5619724,41.4542793,"oak bluffs, ma, usa"
