"X","title","description","type","address","city","state","country","publication","year","notes","unclear.address","full.address","lon","lat","geoAddress","...1","ID","amenityfeatures","Year"
NA,"Magnolia's","(Disco) (Cruisy)","Bars/Clubs,Cruising Areas","3914 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8103978,32.810694,NA,32934,"S4409","(YC),(D),(*)",1980
NA,"Metro Baths",NA,"Baths","3116 Live Oak","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7855652,32.7914089,NA,32938,"S4632","(*)",1980
NA,"No Name Bar","(Some older) (Cruisy)","Bars/Clubs,Cruising Areas","2513 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7838107,32.8123356,NA,32952,"S4954","(W),(OC),(*)",1980
NA,"Old Planation","('Super complex' - several bars) (Disco) (game room)","Bars/Clubs","1807 N. Harwood","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.800825,32.787807,NA,32954,"S5123","(YC),(D),(PT),(S)",1980
NA,"Patio Eatery","(Sidewalk Cafe) (Looks promising)","Restaurant","3333 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7941415,32.8169545,NA,32965,"S5361","(R)",1980
NA,"Ramrod","(Was closed, may be re-opening)","Bars/Clubs","3224 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7933462,32.8173516,NA,32976,"S5836",NA,1980
NA,"Steak 'n' Eggs","(Some black frequent, RT)","Restaurant","3849 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8100475,32.8100815,NA,32998,"S6610","(M),(R),(C),(B),(RT)",1980
NA,"Stopover",NA,"Bars/Clubs","5632 E. Mockingbird","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7706456,32.8362711,NA,33002,"S6658",NA,1980
NA,"Sundance Kid's","(Cruisy) (Eagle Leathers)","Bars/Clubs,Cruising Areas","4025 Maple","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.816812,32.806088,NA,33012,"S6713","(C),(AH),(WE),(W),(SM),(*)",1980
NA,"T.J.'s With Love","(Some ladies)","Bars/Clubs","2010 H. Haskell","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7860946,32.8022151,NA,33026,"S6786","(L)",1980
NA,"Tex's Ranch","(Maple Ranch Wears Boutique) (Cruisy)","Bars/Clubs,Cruising Areas","4117 Maple","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.817129,32.806448,NA,33038,"S6882","(*),(W),(SM),(D),(C),(AH)",1980
NA,"Throckmorton Mining Co.","(Cruisy)","Bars/Clubs,Cruising Areas","3014 Throckmorton","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8114048,32.8106421,NA,33045,"S6987","(*),(PT)",1980
NA,"Union Jack","(Clothing store)","Business","3918 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.810485,32.8107645,NA,33059,"S7293",NA,1980
NA,"Villa Fontana",NA,"Bars/Clubs","1315 Skiles","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.786291,32.791936,NA,33070,"S7440","(OC)",1980
NA,"Wild Crowd Inn","(Small disco)","Bars/Clubs","2515 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7838891,32.8124282,NA,33084,"S7609","(D)",1980
NA,"Akron Health Club Baths",NA,"Baths","7530 E. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0268647,42.4336623,NA,34226,"MI597",NA,1980
NA,"Bookie's Club 870","(also called 'Gagens')(S- Sun)(Some B)","Bars/Clubs","870 McNichols nr. Hamilton","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.114025,42.417874,NA,34227,"MI598","(*),(S),(D),(B)",1980
NA,"Brass Rail","(Some B)","Restaurant","6545 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0733316,42.3696695,NA,34228,"MI599","(M),(R),(OC),(B)",1980
NA,"Butterfly Introductions","(Escort Services) (313) 541-2990 (Ferndale)","Business","109 E. 9 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1341981,42.4605895,NA,34229,"MI600",NA,1980
NA,"Cafe Gigi's","(Use rear enterance)(Mon. go-go boys)","Restaurant","16920 W. Warren nr. Southfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.2112377,42.3436462,NA,34230,"MI601","(R),(YC),(D),(*)",1980
NA,"Casbah",NA,"Bars/Clubs","14701 Plymouth at Hubble","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.188973,42.3725595,NA,34231,"MI602","(L),(*)",1980
NA,"Club Detriot Baths","(Some YC, W, SM, FFA)","Baths","7646 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.074819,42.373114,NA,34232,"MI603","(YC),(W),(SM),(FFA),(*)",1980
NA,"Club Fever","(Fri. & Sat.)(1 a.m. & 6 a.m.)(rear entrance)","Bars/Clubs","248 W. McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.106253,42.417997,NA,34233,"MI604","(AH)",1980
NA,"Cove","(Sun. Brunch)(Cruisy)(AH- until 5a.m.)(6 mile road)","Cruising Areas,Restaurant","950 McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.115622,42.417889,NA,34234,"MI605","(R),(AH)",1980
NA,"Deck","(Opens 12 noon)","Bars/Clubs","14901 E. Jefferson","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.9394009,42.3752009,NA,34235,"MI606",NA,1980
NA,"Dignity Detroit","(Catholic organ.)","Religious Institution","2846 17th St.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.081655,42.3343661,NA,34236,"MI607",NA,1980
NA,"Escape Disco Lounge","(Some YC, L)(Thru arcade in back of shopping center)","Bars/Clubs","15606 Joy at Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1991412,42.3585696,NA,34237,"MI608","(*),(D),(YC),(L)",1980
NA,"Famous Door","(Disco)(Closed Sun.)","Bars/Clubs","1256 Griswald at State","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0490959,42.3333274,NA,34238,"MI609","(B),(YC),(M),(D),(*)",1980
NA,"Gas Station","(Enter thru rear parking lot)(Disco)","Bars/Clubs","19106 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1146271,42.4324569,NA,34239,"MI610","(YC),(D),(*)",1980
NA,"Gold Coast","(Go go boys)(Disco)(Some L)","Bars/Clubs","2971 E. 7 Mile Road","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0725873,42.4331029,NA,34240,"MI611","(*),(D),(L)",1980
NA,"Gold Dollar Show Bar","(Touristy)(Adm.)","Bars/Clubs","3127 Cass","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0598049,42.3433278,NA,34241,"MI612","(M),(S)",1980
NA,"Interchange","(Some SM, W, FFA)(Cruisy)","Cruising Areas,Bars/Clubs","1501 Holden at Trumbull","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0852008,42.3630469,NA,34242,"MI613","(*),(SM),(W),(FFA),(PT),Cruisy Area",1980
NA,"Jockey Club","(Disco)(May be closing)","Bars/Clubs","19128 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.114812,42.4326263,NA,34243,"MI614","(D)",1980
NA,"La Palais Bar","(Some B)","Bars/Clubs","655 Beaubien","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0415287,42.3330212,NA,34244,"MI615","(RT),(B),(L)",1980
NA,"Manis","(Disco)","Bars/Clubs","928 W. McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1153867,42.4178367,NA,34245,"MI616","(*),(AH),(D),(SM),(W),(YC)",1980
NA,"M.C.C.",NA,"Religious Institution","45 E. Adams","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0501034,42.3374424,NA,34246,"MI617","(MCC)",1980
NA,"Menjo's","(Disco)","Bars/Clubs","928 W. McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1153867,42.4178367,NA,34247,"MI618","(YC),(D),(*)",1980
NA,"Outlaw","(Should make it)","Bars/Clubs","1028 W. 7 Mile Road","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0929438,42.4323111,NA,34248,"MI619","(W),(SM)",1980
NA,"Oxford Book Store","(Cruisy)","Book Store,Cruising Areas","17530 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1063283,42.4200839,NA,34249,"MI620",NA,1980
NA,"Park Avenue Baths","(Best days)","Baths","2027 Park","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.9462682,42.3642697,NA,34250,"MI621",NA,1980
NA,"Prudential Health Club Baths",NA,"Baths","124 W. State Fair","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.104356,42.439741,NA,34251,"MI622","(*),(YC)",1980
NA,"Rhinoceros",NA,"Restaurant","265 Riopelle","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.030122,42.333513,NA,34252,"MI623","(M),(R)",1980
NA,"Ruby's","(Disco)(May be closed) 6 blks. W. of Livernois)","Bars/Clubs","6918 Michigan","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.129871,42.331462,NA,34253,"MI624","(YC),(D)",1980
NA,"Silver Star Bar","(Something for everyone open days)","Bars/Clubs","9310 Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1969255,42.3636956,NA,34254,"MI625",NA,1980
NA,"Six Mile Theatre",NA,"Theatre","16525 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1051091,42.4171825,NA,34255,"MI626",NA,1980
NA,"Stage Door Deli","(Open until 4am)","Restaurant","1020 W. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1140535,42.4322824,NA,34256,"MI627","(R),(*)",1980
NA,"Stephen's Saloon","(No sign- looks closed, but don't miss it! Sunday brunch or 'breakfast at Tiffany's)","Bars/Clubs","17436 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1059363,42.4193513,NA,34257,"MI628","(W),(YC),(*)",1980
NA,"Ted's on the Park",NA,"Restaurant","18002 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1089539,42.4238519,NA,34258,"MI629","(M),(YC),(R),(AH)",1980
NA,"Todd's Sway Lounge","& Todd's Other Side ('Hot' new disco)","Bars/Clubs","8139 E. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0216192,42.4343253,NA,34259,"MI630","(*),(YC),(D)",1980
NA,"Touch of Class Lounge",NA,"Bars/Clubs","10015 Chalmers","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.9703598,42.4133433,NA,34260,"MI631",NA,1980
NA,"Underground",NA,"Bars/Clubs","15535 W. 8 Mile Rd. at Greenfield","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.3678983,42.4407732,NA,34261,"MI632","(D)",1980
NA,"Uptown Book Stores",NA,"Book Store","16549 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1053705,42.4174251,NA,34262,"MI633","(*)",1980
NA,"Uptown Book Stores",NA,"Book Store","16401 Woodward","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1041741,42.416138,NA,34263,"MI634",NA,1980
NA,"Wood Six Twin Theatre",NA,"Theatre","16549 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1053705,42.4174251,NA,34264,"MI635",NA,1980
NA,"Woodward Cocktail Lounge","(No sign, but don't miss it! Enter thru parking lot in rear)","Restaurant","6426 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0721051,42.3689354,NA,34265,"MI636","(*),(R)",1980
NA,"Amigas Club","(Disco)","Bars/Clubs","19326 Conant betw. 7 & 8 Mile Roads","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.075543,42.435899,NA,34278,"MI693","(L),(D)",1980
NA,"Club Continental","(Baths for men- 'tops' in Oregon')","Baths","531 S.W. Park Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.680208,45.5206783,NA,49966,"OR429","(*),(P),(YC)",1980
NA,"Dahl & Penne","(Liquor)(Some W, SM, OC, you name it, they have it)(Cruisy)(Snacks)","Cruising Areas,Bars/Clubs","604 S.W. 2nd at Alder","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.674179,45.518676,NA,49967,"OR430","(*),(W),(SM),(OC),(PT),(D)",1980
NA,"Darcelle XV Tavern","(Some L, 'Drags')(Touristy)","Bars/Clubs","208 N.W. 3rd St.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6729315,45.5247845,NA,49968,"OR431","(S),(WE),(L),(M)",1980
NA,"Denny's",NA,"Restaurant","4th & Lincoln","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.681948,45.508118,NA,49969,"OR432","(M),(R),(C),(AH)",1980
NA,"Embers Lounge","(Liquor)(Sun. Brunch)","Restaurant","739 S.W. Park","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.680991,45.5194686,NA,49970,"OR433","(R),(E),(*),(C),(AH)",1980
NA,"Family Zoo",NA,"Bars/Clubs","820 S.W. Oak","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6797505,45.5224094,NA,49971,"OR434","(HIP),(W),(YC),(*)",1980
NA,"Focal Point Tavern",NA,"Bars/Clubs","729 S.W. 9th Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.681678,45.5196915,NA,49972,"OR435","(*),(YC),(PT),(C),(AH),(WE)",1980
NA,"Hamburger Mary's",NA,"Restaurant","840 S.W. Park","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6807316,45.5187649,NA,49973,"OR436","(M),(HIP),(R),(C)",1980
NA,"Hot Patata",NA,"Restaurant","5842 S.E. Foster Rd.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.602979,45.4925408,NA,49974,"OR437","(M),(R)",1980
NA,"Hot Patata",NA,"Restaurant","13th & Morrison","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.652608,45.5172,NA,49975,"OR438","(M),(R)",1980
NA,"Hardtimes Adult Books",NA,"Book Store","926 S.W. 3rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6760788,45.5163379,NA,49976,"OR439","(*)",1980
NA,"J & J Tavern","(Some W)","Bars/Clubs","1719 W. Burnside","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6886867,45.5231052,NA,49977,"OR440","(W)",1980
NA,"Kachina Lounge","(Disco)(Liquor)","Restaurant","1217 S.W. Stark St.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6744733,45.5205399,NA,49978,"OR441","(R),(PT),(D)",1980
NA,"M.C.C.",NA,"Religious Institution","N.E. 24th & Broadway","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.641181,45.535104,NA,49979,"OR442","(MCC)",1980
NA,"Majestic Hotel Club Baths",NA,"Baths,Hotel","303 S.W. 12th Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6834058,45.5228026,NA,49980,"OR443",NA,1980
NA,"Mildred's Palace","(No booze)(Disco)","Bars/Clubs","918 S.W. Yamhill","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6818575,45.5189426,NA,49981,"OR444","(YC),(D),(AH),(WE),(*)",1980
NA,"Olympic Steam Baths","Uptown (Open 24 hrs.)(Massages)","Baths","531 S.W. 12th Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6839493,45.5214476,NA,49982,"OR445",NA,1980
NA,"Other Inn",NA,"Bars/Clubs","242 S.W. Alder","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6747764,45.5184386,NA,49983,"OR446","(OC),(W),(SM),(PT)",1980
NA,"Rafter's","(Disco)(Liquor)('Super bar' & light show- enter thru 'The Embers', then upstairs)","Bars/Clubs","Park & Yamhill","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.680947,45.518922,NA,49984,"OR447","(*),(YC),(D)",1980
NA,"Rhondee","(Liquor)","Restaurant","1014 S.W. Stark St.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6816169,45.522011,NA,49985,"OR448","(R),(D),(PT)",1980
NA,"Roxy Hearts","(Lunches)(No booze)","Restaurant","1211 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6832923,45.5228477,NA,49986,"OR449","(R)",1980
NA,"Rising Moon","(L only)","Bars/Clubs","413 W. Burnside","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6747541,45.5233576,NA,49987,"OR450","(L),(*),(PT),(D)",1980
NA,"Scorpio Adult Books",NA,"Book Store","209 S.W. Taylor","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6754214,45.5168655,NA,49988,"OR451",NA,1980
NA,"Sin City Adult Books",NA,"Book Store","838 S.W. 3rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6758199,45.517044,NA,49989,"OR452",NA,1980
NA,"Tavern","('Half Moon')(Good days)(Some W)","Bars/Clubs","122 S.W. Yamhill","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6742903,45.5171234,NA,49990,"OR453","(*),(W),(PT)",1980
NA,"Tom Kat Theatre",NA,"Theatre","425 S.W. Glisson","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6750261,45.5051064,NA,49991,"OR454",NA,1980
NA,"U.S. Adult Book Store",NA,"Book Store","628 E. Burnside","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.658999,45.5228357,NA,49992,"OR455",NA,1980
NA,"Varsity Tavern",NA,"Restaurant","S.E. 35th Pl. & Division","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6272623,45.5019444,NA,49993,"OR456","(R),(PT)",1980
NA,"Wilde Oscar's","(Patio)","Restaurant","318 S.W. 3rd Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6741189,45.5205558,NA,49994,"OR457","(PT),(R)",1980
NA,"Yamhill ('Camp St.')",NA,"Cruising Areas","betw. 3rd & 4th","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.676306,45.517558,NA,49997,"OR460","Cruisy Area",1980
NA,"'Homo Heights'",NA,"Cruising Areas","Oaklawn & Lemmon","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.805542,32.811931,NA,150,"3051","Cruisy Area",1981
NA,"3116 Mens Club","(Referral only)(Baths)","Bathhouses","3116 Live Oak","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7855741,32.7914076,NA,1353,"3040","(*),(P)",1981
NA,"Aaron's Place","(Some L)","Bars/Clubs","4420 S.E. 39th St.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6226518,45.4908845,NA,1444,"2617","(PT),(L)",1981
NA,"Akron Health Club Baths",NA,"Bathhouses","7530 E. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0268647,42.4336623,NA,1827,"1417",NA,1981
NA,"Amigas Club","(Disco) betw. 7 & 8 Mile Roads","Bars/Clubs","19326 Conant","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0755435,42.4358992,NA,2054,"1418","(D),(L)",1981
NA,"Aruba","(Disco)","Bars/Clubs","99 W. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1041001,42.4322586,NA,2384,"1419","(YC),(D),(*)",1981
NA,"Back Stage Deli","(Open until 4am*)","Restaurant","1020 W. 7 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.114054,42.4323058,NA,2670,"1420","(R),(*)",1981
NA,"Back Street","(Current 'in' disco) at Greenfield","Bars/Clubs","15606 Joy","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1991412,42.3585696,NA,2676,"1421","(YC),(*),(D)",1981
NA,"Baja",NA,"Restaurant,Bars/Clubs","2508 Maple Ave.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8034663,32.7950414,NA,2756,"3007","(R)",1981
NA,"Bear Hollow","at 11th","Bars/Clubs","181 Washington","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.4808092,45.5178425,NA,3067,"2618","(*),(W)",1981
NA,"Bell Pepper","(Open 24 hours) at Lemmon","Restaurant,Bars/Clubs","3411 McKinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7988702,32.8056021,NA,3130,"3008","(R),(*)",1981
NA,"Body Works","(Gym)","Gym","2525 Wycliff","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8191479,32.8110156,NA,3712,"3009",NA,1981
NA,"Bookie's Club 870","(also called 'Gagens')(S - Sun)(Some B) nr. Hamilton","Bars/Clubs","870 McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.094762,42.4178807,NA,3860,"1422","(S),(D),(B)",1981
NA,"Boot Camp","(L on left, guys on right)","Bars/Clubs","2508 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7833322,32.8126323,NA,3896,"3010","(PT),(L)",1981
NA,"Bushes","(Disco)(Liquor)(Macho)","Bars/Clubs,Restaurant","1217 S.W. Stark","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.67463,45.5204767,NA,4485,"2619","(*),(R),(PT),(D)",1981
NA,"Butterfly Introductions","(Escort Services)  (313) 541-2990 (Ferndale)","Escort and Model Services","109 E. 9 Mile Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1341785,42.4605896,NA,4511,"1423",NA,1981
NA,"C.C.W. Saloon","(Country & W)","Bars/Clubs","16103 W. Warren","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.20266,42.343308,NA,4538,"1425","(W)",1981
NA,"Cafe Gigi's","(Use rear entrance)(Mon. go-go boys) nr. Southfield","Restaurant,Bars/Clubs","16920 W. Warren","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.2112377,42.3436462,NA,4669,"1424","(R),(YC),(D),(*)",1981
NA,"Cedar's Palace",NA,"Restaurant","3911 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8110709,32.810535,NA,5185,"3011","(R)",1981
NA,"Club Continental","(Baths for men -'tops in Oregon')(Health club - gym)","Bathhouses,Gym","531 S.W. Park Ave.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6802848,45.5204919,NA,6056,"2620","(*),(YC),(P)",1981
NA,"Club Dallas Baths","(One of the 'tops' in CBC chain - also leather shop)","Bathhouses,Erotic Shop","2616 Swiss Ave.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7880611,32.7867706,NA,6058,"3012","(*)",1981
NA,"Club Detroit Baths","(Some YC, W, SM, FFA)","Bathhouses","7646 Woodward Ave.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0748773,42.3731291,NA,6070,"1426","(YC),(W),(SM),(FFA),(*)",1981
NA,"Club Exclusive",NA,"Bars/Clubs","16021 W. 8 Mi. Rd.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.3214984,42.4415094,NA,6085,"1427","(L),(S)",1981
NA,"Commerce St. News",NA,"Book Store","1513 Commerce St.","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7983071,32.7805577,NA,6448,"3013","(M)",1981
NA,"Conference Room",NA,"Bars/Clubs","4548 McKinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7876799,32.8224198,NA,6501,"3014","(P),(L)",1981
NA,"Crews In","(Sun. Brunch)(Cruisy)  (AH - until 5am)(6 Mile Road)","Restaurant,Cruising Areas","950 McNichols","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.115622,42.417889,NA,6937,"1428","(R),(*),(AH)",1981
NA,"Crews Inn","(Cruisy)","Bars/Clubs,Cruising Areas","3220 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7931034,32.8173233,NA,6939,"3015","(*),(D)",1981
NA,"Dahl & Penne","(Liquor)(Some W, SM, OC, you name it, they have it)(Cruisy)(Snacks) at Alder","Bars/Clubs,Cruising Areas","604 S.W. 2nd","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6742018,45.5186338,NA,7170,"2621","(*),(W),(SM),(OC),(D),(PT)",1981
NA,"Darcelle XV Tavern","(S-WE)(Some L, 'Drags') (Touristy)","Bars/Clubs","208 N.W . 3rd St.","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6729315,45.5247845,NA,7245,"2622","(M),(S),(WE),(L)",1981
NA,"Deck","(Opens 12 noon)","Bars/Clubs","14901 E. Jefferson","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-82.9394009,42.3752009,NA,7359,"1429",NA,1981
NA,"Dignity Detroit","(Catholic organ.)","Religious Institution","2846 17th St.","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0817355,42.3343521,NA,7794,"1430",NA,1981
NA,"Eighth Day",NA,"Bars/Clubs","2509 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7836518,32.8124462,NA,8432,"3016",NA,1981
NA,"Embers Lounge","(Liquor) (also C - AH)","Restaurant,Bars/Clubs","739 S.W. Park","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.681,45.519154,NA,8566,"2623","(*),(R),(E),(C),(AH)",1981
NA,"Emporium, Ltd.","(clothes)","Business","3921 Cedar Springs","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.8112555,32.8103325,NA,8605,"3017",NA,1981
NA,"Encore II",NA,"Bars/Clubs","4916 McKinney","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7846076,32.8274526,NA,8622,"3018","(D),(YC),(L)",1981
NA,"Family Zoo",NA,"Bars/Clubs","820 S.W. Oak","Portland","OR",NA,"Damron's Guide",NA,NA,NA,NA,-122.6797848,45.5223455,NA,8913,"2624","(*),(Hip),(W),(YC)",1981
NA,"Famous Door","(Disco) (Closed Sun.) at State","Bars/Clubs","1256 Griswald","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.0494997,42.3333804,NA,8918,"1431","(B),(YC),(M),(D),(*)",1981
NA,"Fitzhugh Express",NA,"Bars/Clubs","2505 N. Fitzhugh","Dallas","TX",NA,"Damron's Guide",NA,NA,NA,NA,-96.7838316,32.812232,NA,9193,"3020",NA,1981
NA,"Flaming Ruby's","(Disco)6 blks W. of Livernois","Bars/Clubs","6918 Michigan","Detroit","MI",NA,"Damron's Guide",NA,NA,NA,NA,-83.1299368,42.3314542,NA,9225,"1432","(D)",1981
