"title","type","address","city","state","description","stars","star.type","notes","year","unclear.address","statewide.address","mentions.race","mentions.disability","transcription.method"
"Womanthyme","Women's Retreat","61 federal st.","Goshen ","MA","E: Tel. 268-3523. Summer guest house open from June 1 - July 24.
Located in a spacious turn o","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Green River Cafe","Restaurants","3 Osgood St.","GreenField","MA","Tel. 773-9077","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Bookswap","Bookstores","22 Miles St","GreenField","MA","","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"World Eye Bookshop","Bookstores","60 Federal St.","GreenField","MA","3989
WORLD EYE BOOKSHOP: 60 Federal St. Tel. 772-0844. Lesbaln, gay section,
women's studies, posters and buttons, bulle","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Mallory Dock","Bar/Restaurant","477 Yarmouth Rd. ","Hyannis","MA","Mixed gay bar. Dinner nightly
5-11pm, Sunday supper/brunch. 5pm-8pm.","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Sisters Bar at the CANDLEIGHT INN","Bars","","Lenox","MA","Corner of Church and walker street. ","***","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"La Place ","Bars"," 20 Kenyon St","New Bedford","MA","Tel. 992-8156","****","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Iron Horse Coffeehouse","Bars","20 Center St.","NorthHampton","MA","Tel. 584-0610","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Womonfyre Books","Feminist Bookstore"," 22 Center St.","NorthHampton","MA","Tel. 586-6445","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Broadside Bookshop","Bookstore","247 Main S","NorthHampton","MA","Tel. 586-4235 ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay And Lesbian Activists","Political Group","","NorthHampton","MA","Tel. 586-9340","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"New Alexandria Lesbian Library ","Archives","","NorthHampton","MA","Tel. 584-7616 ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"The Thirteenth Moon","Occult/Astrology","56 Main St. ","NorthHampton","MA","","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Wildwomensports","Sports Group","","NorthHampton","MA","Tel. 528-9433 ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Pennacook Guest House","Guest House","","Oak Bluffs","MA","Tel 693-1231 Near beach and shopping area. Gay male owned, receptive and friendly to gay women. But four rooms only rented out so advance reservation necessary.","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Angel's Landing","Bars"," 355 Commercial St.","Provincetown ","MA","Tel. 487 1420","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Check'er","Bars","25 Winthrop St","Provincetown ","MA","Tel. 487-9029 ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Pied Paper","Bars","190 Commercial Street","Provincetown ","MA","Tel. 487-1527. Top disco, shows, talent nights. Bar BQ on the deck, game room, piano bar, pinball and pool tables. exciting atmosphere overlooking the water and all of Provincetown - decks for summer sunning and swimming. Open 12 noon - 1am. THE place for women and by fw one
of the most highly recommended women's bars in the world. Exceptionally friendly. Happy hours off-season/full entertainment programs summer. Say'hi' from GAIA","****","Bar/Restaurant","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Pilgrim House","Bars"," 336 Commercial St.","Provincetown ","MA","Tel. 487 0319. Upstairs lounge/piano bar,
downstairs cabaret with top entertainment. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Ravenwood","Bars","462 Commercial St","Provincetown ","MA","","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Captain And His Ship","Bars"," 164 Commercial St ","Provincetown ","MA","Tel. 487 1850 ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Cellar at The Crown & Anchor ","Bars","247 Commercial S","Provincetown ","MA","Tel. 487-1430","***","Bar/Restaurant","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Greenhouse","Bars","18 Pearl St","Provincetown ","MA","Tel. 487-2210 ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Twelve Center","Bars","12 Center St. ","Provincetown ","MA","Tel. 487-0381 Nice bedrooms and lounge area. Recommended. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Victor-Victoria Bar And Grill","Bars","186 Commercial St","Provincetown ","MA","Tel. 487 0319. Upstairs lounge/piano bar,
downstairs cabaret withtop entertainment. ","***","Bar/Restaurant","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"White Wind","Bars","174 Commercial St","Provincetown ","MA"," Tel. 487-1526","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Alice's","Restaurants","100 Commercial st","Provincetown ","MA","Owned by two lesbians. Excellent food, open for
breakfast, lunch, dinner and late night snacks. ","*","Bar/Restaurant","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Cafe Edwige","Restaurants","333 Commercial St","Provincetown ","MA","Breakfast, lunch, dinner, full bar. Excellent food and very pleasant atmosphere. ","*","Bar/Restaurant","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Lobster Pot ","Restaurants","Commercial St","Provincetown ","MA","Tel. 487-0842 ","*","Bar/Restaurant","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Town House","Bar/Restaurant","291 Commercial St","Provincetown ","MA","Tel. 487-0292. Super-bar complex. 50% straight, 50% gay. Also the newly-opened gay-owned, JOE'S PLACE in the Town House complex. It's a disco bar open from April 1st-October 31st
","**","Bar/Restaurant","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Crown And Anchor Motel Inn","Hotels/Motels/Guesthouses"," 247 Commercial St","Provincetown ","MA","Tel. 487-1430","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Dusty Miller Inn","Hotels/Motels/Guesthouses","82 Bradford St.","Provincetown ","MA","Tel. 487-2213","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Land's End Inn","Hotels/Motels/Guesthouses","22 Commercial St","Provincetown ","MA","Tel. 487-0706. Guest house with nice lounge area. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Nicky's Gifford House Hotel","Hotels/Motels/Guesthouses","","Provincetown ","MA","Tel. 487-0688. Men-only hotel, but bar/lounge is mixed gay men and women. Comfortable and friendly","**","Bar/Restaurant","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Ocean Inn","Hotels/Motels/Guesthouses"," 386 Commercial St","Provincetown ","MA","Tel. 487-0358 ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Richmond Inn","Hotels/Motels/Guesthouses","4 Conant St","Provincetown ","MA","Tel. 487-9193 ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Gull Walk-Inn","Hotels/Motels/Guesthouses","300A Commercial Street","Provincetown ","MA","PO Box. 456,02657 Tel. 487-9027. Woman-only guest house and mostly lesbian. In its 8th year! Large front yard and porch, TV/social lounge. Reasonable rates. Doubles with shared bath","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Watership Inn","Hotels/Motels/Guesthouses","7, Winthrop Street","Provincetown ","MA","Tel. 487-0094Free continental breakfast, sundecks and recommended. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Christopher Inn Guest House","Guest House","8 Dyer St.","Provincetown ","MA","Tel. 487-1920","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Haven House","Guest House","12 Carver St","Provincetown ","MA","Tel. 487-3031 ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Lamplighter Guest House & Cottage","Guest House","26 Bradford St","Provincetown ","MA","Tel. 487-2529 ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Rose And Crown Guest House","Guest House","158 Commercial St","Provincetown ","MA","Tel. 487-3332 ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Sandpiper Beach House","Guest House"," 165 Commercial St.","Provincetown ","MA","Tel. 487-1928 ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Victoria House","Guest House","5 Standish St","Provincetown ","MA","Tel. 487-1319. 10 rooms,some with full bath/nice garden/free parking area/continental breakfast. Sometimes more gay women than men. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Sneakers for Women","Bars","55 Chester St","Somerville","MA","(across from MacDonald's on Elm St, Somerville. Tel. 623 1440. A new women's bar tucked away in the outskirts of the city. Primarily a live entertainment club with Casino night specials, comedy acts and jam sessions. Calendar of special guests. Drinks $0.25 and up.","****","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"L'ODEON Macrobiotic Natural Foods Restaurant","Restaurants","166 Harvary Ave.","Allston","MA","Tel 254 9786, is women owned and all are welcome. Open noon - 11pm, Sun brunch, 11am.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Women On The Waves","Radio Program","","Pittsfield","MA","WTBR 89.5 FM","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Women's Service Center","Centers","33 Pearl St. ","Pittsfield","MA","Tel. 499-2425","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Either/Or Books","Bookstore","North St","Pittsfield","MA","A general bookstore that carries some
feminist and gay titles","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Fantasys","Bar/Restaurant","","Ipswich","MA","S: Route One. Tel. 356 7066. The north shore's gay men and women's
bar and disco has, they say, New England's most exciting light show, plus scheduled
live entertainment, and a quiet restaurant featuring gourmet foods. Open Wed-Sun,
6pm-m1dnight. Plenty of secure parking. ","**","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Frans Place ","Bars","776 Washington S","Lynn","MA","Tel. 595-8961 ","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Mr Dominicks ","Bars","212 Broad S","Lynn","MA","Tel. 599-9444. Open 7 days- 11am-2am. Mostly men","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Trivia ","Publications","P.O. Box 606; 01059","North Amherst","MA","A magazine devoted to radical feminist scholarship, theory and reviews. $10.00 a year. $12.00 out of U.S","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Sinister Wisdom ","Publications","P O Box 660; 01004","Amherst","MA","Lesbian literary journal quarterly. ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Blackbird Kitchen","Restaurants","597 Center St","Jamaica Plain","MA","Jamaica Plain. Tel. 524 9217. Gay operated, it's a favorite of local politicos. Open Mon-Sat serving breakfast, lunch, and dinner; home cooking, taped music and friendly atmosphere. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Paper","Publications","PO Box 74 ","Baltimore ","MD","21203. S5.00 pa monthly Gay newspaper/events calendar.","","","",1985,"TRUE","TRUE","FALSE","FALSE","manual"
"Baltimore Gay And Lesbian Switchboard","Services","","Baltimore ","MD","Tel. 837-8888 7:30-10:30p","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Club Mitchell","Bars","1003 East Pratt Street ","Baltimore ","MD","Tel. 675 9701. Private club, opens 7pm.","***","Bar/Restaurant","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Fran's","Bars","2127 East Pratt ","Baltimore ","MD","Te.l 732-9815. 'Rough'","***","Bar/Restaurant","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Gampy's ","Bars","904 North Charles Street","Baltimore ","MD","Open Sunday through Weds. 11:30am-3am. Sunday brunch 11:30-2pm. Probably your best bet for dining out in Baltimore. ","*","bookstore","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Johnathan's","Bars","2318 Fleet Street ","Baltimore ","MD","Tel. 563-9805. Spectacular drag shows/6 video screens/-their Christmas Dinner Party was for gay and lesbian parents and their children!","***(**)","Bar/Restaurant","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Pegasus","Bars","Foster and Montford Ave","Baltimore ","MD","Tel. 342-5752, 9:30am-1am.","**","Bar/Restaurant","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Port In A Storm","Bars","1722 East Fleet St.","Baltimore ","MD","Tel. 276-5336","***","Bar/Restaurant","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Hippo","Bars","1 W Eager St.","Baltimore ","MD"," Tel.547-0069. Disco & vdieo bar.","***","Bar/Restaurant","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Last Stop","Bars","616 Eutaw Street","Baltimore ","MD","Weds-Sun. after hours","***","Bar/Restaurant","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Tikki's","Bars","616 W. Lexington ","Baltimore ","MD","Mon-Sat. till 1am.","**","Bar/Restaurant","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church","Religious Groups","1624 Park Avenue ","Baltimore ","MD","Tel. 523-6363. Pastor: Jennie Boyd Bul","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Community Center","Centers","241 West Chase","Baltimore ","MD","se. Tel. 837-5445. Full service center
with lots of women's groups, including rap group/health group, etc. ","***(**)","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Studio Resturant","Restaurants","1725 Maryland Avenue ","Baltimore ","MD","NT, located in the Gallery/ShipMate Bar, 1735 Maryland Avenue;
Tel. 539-6965","*","Restaurants","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Tyson Place ","Restaurants","Chase Street","Baltimore ","MD","Open daily for lunch 11am-4pm/ dinner 5:30-11pm","*","Restaurants","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Drinkery ","Bar/Restaurant","Park & Read Streets ","Baltimore ","MD","Tel. 669-9820. Open from 11am. ","**","Restaurants","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Sports/Outdoor Groups","Special Interest Groups","","Baltimore ","MD","S: Tel. 837 888","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Lambda Rising","Gay/Lesbian Bookstore","241 West Chase Street","Baltimore ","MD","Tel. 234-0069. One of the best stocked bookstores of its kind in the world. They sell GAIA'S
GUIDE. Say'hi' from GAIA. Open 11am-7pm, 7 days a week.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Women's Growth Center","Women's Centers","339 East 25th St.","Baltimore ","MD","St. Tel. 366-GROW. Sober support group + many others meets here.","****(*)","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Gay Paper","Newspaper","PO Box 2275; 21203","Baltimore ","MD","Tel. 837-5445 The gay/lesbian newspaper of the Gay Community Center. Loads of local resources and info. $20.00 p.a","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"WISEWOMAN BOOKS","Feminist Bookstore","20 Park Ave ","","ME","Tel. 761-2053. Open Tues, Weds. 10am-6pm/Thurs, Fri. 10am-8pm/Sat.,Sun 12 noon-5pm/closed Mondays. Full range of lesbian and feminist books, + magazines and newspapers, buttons, women's music, local concert tickets, handcrafts, cards and crystals.-+ author appearances, book fairs, occasional courses. They sell GAIA'S GUIDE. Be sure and say 'hi' from GAIA.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Maine Lesbian Feminists ","Group ","PO Box 125","Belfast ","ME","","**","Organizations","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Webwork","Personal Contact Club","PO Box 131","Calais","ME"," 04619. A correspondence contact club for Maine, New England and the Maritimes - to help lesbians and bi-sexual women to find each other more easily. Write for full details.","","","",1985,"TRUE","TRUE","FALSE","FALSE","manual"
"Gay Phoneline","Services","","Caribou ","ME","Tel. 896-5888","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"The Black Swan","Bars","","Ogunquit ","ME","Rt. 1. Tel 646-4811.","**","Bars, Clubs, Coffeehouses","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"The Club","Bars","52 Main St. ","Ogunquit ","ME","Tle 646-9282. Outdoor deck bar and charcoal pit.","MGM**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Front Porch","Bars","","Ogunquit ","ME","Ogunquit Square-Tel.646-3976","**","Bars, Clubs, Coffeehouses","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Carousel Bar-Valerie's","Bar/Restaurant","10 South Main St.","Ogunquit ","ME","Tel. 345-3195","**","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Seafair","Hotels/Motels/Guesthouses","24 Shore Road","Ogunquit ","ME","Located near the center of the
village. The SEA FAIR INN Is a charming restored vlctorian bed and breakfast
Inn furnished with period antiques. Walk to fine shops, restaurants, beautiful
white sand beach and rocky coast. Traditional accommodations and
apartments. Private baths, homemade continental breakfast included In the
very reasonable rates. Open April through October. Write for brochure. Your
hosts: Cheri, Jeff & Bill. Gay owned and operated. Women especially
welcome. Be sure and say 'hi' from GAIA. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Wilde Stein Club","Group ","University Of Maine ","Orono ","ME"," Peabody Lounge - 3dr Floor, University of Maine. T.el 581-1288","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Backstreet ","Bars"," 390 Commercial St.","Portland","ME","Tel. 772-9538. After hours club. BYOB. Opens
1am.","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Underground","Bars","3 Spring Street ","Portland","ME","Complete gay complex for
women and men. Disco/pool tables/women's entertainment and drag shows/patio.
Open 1pm-1am. Recommended. Say 'hi' from GAIA","**(**)","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Feminist Spiritual Community","Group ","159 State Street ","Portland","ME","Y-meet at the State Street Church, 159 State
Street. All women welcome. Tel. 761-2053 (Kathryn) or 282-0752 (Susan).-Rituals
in celebration of women's spirituality, also politically active. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay People's Alliance","Group ","93 Bedford St","Portland","ME","University Student Union Building. Tel.
780-4085. Lesbian support group meets Sunday 6pm-8pm. ","*","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"University Women's Forum ","Group ","94  Bedford St.","Portland","ME",") Tel. 780-4083.Extremely
active feminist group with a variety of politica and social activities. Their newsletter:
HERIZONS-events calendar. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Our Paper ","Groups","PO Box 10744","Portland","ME","Includes: Lesbigay Network/calendar/meetings","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"The West Side","Restaurants","58 Pine Street ","Portland","ME","Open 8am-10pm. Sat. & Sun. brunch:
9am-2:30. ","*","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Our Books","Bookstore","4 Pine St.","Portland","ME","Te.l 773-5540. Local infoc.enter.","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"New Leaf Books","Feminist Bookstore","438 Main St.","Rockland","ME","Tel. 596-0040. Lesbian and feminist books,
magazines and newspapers, locally handcrafted women's jewelry. They sell
GAIA'S GUIDE, say 'hi' from GAIA.","*","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Sea Gnomes Home","Hotels/Motels/Guesthouses","Church Street, PO Box 33.04681","Stonington ","ME"," Tel. 367-5076. Partially
restored victorian house in coastal Stonington. Rooms for women only. Share
kitchen, bathroom, parlor and open back porch overlooking the harbor and islands.
Rates: $25.00 per night, $150 per week, $500.00 per month. Be sure and say 'hi'
from GAIA. ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Blueberry Cove","Camping","Box 520","Tenants Harbor ","ME","5. The gay/lesbian newspaper
of the Gay Community Center. Loads of local resources and info. $20.00 p","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"The Rubyiat","Bars","102 South First St.","Ann Arbor ","MI","Tel. 663-2401. Now open from Weds.-Sun.
10pm-2am. Still the home of conflicting reports, but does seem to be o.k. ","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church","Religious Groups","1679 Broadway","Ann Arbor ","MI","","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Lesbian Advocate (Office of Human Sexuality)","Centers","3116 Michigan Union. State st. ","Ann Arbor ","MI","Tel. 763-4186","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"At The Nectarine Ballroom","Disco Night"," 510 East Liberty Street;","Ann Arbor ","MI","Tel. 994-5436. Every
Tu.-9pm-2am. Video disco. ","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Input","Bars","10 East State St","Battle Creek","MI","","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Log Cabin","Bars"," 399 W Michigan.","Battle Creek","MI","Tel. 963-6744 ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay And Lesbian Switchboard","Services","","Detroit","MI","","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Amiga's","Bars"," 19326 Conant.","Detroit","MI","Many drinks specials + camera surveillance
and guarded parking. Recommended. ","****","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Gigi's","Bars"," 16920 West Warren","Detroit","MI","Tel. 584-6625. Show bar. ","**","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Railroad Crossing","Bars"," 6640 E. 8 Mile","Detroit","MI","","****","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Michigan Organization for Human Rights","Group ","940 West Michigan Rd","Detroit","MI","Tel. 863-7255 ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Underground","Bar/Restaurant","15533 West 8 Mile Drive","Detroit","MI","","****","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Chosen Books","Gay/Lesbian Bookstore"," 940 W McNichols.","Detroit","MI","Tel. 864-0485 Very well stocked with lesbian and feminist titles. They sell GAIA'S GUIDE. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Pink Flamingo","Show-Bars","870 West McNichols.","Detroit","MI","Tel. 862-0877 ","**","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Douglas Dunes Resort ","Hotels/Motels/Guesthouses","333 Blue Star Highway.","Douglas","MI","Tel. 857-1401. Deluxe motel, swimming pool, dining room, cocktail and patio bars, tea-dance. Cllentel: all gay and women very welcome. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Lesbian Connections","Publications","PO Box 811; 48823","East Lansing","MI","from Ambitious Amazons, Tel (517) 371-5257","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Helen Diner Memorial Womens Center ","Centers","811 East Lansing; 48823 ","East Lansing","MI"," Tel. 371-5257. Library and info. Phone operates 2pm-midnight.","****","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Ambitious Amazons","Library","PO Box 811","East Lansing","MI"," 48823","","","",1985,"TRUE","TRUE","FALSE","FALSE","manual"
"Lesbian Alliance","Lesbian Social Group"," P.O. Box 423","East Lansing","MI","","**","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Metra","Bars","22750 Woodward","Ferndale","MI","","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"State Bar","Bars","2512 South Dort Highway","Flint","MI","Tel. 767-7050. Piano bar, strippers and a pool
table, shows. ","**","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Copa","Bars","510 Saginaw","Flint","MI","","**","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Redeemer Metropolitan Community Church","Religious Groups","2474 Ballenger Highway ","Flint","MI","","","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"'Moonrise' A Lesbian Support System","Group ","PO Box 863","Flint","MI","","**","Bars, Clubs, Coffeehouses","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Women's Radio","Services","","Grand Rapids ","MI","WEHB 89 9-FM ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Carousel","Bars"," 8 lonia","Grand Rapids ","MI","Tel. 454-2739 ","**","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Club 67","Bars","67 South Division. ","Grand Rapids ","MI","Tel. 454-8003 ","**","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Papa Joe's","Bars","43 South Division.","Grand Rapids ","MI","","**","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Redclyffe Hall","Bars","76 S. Division ","Grand Rapids ","MI","Tel. 774-4740.
Dance bar/pool tables/frequent drinks specials/Sunday entertainment. Very
highly recommended. Say'hi' from GAIA. (dontcha love the name?)","****","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Reconciliation Metropolitan Community Church ","Religious Groups","PO Box 1259","Grand Rapids ","MI","Tel. 459-1294 ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Aradia","Group ","PO Box 7516","Grand Rapids ","MI","Tel. 243-2895 Lesbian social group, soft-ball team, newsletter","**","Bars, Clubs, Coffeehouses","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Lavender Morning","Publications","PO Box 729","Kalamazoo","MI","Tel. 344-5903 ","","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"The Private Club","Bars","403 East Michigan Avenue","Kalamazoo","MI","Tel. 382-3600.
THE ZOO: 906 Portage St. Tel. 342-8888. Open 4pm-2am/happy hour daily. ","***","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Zoo","Bars","906 Portage St. ","Kalamazoo","MI","Tel. 342-8888. Open 4pm-2am/happy hour daily. ","**","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Lesbian Support Group","Groups","Box 226","Kalamazoo","MI","Student Services Building-Western
Michigan University, Kalamazoo;49008. They meet on Sundays. ","*","","",1985,"TRUE","FALSE","FALSE","FALSE","manual"
"Pandora","Feminist Bookstore","226 West Lovell St","Kalamazoo","MI","Tel. 388-5656.
Books, magazines, posters, buttons, womyn's music, + bulletin board/local
info/tea and coffee are served. MAIL ORDER SERVICE. Say'hi' from GAIA. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Dj'S Lounge","Bars","31 South Gratiot. ","MT Clemens ","MI","","**","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"We Want The Music","Bars"," 1501 Lyons St","Mt. Pleasant","MI","","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Joe Covello's","Bars","539 E. Michigan Ave","Lansing","MI"," real old-timer still going
strong. Say'hi' from GAIA. Lots of letters of recommendation. ","***","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"The Book Co - Op","Feminist Bookstore"," 210 E. Grand River","Lansing","MI","Tel. 371-2909, open 12 noon-6pm & Tu till
8pm. They sell GAIA'S GUIDE. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"A Womens Bookstore","Feminist Bookstore","106 North First Ave","Duluth ","MN","Tel. 722-8532. ","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"North Country Women Coffee House","Coffeehouse/Cafe","1802 E. First St","Duluth ","MN"," Tel. 728-5468","","","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
"Castle Royal","Bars","249 W 7th","Minneapolis","MN","","****","Bars, Clubs, Coffeehouses","",1985,"FALSE","FALSE","FALSE","FALSE","manual"
