"title","type","address","city","state","description","stars","star.type","notes","year","unclear.address","statewide.address","mentions.race","mentions.disability","transcription.method"
"New Dawn Adventures","Vacations","518 Washington Street","Gloucester","MA","01930 -Tel. (617)283-8717","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Pub / Missy's / The Quarry / Rosie's","Bars","382 Dwight St.","Springfield","MA","-Tel. 734-8123","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Crystal Works","Bookstores","301 North Street","Pittsfield","MA","01201. No phone. Lots of items and
books of interest to lesbians. They sell GAIA'S GUIDE. also GAYELLOW PAGES, be sure and say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Trivia","Publications","PO Box 606","Amherst","MA","PO Box 606, North Amherst; 01059. Extremely high-quality journalism, full
of local resource info.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Woman-to-Woman","Introduction Services","","","MA","'-Tel. (617)872-1071","","","No city specified. Listed in statewide section for MA.",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"'616' Club","Bars","616 Amherst Road","South Hadley","MA","Road;-Rte. 116. -Tel. 534-7320. North of town between Mt
Holyoke- Hampshire Colleges. Closed M-W. Private club: LESBIANS ONLY Pool
tables, BBO, Sat. discos. etc .. Gay owned. looks good.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Modern Times Cafe","Restaurants","134 Hampshire St.","Cambridge","MA","02139. -Tel. 354-8371 Lunch and dinner Tues-Sun. brunch Sat & Sun from 9. 30am. Carefully prepared natural foods include vegetarian. meat and fish dishes. Wine & beer I Friday night musical evenings/ outdoor patio.","**","Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Words Worth","Alternative Bookstore","30 Brattle St.","Cambridge","MA","-Tel. 547-5201. Alternative bookstore with gay titles, women's titles. They sell GAIA'S GUIDE.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Freehand","Educational Institution","PO Box 806","Provincetown","MA","Box 806. 02657. An independent, not-for-profit educational institution for women writers and photographers. -Tel. 487-3579 for brochure and details.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"New Alexandria Lesbian Library ","Archives","PO Box 402","Florence","MA","Box 402. Florence. MA: 01060 -Tel 584-7616 for appointment. Grassroots lesbian archives started in 1974. Over 1500 books, 300 periodicals sets / subject files / regional files / videotapes / buttons / slideshows / & work nights each Tuesday evening. Xerox and research assistance available.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The Captain and His Ship","Hotels/Motels/Guest Houses Etc.","164 Commercial Street","Provincetown","MA","The following guest houses are either lesbian or gay owned and highly
recommended. 02657 -Tel. 487-1850.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Glad Day Bookstore","Gay / Lesbian Bookstore","673 Boylston St.","Boston","MA","02108-Tel. 267-3010. Lesbian/ feminist/gay titles. Non-sexist children's literature. Also stock foreign language books magazines. Posters, records. cards. etc. Bulletin / house board. GAIA'S GUIDE on sale plus Mail Order service.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Boston's Other Voice: WROR (98.5FM)","Radio & Television Programs","","Boston","MA","-Tel. 353-0225. Weekly discussions of the gay community's concerns, news, interviews. events.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Food for Thought","Bookstores","67 North Pleasant Street","Amherst","MA","-Tel. 253-5432. Alternative bookstore with plenty for lesbians. Trivia/ Gay Community News I Outlook I and many, many more. They sell GAIA'S GUIDE, say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Satori","Restaurants","166 Harvard Ave.","Allston","MA","-Tel. 254-9786 Things change fast in our world-phone up before starting out.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Forex Travel","Travel","76 Arlington St.","Boston","MA",".. Tel. 482-2900. Ticketing all airlines/ lowest prices. Complete travel service inc. No service charge. Charter member International Gay Travel","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Fran's Place","Bars","776 Washington St.","Lynn","MA","-Tel. 595-8961","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Frontier","Bars","19 Pearl St.","Springfield","MA","-Tel. 734-4528","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Club Cafe","Bars & Bars / Restaurants","206 Columbus Ave","Boston","MA","Tel. 536-0966","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Mallory Dock / Duval Street","Bar / Restaurants","477 Yarmouth Rd","Hyannis","MA","02601. -Tel. 775-9835. Mixed gay bar. Dinner nightly 5-11 pm, Sunday supper/ brunch. 5pm-8pm.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"New Words Bookstore","Feminist Bookstore","186 Hampshire St.","Cambridge","MA","02139 -Tel. (617)876-5310. Boston's only women's bookstore celebrates its fifteenth anniversary in 1989. Come and browse through our large selection of books by and about women, featuring international and third world women, lesbian fiction, lesbian and gay politics, women's studies, poetry, Jewish women, psychology, etc. (Ten percent off publisher's price on all hardcover books.) Women's music on tapes and records Is available, as well as cards, posters, T-shirts, and journals. Community bulletin board lists Information on concerts, events and housing. Open Tuesday, Wednesday, Friday, Saturday from 10 am to 6 pm; Sunday 12-6pm; Thursday 10 am-6 pm. Closed Mondays. NEW WORDS sells GAIA'S GUIDE, be sure and say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","TRUE","FALSE","manual"
"Gay Boston","Radio & Television Programs","","Boston","MA","Boston Neighborhood Network, Channes A3 & AB, every Sat. at 7.
30-8pm, weekly cable program.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The Women's Center","Women's Center","46 Pleasant St.","Cambridge","MA","(at Cottage Street) Cambridge; 02139· -Tel354-8807. Lesbian rap groups - Coming Out, etc. Lesbians with children. Alcoholism programs. They provide referrals and self-support. Hours: Mon. -Th. 10am-1 0pm/ Fri 10am-5pm/ Sat. 10am-1 pm. Wheelchair accessible.","","","",1989,"FALSE","FALSE","FALSE","TRUE","manual"
"Windamar House","Hotels/Motels/Guest Houses Etc.","568 Commercial Street","Provincetown","MA","-Tel. 487-0599","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Wonderful Hands","Health Care","290 Commercial St.","Provincetown","MA","290a Commercial St. -Tel. 487-0555. Holistic healthcare
therapuetic massage, chiropractic, acupuncture. Open daily 9-9pm all year.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Albion Bookshop","Alternative Bookstore","64 Green Street","Northampton","MA","01060 -Tel. 586-7440. Lots of books of
interest to lesbians, coffee/ tea served, bulletin board for local information.
Say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Calendar","Publications","PO Box 5000","Northampton","MA","PO Box 5000, (suite 132); 01060. Monthly listings of events by,
for and about LESBIANS in the Connecticut River Valley & the Berkshires.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Everywoman's Center","Women's Center","","Amherst","MA","Wilder Hall, Univ of Massachusetts at Amherst; 01003
-Tel. 545-0883. Wide range of services, including 24 hour rape /violence hotline & their own publication, which is VALLEY WOMEN'S VOICE.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Dignity / Boston Inc.","Religious Groups","355 Boylston St.","Boston","MA","-Tel. 536 6518. Gay, lesbian and concerned
Catholics.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Four Seasons","Bars","1447 Acushnet","New Bedford ","MA","Tel.997-9915","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Aspasia","Hotels/Motels/Guest Houses Etc.","31 Pearl St.","Provincetown","MA","-Tel. 487-2511. Spacious. comfortable rooms for women.
Shared baths; morning coffee on enclosed porch, picnic table and grill available. Open all year.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Greenhouse","Hotels/Motels/Guest Houses Etc.","18 Pearl Street","Provincetown","MA","PO Box 22, Provincetown, MA; 02657. -Tel.
(508)487-2210. Cozy and comfortable women-only guest house. Common
room, coffee, backyard, parking. No dogs allowed-(we have our own dog and
2 cats). Reasonable rates MasterCard & Visa accepted.
Great reports from traveling women, say 'hi' to Karen and Jackie from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gabriel's","Hotels/Motels/Guest Houses Etc.","104 Bradford Street","Provincetown","MA","-Tel. 487-3232. 'Celebrating NINE years, GABRIEL'S offers cozy and uniquely decorated guest-rooms and apartments.
Included with all rooms are cable TV. morning coffee & muffins. a garden patio with hot tub, a common living room with fireplace and access to kitchen. GABRIEL'S is is Provincetown' largest women's guest house and is located in the centre of town. Off season rales are from $30. 00 per night, summertime rates re from $45. 00 per night, say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Daughters of Bilitis","Women's Center","1151 Massachusetts Ave","Cambridge","MA","(near Remington), Cambridge, 02138· -Tel. 661-3633 (taped message with their events) Social I political I counselling. Coming Out, young lesbians (22), 35&: parents & co-parents groups. Library. Soft ball played. & now: Lesbian Singles, 50&, Women of Color. This lesbian organization welcomes ALL women in transit. Annual Thanksgiving Dinner.","*****","Organizations","",1989,"FALSE","FALSE","TRUE","FALSE","manual"
"Plums Bed and Breakfast Inn","Hotels/Motels/Guest Houses Etc.","","Provincetown","MA","is a Woman-Owned 1860 whaling captain's
house with victorian decor, antiques, charm and comfort. It's like stepping
back in time! All rooms have private bath, parking and full breakfast served
each morning. Common-room, front porch, side yard and gardens. Cozy
apartments also available. Near town center, women only. Reservations,
please. Brochure upon request, open year round. Say 'hi' from GAIA.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"""Women on the Waves""","Radio Program","","Pittsfield","MA","WTBR 89 5 FM","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Lady Jane's Inn","Hotels/Motels/Guest Houses Etc.","7 Central St.","Provincetown","MA","The following guest houses are either lesbian or gay owned and highly
recommended. -Tel. 487-3387","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"241 Club","Bars","241 Southbridge St","Worcester","MA","-Tel. 755-9311","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"New Port in a Storm","Bars","4330 East Lombard","Baltimore","MD","-Tel. 732-5608. Kitchen open 11am-midnight","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Fran's","Bars","2127 East Pratt","Baltimore","MD","'Rough'.","***","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Jay Raksin, D.D.S.","Dentists","222 East Redwood Street","Baltimore","MD","(suite 400)-Tel. 727-7474.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Unicorn","Bars","2218 Boston Street","Baltimore","MD","Opens 7pm.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Hippo","Bars","1 W. Eager St.","Baltimore","MD","-Tel. 576-0018. Disco&videobar. Women's nights, Weds.","**(**)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Gay Paper","Newspaper","PO Box 22575","Baltimore","MD","PO Box 22575. 21203 Tel 837 7748 The gay I lesbian
newspaper of the Gay Community Center Loads of local resources and info $20.00 pa -published twice monthly","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Woman's Space","Special Interest Groups","PO Box 1523","Baltimore","MD","PO Box 1523. 21203- Tel 837 5445 Support & rap group for
lesbian mothers.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Annapolis Gay People","Group","PO Box 3040","Annapolis","MD","PO Box 3040; 21403-Tel. 267-6238","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"JB's It'll Do Bar","Bars","110 South Haven Street","Baltimore","MD","","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Allegro","Bars","1101 Cathedral","Baltimore","MD","-Tel. 837-3906. Dance bar. Open 4pm-2am 7 days a
week. Women's night Thursday, is highly recommended. Piano bar.","**(**)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lynda Dee, Attorney-at-Law","Attorneys","1023 Cathedral Street","Baltimore","MD","-Tel. 837-1116 office &
235- 7792, home","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lambda Rising","Gay / Lesbian Bookstore","241 West Chase Street","Baltimore","MD","-In the Gay Community Center, 21201 -Tel. 234-0069. One of the best stocked bookstores of its kind in the world. Lesbian titles and women's studies I music/ T-shirts/ jewelry/ posters & ticket sales, MAIL ORDER SERVICE, bulletin board, local information. Huge
selection of lesbian and feminist periodicals, other guides, etc. They sell
GAIA'S GUIDE. Say 'hi' from GAIA. Open 11am-8pm, 7 days a week, friendly,
helpful people.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Now, Voyager","Bars","139 North Mulberry St.","Hagerstown","MD","-Tel. 739-7381","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay People of Laurel",""," PO Box 25","Laurel","MD","write: PO Box 25: 20707. • Tel. 776-6891","*","Organizations","Does not specify site type--I'm guessing it's an organization?",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Baltimore Gay and Lesbian Switchboard","Information Services","","Baltimore","MD","Tel. 837-8888 & TDD fo,
hearing , impaired -Tel. 837-8890 & Includes roomate service","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Tikki's ","Bars","616 W. Lexington","Baltimore","MD","-Tel. 727-5349. Mon-Sat. till 1am.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Numbers","Bars","2314 Boston Street","Baltimore","MD","-Tel. 276-9556. Show-bar. Mostly men","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Lucy Nathenson, D.D.S.","Dentists","10176 Baltimore National Pike","Ellicott City","MD","Bethany 40 Center.
Ste 209., 21043 Tel (301)461-1283","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Open House","Restaurants","227 West 29th Street","Baltimore","MD","Coffee shop, breakfast served all day. Open Sun. -Thurs. 6: 30am-10pm & all nights Friday and Sat.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Women's Express","Newspaper","413 Southway","Baltimore","MD","21218. News & an excellenl women's
events calendar Monlhly","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Metropolitan Community Church ","Religious Groups","","Baltimore","MD","-Tel. 889-6363 See THE PAPER for Information about other religious groups: Presbyterian/Dignity/Unitarian & others.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The 31st Street Bookshop","Feminist Bookstore","425 East 31st Street","Baltimore","MD","-Tel. 243-3131. Books/cards/gifts/ records/ -Open Tues -Fri. 10. 30am-6:30pm/Sat. 10: 30am-5: 30pm & 12 noon-5pm Sundays Closed Mondays. They sell GAIA'S GUIDE. Say 'hi' from GAIA. Local info center","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Deer Park Lodge","Bars","","Hagerstown","MD","Take 1-70 to Exit 32A to 40E & drive for 4 miles on the left going
east. -Tel. 790-2760","**","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Club Mitchell","Bars","1003 East Pratt Street","Baltimore","MD","-Tel. 276-9586 Disco. 99% women and
·very lively'.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Tammy Palmer, D.D.S.","Dentist","","Baltimore","MD","-Tel 727-1608","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Gay & Lesbian Community Center of Baltimore","Centers","241 West Chase","Baltimore","MD","Tel-837-5445 Full service center with lots of women's groups. including lesbian rap group/health group every Wednesday AA etc 4th floor: WOMONSPACE","***(**)","Organizations","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Suburban Maryland Lesbian / Gay Alliance","Organizations","PO Box 30101","Bethesda","MD","write: SMLGA-PO Box 30101: 20850 -Tel. 544-6553 & see The Gay Paper for current contact number. they have their own newsletter announcing coming events and local news. They meet in people's homes and welcome gay women. Say 'hi' from GAIA.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Michael Berlin","Attorneys","","Baltimore","MD","-Tel. 625-0799","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Gampy's ","Restaurants","904 North Charles Street","Baltimore","MD","-Tel. 837-9797 Open Sunday through Thurs. 11:30am-2am. Fri & Sat. till 3am. Sunday brunch 11: 30-2pm. Probably your best bet for dining out 1n Baltimore. highly recommended. once again.","*","Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Our Paper","Publications","PO Box 10744","Portland","ME","PO Box 10744; Portland; 04101. Includes the directory 'Lesbian
Network', which gives current details of all groups throughout Maine, local groups, health, parents, Alcoholics Anonymous. $12.00 p.a. & available at all the bookstores listed in GAIA'S GUIDE.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"University of Southern Main Women's Forum","Group","94 Bedford St. ","Portland","ME","(at Forest), 04103 -Tel. 780-4083. Extremely active feminist group with a variety of political and social activities. Their newsletter: HERIZONS-events calendar.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Aradia Books","Women's Book Mail Order","PO box 712","Portland","ME","box 712, portland, Me; 04104. '","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Bangor Area Gay / Lesbian / Straight Coalition","Group","PO Box 1805","Bangor","ME","write: BAGLSC, PO Box 1805; 04401 -Tel. 989-3306. Social/ support/ political group-phone calls to
answering machine-your calls will be returned as soon as possible. Say 'hi' from
GAIA.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"New Routes","Outdoor Trips","242 Dartmouth St. ","Portland","ME","04102-Year round outdoor trips for women","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Greater Bangor N.O.W.","Group","PO Box 8026","Bangor","ME","PO Box 8026; 04401","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Bluebery Cove","Camping and Cabins","PO Box 520","Tenants Harbor","ME","Box 520. -Tel. 372-6353","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Rose Mary Denman","Counseling and Therapy","","Portland","ME","-Tel. 879-0371. Lesbian/ feminist counselor","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Gulf of Maine Books","Alternative Bookstore","61 Maine Street","Brunswick","ME","04011 -Tel. 729-5083. Lesbian titles I women's studies/ non-sexist children's books& GAIA'S GUIDE. For your further local information, they carry OUR PAPER, MAINE PROGRESSIVE & have a full range of excellent feminist publications. Say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Club","Bars","13 Main St.","Ogunquit","ME","-Tel. 646-9282 Outdoor deck bar and charcoal pit.","**(MGM)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Uptown","Hairdressers","620 Congress St. ","Portland","ME","04101 -Tel. 772-4552","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Backstreet","Bars","3 Spring Street","Portland","ME","-Tel. 772-9538 After hours club. BYOB -Opens
1 am. Private club.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Sportsman's","Bars","2 Bates Street","Lewiston","ME","-Tel. 784-2251. Game room & disco Open every
night 8pm- I am","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay / Lesbian Alliance","Group","92 Bedford St.","Portland","ME","04102- University of Southern Main Student Union Building. -Tel. 780-4085. Clearing house for info & counselling/ discussion groups/ referrals I social activities","*","Organizations","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Cafe Always","Restaurants","47 Middle St. ","Portland","ME","-Tel. 774-9399","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Hitch","Restaurants","","Wells","ME","-rte. one -Tel. 646-9229","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Roberta S. Kuriloff","Attorneys","PO 94A","Penobscot","ME","HCR 80, Box 94A; 04476 -Tel. 581-1788 & 469-2063","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"New Leaf Books","Feminist Bookstore","438 Main St.","Rockland","ME","04841 . -Tel. 596-0040. Lesbian and feminist books,
magazines and newspapers, including OUR PAPER & locally handcrafted women's Jewelry. They sell GAIA'S GUIDE, say 'hi' from GAIA. Open 10am-5pm M-Sal.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Red House","Retreat / Vacation House","PO Box 356","Readfield","ME","located on RR 1, Box 356, Readfield, ME; 04355, but mail to: Ms.
Susan Roberts, PO Box 363, Tucson, AZ; 85702. Total privacy on a secluded
lake. Work exchange / retreat I vacations / some camping space. Write in
advance, no drop-ins.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Judith Lippa, MSW","Counseling and Therapy","142 High Street","Portland","ME","suite 423.  04101 -Tel. 773-1235","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Outright","Youth Group","331 Cumberland Avenue","Portland","ME","PO Box 5028, Station A, Portland: 04101. Portland Alliance of Lesbian
and Gay Youth, meets every Friday, 7:30pm at the Preble Street Chapel, 331
Cumberland Avenue. Support/special events/fun and information. Say 'hi' from GAIA.","","","Put address for the church this group met at--keep?
",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Entre Nous","Bars","117 Spring Street","Portland","ME","04102 -Tel. 772-7520. recommended. Owned,
operated and staffed by women.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Our Paper","Publications","PO Box 10744","Portland","ME","pick up a copy at OUR BOOKS. Includes: Lesbigay Network/
calendar/ meetings.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Sea Gnomes Home","Rooming House","Church Street","Stonington","ME","(near School)Write PO Box 33; 04681 -Tel. 367-5076. Partially restored victorian house in coastal SIoninglon. Rooms for womyn
only Share kitchen, bathroom, parlor and open back porch overlooking the harbor and ,stands Rates: $30. 00, etc per night. No pets allowed. Be sure and say 'hi' from GAIA.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The Front Porch","Bars","","Ogunquit","ME","Ogunquit Square -open Summers only, I think.","**","Bars, Clubs, Coffeehouses","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The Cafe","Restaurants","129 Spring St. ","Portland","ME","-Tel. 772-1374","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Gay Phoneline","Service","","Caribou","ME","Tel. 498-2088","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"The West Side ","Restaurants","58 Pine Street","Portland","ME","-Tel. 773-8223. Open 7am-10 pm Mon-Fri/ 9am-10pm weekends. Sat. & Sun. brunch: 9am-2:30. ","*","Restaurants","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Wilde Stein Club","Group","","Orono","ME","Memorial Union, Peabody Lounge-3rd Floor, University of
Maine at Orono: 04469. -Tel. 581-3123 or 1288.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Feminist Spiritual Community ","Group","Route 302 Forest Avenue","Portland","ME","-Tel. 773-2294. Rituals In celebration of women's spirituality, also politically active. All women welcome. They meet at the FRIENDS MEETING HOUSE, route 302, Forest Avenue.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"New Routes","Outdoor Trips for Women","PO Box 2030","Brunswick","ME","'-RR5, Box 2030, Brunswick, ME; 04011 -Tel. (207)72907900.
Outdoor trips for women of all ages. They have their own center on the coast
of Maine for camping, etc. Write for brochure. No drop-Ins.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Papa Joe's","Bars","80 Water Street","Augusta","ME","-Tel. 623-4041","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Underground","Bars","3 Spring Street","Portland","ME","04112; Mailing address: PO Box 463 DTS, Portland, ME; 04112 -Tel. 773-3315. Complete gay complex for women and men Disco/piano/bar/pool tables/women's entertainment and drag shows/ & game room
Recommended. Say 'hi' from GAIA.","**(**)","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Nectarine Ballroom","Disco Night","510 East Liberty Street","Ann Arbor","MI","-Tel. 994-5835. Gay Tuesday
nights only.","(**)","For Review/Unclear","Does not correspond with Gaia Star Guide (no (**) listed under any category)",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Bookie Joint","Bookstores","120 South Union St.","Traverse City","MI","49684","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Underground","Bar / Restaurants","15533 West 8 Mile Drive","Detroit","MI","-Tel. 341-4423.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Murray Hill Motel","Motel","6221 West 8 Mile Road","Detroit","MI","-Tel. 836-4488","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Chosen Books","Gay / Lesbian Bookstore","120 West Fourth Street","Royal Oak","MI","48067. Say 'hi' from GAIA.","","","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Network News","Publications","PO Box 6527","Grand Rapids","MI","PO Box 6527; 49516-Tel. 241-4297. This is the newsletter of the
Lesbian/ Gay Community Network of Western Michigan.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Railroad Crossing","Bars","6640 East 8 Mile","Detroit","MI","-Tel. 891-1020.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"The Zoo","Bars","906 Portage Street","Kalamazoo","MI","-Tel. 342-8888. Tuesday is women-only.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"State Bar","Bars","2512 South Dort Highway","Flint","MI","-Tel. 767-7050.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Promises","Bars","19404 Sherwood","Detroit","MI","Tel.892-1765.(side entrance)-Community-minded
lesbian show-bar. Open Tu/ Th/ Sat. 6pm-2am & Sun. 3pm-2am. closed Mondays Cocktail hour: 6pm-8pm. Looks good.","****","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"We Want the Music","Music Festival","PO Box 22","Walhala","MI","PO Box 22; 49458 -Tel. (616)757-4766 The
biggest women's music festival In the world Is held annually In Michigan","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Gay / Lesbian Resource Center","Information Services","","Kalamazoo","MI","Tel. 345-7878, 7pm-11pm","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Mid-Michigan Lesbian / Gay Hotline","Information Services","","Lansing","MI","-Tel. 372-8519, 7pm-10pm, Sun-Fri.","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Our Voice","Publications","PO Box 0296","Muskegon","MI","PO Box 0296: 49441","","","",1989,"TRUE","FALSE","FALSE","FALSE","manual"
"Tallulah's ","Bars","1742 East Genesse","Saginaw","MI","-Tel 752-9179","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
"Hot Rock Cafe","Bars","510 Saginaw","Flint","MI","-Tel. 767-0642.","**","Bars, Clubs, Coffeehouses","",1989,"FALSE","FALSE","FALSE","FALSE","manual"
