"title","type","address","city","state","description","stars","star.type","notes","year","unclear.address","statewide.address","mentions.race","mentions.disability","transcription.method"
"Gay Women's Rap Group","Group","64 Chandler Street","Worcester","MA","Tel 756 0730","**","Organizations","",1977,"","","",,"manual"
"The Vacation Shop","Travel Agency","257 North Avenue","Wakefield","MA","Tel 617 246 2670 Might be just for gay men. ","","","",1977,"","","",,"manual"
"Ports O'Call","Bar","700 Main St","Worcester","MA","Tel 752-9358","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Springfield Gay Alliance","Religious Group","","Springfield","MA","Box 752 Tel 413 583 3904","*","Organizations","",1977,"checked","","",,"manual"
"Gay Hotline","Organization","","Ann Arbor","MI","Tel 761 2044","****(*)","Organizations","",1977,"checked","","",,"manual"
"Rubayait","Organization","","Ann Arbor","MI","Restaurant/Bar/Disco","","","",1977,"checked","","",,"manual"
"Metro Gay News","Publication","","Detroit","MI","PO Box 445-A Tel 956 7423","","","",1977,"checked","","",,"manual"
"A Women's Bookstore","Bookstore","225 East Liberty","Ann Arbor","MI","Feminist books and periodicals","","","",1977,"","","",,"manual"
"Gay Switchboard","Gay Hotline","","Detroit","MI","Tel 577 3450 6-10pm Mon-Thurs 6-11pm Fri and Sat. Volunteers needed. Feminist Women's Health Clinic ","","","",1977,"checked","","",,"manual"
"Feminist Women's Health Clinic","Clinic","2445 West 8 Mile","Detroit","MI","Tel 892 7790 VD Clinic and self help","","","",1977,"","","",,"manual"
"Dignity","Religious Group","2846 17th Street","Detroit","MI","Tel 894 1064","","","",1977,"","","",,"manual"
"Integrity","Religious Group","","Detroit","MI","Tel 577 3450 and 763 4186","","","",1977,"checked","","",,"manual"
"M.C.C.","Religious Group","13100 Woodward Ave","Detroit","MI","Tel 868 2122 and 869 8159 Their publication The Way","","","",1977,"","","",,"manual"
"Gayly Speaking","Radio and Television","5035 Woodward","Detroit","MI","Thursdays at 11:30pm Lesbian Radio. Collective: Tel 867 5764 and 963 7193","","","",1977,"","","",,"manual"
"Amiga's","Bar","19326 Conant","Detroit","MI","","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Gold Coast","Bar","2971 East 7 Mile Road","Detroit","MI","Tel 963 7193","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Cafe Gigi","Bar","16920 West Warren ","Detroit","MI","Near Southfield. Tel 831 2604","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Palais Bar","Bar","855 Beaubien","Detroit","MI","Tel 964 8374","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Conquest Lounge","Bar","1500 East State Fair","Detroit","MI","Tel 891 9759","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Casbah","Bar","14701 Plymouth at Hubble","Detroit","MI","Tel 837 6379","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Barbary Coast ","Bar","","Detroit","MI","Inquire locally. Rough. ","***","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"George's Inca Room","Bar","13314 Jenkell","Detroit","MI","","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Let's Be An Apple Pie","Organization","427 Spring St","Detroit","MI","Tel 517 484 3475 and 353 9488 We now have a pool table a good one. ","****","Organizations","",1977,"","","",,"manual"
"Joe Covello's ","Bar","533 535 East Michigan Ave","Detroit","MI","At Larch. Tel 517 482 4577, Very highly recommended for gay women. ","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Tramps Disco","Bar","Michigan Ave","Detroit","MI","Thursday night is your night. ","**(*)","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Womanself Bookstore","Feminist Bookstore","University Mall 220 MAC","Detroit","MI","We sell Gaia's Guides","","","",1977,"checked","","",,"manual"
"Her-Shelf","Feminist Bookstore","2 Highland Park","Highland Park","MI","Tel 313 869 4045 Books, crafts, events, workshops.","","","",1977,"","","",,"manual"
"Carousel Lounge","Bar","8 Ionia SW","Grand Rapids","MI","Tel 454 2639","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Three Suns Plus One","Bar","61 South Division ","Grand Rapids","MI","Tel 454 5002","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Lambda of Kalamazoo","Organization","","Kalamazoo","MI","PO Box 2213 Tel 616 344 7629 Switchboard. Regular meetings, political and social activities, counseling, referrals, speakers bureau. Free newsletter LAMBDA","*","Organizations","",1977,"checked","","",,"manual"
"Thurman's Restaurant & Bar","Restaurant/Bar","224 West Kalamazoo Ave","Kalamazoo","MI","Gay after 9pm best night Thursday","*","Restaurants","",1977,"","","",,"manual"
"Crow Bar","Bar","16 South Gratiot Avenue","Mt. Clemens","MI","Not recommended. ","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Central Michigan Gay Liberation","Organization","","Mt. Pleasant","MI","Box 34 Warriner Hall Central Michigan University. Tel 517 774 3822","***(**)","Organizations","",1977,"checked","","",,"manual"
"Toadville","Hotel/Bar/Restaurant","349 Culver St","Saugatuck","MI","Tel 857 4305","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Canterbury Center","Group","","Western Michigan University","MI","On Campus","**","Organizations","",1977,"checked","","",,"manual"
"Saugutuck Lodge","Hotel/Bar/Restaurant","Blue Star Highway","Saugatuck","MI","Tel 857 4305","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"South Street Saloon","Bar","515 South Street","Mankato","MN","","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Mankato Gay Group","Group","","Mankato","MN","Mankato State University Box 58 Counseling, bi monthly meetings. Their newsletter Tomorrow. ","*","Organizations","",1977,"checked","","",,"manual"
"Gender","Publication","6490 Excelsior Boulevard","Minneapolis","MN","A new periodical. ","","","",1977,"","","",,"manual"
"Lesbian Resource Center","Lesbian Resource Center","2104 Stevens Avenue South","Minneapolis","MN","Tel 612 871 2601 Their publication is So's Your Old Lady","*****","Organizations","",1977,"","","",,"manual"
"Minnesota Committee for Gay Rights","Services","","Minneapolis","MN","Box 3589 Upper Nicollet Station Tel 612 871 3111 Their publication Together. ","","","",1977,"checked","","",,"manual"
"Gay Community Services","Services","","Minneapolis","MN","","***(**)","Organizations","",1977,"checked","","",,"manual"
"Dignity","Religious Group","","Minneapolis","MN","PO Box 3565","","","",1977,"checked","","",,"manual"
"M.C.C.","Religious Group","","Minneapolis","MN","PO Box 8402","","","",1977,"checked","","",,"manual"
"Gay Quakers","Religious Group","32080 Portland Ave South","Minneapolis","MN","","","","",1977,"","","",,"manual"
"Sutton's Place","Bar","114 North 7th Street","Minneapolis","MN","Tel 612 871 2601","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Women's Coffeehouse","Coffeehouse","2104 Stevens Avenue","Minneapolis","MN","","","","",1977,"","","",,"manual"
"Amazon Bookstore","Feminist Bookstore","2607 Hennepin Ave","Minneapolis","MN","","","","",1977,"","","",,"manual"
"Happy Hour","Bar","410 Hennepin Avenue","Minneapolis","MN","Tel 335 74428 ","*","","",1977,"","","",,"manual"
"Savrans","Bar","301 Cedar Avenue","Minneapolis","MN","Tel 612 333 0098 Feminist lesbian gay health titles. ","","","",1977,"","","",,"manual"
"Noble Roman","Bar","788 Grand","St. Paul","MN","Tel 255 41141","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Townhouse","Bar","1415 University Ave","St. Paul","MN","Tel 612 646 9267","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Commonplace Restaurant","Restaurants","366 Selby","St. Paul","MN","Tel 612 222 9242 Vegetarian co-operative","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Mississippi Prisoners Defense Committee","Committee","223 North Farish Street","Jackson","MS","Tel. (601) 948-5400","","","In the scanned issue, there is a section at the start of Mississippi that has no city assigned. It lists “Mississippi Prisoners’ Defense Committee.” Which is located in Jackson, MI. Because of this, the airtable has it as a Jackson entry and not statewide. I went in a changed the city to be blank - is this correct? ",1977,"","checked","",,"manual"
"Lesbian Front","Publication","","Jackson","MS","PO Box 8342 This one is not
recommended for lesbians who live in the South. It1
insisted upon. $5.00 per year USA subscription.
56.00 per year overseas. 5.50 each.","","","",1977,"checked","","",,"manual"
"Casa Blanca","Bar","220 Pat Harrison Avenue","Biloxi","MS","Recommended","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Mae's Cabaret","Bar","102 South Farish","Jackson","MS","Tel 601 969 965","**","Organizations","",1977,"","","",,"manual"
"Mississippi Gay Alliance","Organization","","Jackson","MS","PO Box 8342
Tel. (601) 353-6447 and 372-3449 (Switchboard)","***","Organizations","",1977,"checked","","",,"manual"
"Jackson Women's Coalition","Organization","","Jackson","MS","PO Box 3234 Study groups, discussions and regular meetings.","**","Organizations","",1977,"checked","","",,"manual"
"Pride Community Center","Gay Center","207 West Fourth St","Joplin","MO","Their newsletter. Pride Guide Calendar of events and local news. ","***","Organizations","",1977,"","","",,"manual"
"Opal's Play Mor","Bar","407 Main Street","Joplin","MO","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Windjammer","Bar","1822 Main Street","Kansas City","MO","","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Red Head","Bar","4048 Broadway","Kansas City","MO","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Ivanhoe Cabaret","Bar","1014 Oak ","Kansas City","MO","Super bar","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Dover Fox","Bar","4334 Main Street","Kansas City","MO","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Gazebo","Bar","1706 West 39th Street","Kansas City","MO","Tel 756 2073","**(?)","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"First Word","Bar","2102 St Joseph Ave","St. Joseph","MO","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Moonstorm","Publication","","St. Louis","MO","Box 4201 Tower Grove Station A really fine lesbian magazine. ","","","",1977,"checked","","",,"manual"
"Potpourri","Bar","4755 McPherson at Euclid. ","St. Louis","MO","Tel 314 361 9203 Downstairs from the Bottom of the Pot. Recommended. ","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Pat's Place","Bar","2800 Shenandoah ","St. Louis","MO","and California","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Betty and Sandy's Place","Bar","2258 California ","St. Louis","MO","at Shenandoah","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Herbie's ","Bar","One Maryland Plaza at Euclid. ","St. Louis","MO","","***","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"City Cousin","Restaurants","4111 Lindfell","St. Louis","MO","","*","Restaurants","",1977,"","","",,"manual"
"Billings Coalition for Women's Rights","Organization","804 North 29th","Billings","MT","Tel. (406) 248-8892.
Newsletter. In fact, there are no lesbian activities or
even participation at this center. But: “There is
nothing happening that we know of as the gay people here tend to keep it to themselves ... in other words-
‘Billings is a straight city’. . . Hopefully by selling
your guide the subject will become more open. We
sell Gaia’s Guide.”","****","Organizations","",1977,"","","",,"manual"
"Crystal Louunge","Bar","Broadway at First Avenue","Billings","MT","Might be gay might not","","","",1977,"checked","","",,"manual"
"Forum Club ","Bar","204 First Avenue","Great Falls","MT","Tel 7611 9580 Recommended","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Women's Resource Center","Organization","University of Montana","Missoula","MT","Gay women's group","****(*)","Organizations","",1977,"checked","","",,"manual"
"Top Hat","Bar","134 West Front","Missoula","MT","Tel 728 9865","*","Organizations","",1977,"","","",,"manual"
"Lambda","Organization","770 Eddy No 4","Missoula","MT","Now it is just gay men but they are trying to start a group for women. Newsletter, office, and library","*","Organizations","",1977,"","","",,"manual"
"Growing Season","Publication","520 North 28th","Lincoln","NE","This newspaper, started in April 1976, will focus on women's liberation and there will be a regular column on the Gay Movement, in addition to coverage of developing gay rights struggle. ","","","",1977,"","","",,"manual"
"Women's Resource Center","Gay Center","Nebraska Union 1400 R Street","Lincoln","NE","Room 126 Tel 472 2597","****","Organizations","",1977,"checked","","",,"manual"
"University of Nebraska Gay Action Group and Lincoln Gay Action Group","Gay Group","333 14th Street","Lincoln","NE","Tel 402 475 5710 Switchboard. Coffeehouse 9pm-midnight, Fridays. Dances, their publication Gayly Nebraskan. ","***","Organizations","",1977,"","","",,"manual"
"Gay Rap Line","Gay Hotline","","Lincoln","NE","Tel 402 475 5710 Evenings","","","",1977,"checked","","",,"manual"
"The Cave","Bar","506 South 16th Street","Omaha","NE","At Howard. Tel 346 9983 40& gay women on weekends. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Bottleneck","Bar","","Omaha","NE","Tel 472 2597 for details. Dance bar only open on Sunday evenings. ","****","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Casey's Other Place","Bar","11020 P Street","Lincoln","NE","Gay men but it's all we've got. ","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Diamond Bar","Bar","516 South 16th Street","Omaha","NE","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Stage Door","Bar","1512 Howard","Omaha","NE","Tel 342 8715 80% gay men. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Le Cafe","Bar","4917 Paradise Road","Las Vegas","NV","Tel 702 736 9021","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Maxine's Cocktail Lounge","Bar","5110 East Charleston Boulevard","Las Vegas","NV","Tel 702 452 3776","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"The Ladder","Organization","","Reno","NV","","**","Organizations","",1977,"checked","","",,"manual"
"Stage Door","Bar","1512 Howard","Reno","NV","Dancing","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Red Barn ","Bar","1317 East Tropicana Ave","Las Vegas","NV","Tel 702 736 11870","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Jade Room","Bar","214 West Commercial Row","Reno","NV","Tel 322 4403","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"The Trapp","Bar","5201 West Fourth Street","Reno","NV","Tel 747 9999","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Dave's Westside Motel & Bar","Bar","3001 West Fourth St","Reno","NV","Tel 322 4403","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"484 Club","Bar","484 Chestnut","Manchester","NH","Elegant Showbar mostly gay men. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Seacoast Area Gay Alliance","Group","","Portsmouth","NH","Tel 742 2947 or 436 7196 or see Gay Community News of Boston for current details. ","","","",1977,"checked","","",,"manual"
"M.C.C. South Church","Group","292 State Street","Portsmouth","NH","Gay Community News of Boston for current details. ","","","",1977,"","","",,"manual"
"Seaport Club","Group","77 Daniel Street","Portsmouth","NH","Across from the Post Office Intimate, cozy, there's a nice atmosphere, DJ, and fireplace. Private club membership $3.00 per year. ","**","Organizations","",1977,"","","",,"manual"
"King's Wilde","Restaurants","72 Islington Street","Portsmouth","NH","Tel 603 536 4324","*","Restaurants","",1977,"","","",,"manual"
"So Gay","Radio and Television","","","NJ","349  3959 evenings or weekends. 539 6357 evenings or weekends. 455-9738 Monday evenings only","","","",1977,"checked","","",,"manual"
"North Jersey M.C.C.","Radio and Television","","","NJ","Tel 201 744 7645","","","In the scanned issue, it is unclear if this phone # is associated with the So Gay radio show - it may be.",1977,"checked","","",,"manual"
"South Jersey M.C.C.","Radio and Television","","","NJ","Tel 201 744 7645","","","In the scanned issue, it is unclear if this phone # is associated with the So Gay radio show - it may be.",1977,"checked","","",,"manual"
"Gay Rap Lines","Gay Hotline","","","NJ","Before noon or evenings","","","",1977,"checked","","",,"manual"
"Chez Paree","Bar","235 or 245 South New York Ave","Atlantic City","NJ","","***","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Other Door","Bar","12th South Mt. Vernon Ave","Atlantic City","NJ","Upstairs from the Brass rail","****","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Lyle's Place","Bar","120 South New York Avenue","Atlantic City","NJ","Tel 345 0955","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Mama Motts","Bar","151 South New York Ave","Atlantic City","NJ","","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Ocean House","Bar","127 South New York Avenue","Atlantic City","NJ","Tel 345 8203","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Mine Hill Tavern ","Bar","Randolph Ave","Dover","NJ","","***","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Penelope's","Bar","611 Central Ave","East Orange","NJ","Tel 201 673 7710 Two disco bars. Weekends and Wednesday nights are highly recommended. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"The Barrel House","Bar","40 West Grand","Elizabeth","NJ","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"The Sting","Bar","604 Market Street at Midland Ave","Elmwood Park","NJ","Tel 201 796 9899","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"United Sisters","Organization","","Garwood","NJ","PO Box 41 Tel 201 233-3848 Their publication Puce Mongoose We are mostly a service organization. ","*****","Organizations","",1977,"checked","","",,"manual"
"Together","Organization","7 State street","Glassboro","NJ","Tel 609 881 4040","***","Organizations","",1977,"","","",,"manual"
"Gay Activists","Organization","","Morristown","NJ","PO Box 137 Tel 201 347 3959 Switchboard. Their newsletter Challenge","***(**)","Organizations","",1977,"checked","","",,"manual"
"Murphy's Tavern","Bar","59 Madison Place","Newark","NJ","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Other World Disco","Bar","390 North Fifth Street","Newark","NJ","Tel 483 8866","***(?)","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Manny's Den ","Bar","111 Albany Street","New Brunswick","NJ","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Italian Kitchen","Restaurant/Bar","Route 94 off Route 206","Newton","NJ","Gay on weekends dinner and dancing","**(?)","Organizations","",1977,"checked","","",,"manual"
"The Coach","Bar","541 Union Ave","Paterson","NJ","","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Joan's Key Club","Bar","Union Ave","Paterson","NJ","","***","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Pad I","Bar","389 Madison Ave","Paterson","NJ","","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Musical Bar","Bar","216 South Main St","Phillipsburg","NJ","Tel 454 9085","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Colonial House","Bar","Corner of 7th and Park Ave","Plainfield","NJ","Tel 201 756 4434 Dinner and dancing","*","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"The Other Half","Bar","","Sayreville","NJ","Inquire locally","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"The Seashell","Bar","21 Ferry St","South River","NJ","Tel 932 4678 Thursdays and Sundays are recommended. ","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Zodiac","Bar","South Clinton Ave","Trenton","NJ","","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Forty West","Bar","40 West State St","Trenton","NJ","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Aladin's Lamp","Bar","677 South Broad","Trenton","NJ","","*","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Agora","Bar","","Wayne","NJ","Willowbrook Mall at the junction of Route I-80 and Route 23. Next to JC Penney's Parking lot. ","**(?)","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Nite Light","Bar","509 22nd Street","Union City","NJ","","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Women's Crisis Center","Organization","","New Brunswick","NJ","Tel 201 828 7273","****(*)","Organizations","",1977,"checked","","",,"manual"
"The Women's Center","Women's Center","1824 Las Lomas NW","Albuquerque","NM","Tel 505 277 3716","****","Organizations","",1977,"","","",,"manual"
"M.C.C. ","Religious Group","1113 Alvarado NE","Albuquerque","NM","Parsonage: 9905 Bellamah North East Tel 505 299 0512. Office and library social activities and counseling plus religious activities. Their publication Cornerstone. ","","Organizations","",1977,"","","",,"manual"
"Wellington Lounge","Bar","3900 Central Avenue SE","Albuquerque","NM","Recommended","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"A Woman's Gallery","Feminist Bookstore and Art Gallery","3007 Central NE","Albuquerque","NM","Comment number one: it doesn't exist. Comment number two; it is fabulous. Well, they have ordered Gaia's Guide ???","","","",1977,"","","",,"manual"
"Foxes Booze'n'Cruise","Bar","8521 Central NE","Albuquerque","NM","Tel 255 3060 Mostly gay men but it's gay owned and community minded supportive of all gay concerns. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Cricket's Country Club","Bar","2037 Fourth NW","Albuquerque","NM","Tel 242 00720 A very highly recommended private club. ","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Kindly Yours","Bar","113 Alvarado North East","Albuquerque","NM","After hours only. Game room disco small kitchen. No booze, no drugs. Same owners as Foxes. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"The Heights","Bar","4621 Central NE","Albuquerque","NM","Tel 265 9955 Not gay owned! ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"The Rythm Cafe","Bar","","Gallup","NM","","*","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"The Senate","Bar","221 Galisteo","Santa Fe","NM","Definitely a gay bar with potential. Roomy, many tables, large dance floor, disco style music but no customers. ","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Lesbians for Liberation ","Organization","332 Hudson Ave","Albany","NY","PO Box 131 Tel 518 462 6138","***(**)","Organizations","",1977,"checked","","",,"manual"
"Eightballs Lounge","Bar","369 Central Ave","Albany","NY","","**","","",1977,"","","",,"manual"
"A Woman's Place","Resort","","Athol","NY","Tel 518 623 9541 Address A Woman's Place Athol. An Adirondack Mountain Retreat for women only. Send for their brochure. ","","","",1977,"checked","","",,"manual"
"Gaslight House","Bar","219 Washington","Binghampton","NY","","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Granny Goodness","Bar","1180 Hertel Ave","Buffalo","NY","Tel 716 877 9044","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Sisters of Sappho","Organization","1350 Main Street","Buffalo","NY","Tel. 881 5335 Switchboard. Their newsletter Lavendar Grapevine","*****","Organizations","",1977,"","","",,"manual"
"Hibachi Room","Bar","274 Delaware Ave","Buffalo","NY","Tel 854 1453","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Downtowner Lounge","Bar","212 Franklin","Buffalo","NY","Nice gay bar owner supportive to Gay Center","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Emma","Bookstore","17 Brewster Street","Buffalo","NY","","","","",1977,"","","",,"manual"
"Mary's Grill","Bar","112 Lake Street","Elmira","NY","","***","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Green Onion","Bar","","Elmira","NY","","***","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"The Laurel Tree","Bar","","Chittenango","NY","About 2 miles south on Falls Boulevard off Route 5. Conflicting reports (1) all gay weekends and holidays (2) It's gone totally straight. ","***","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Mr. Chips","Hotel/Bar","","Lake George","NY","RD No 1 Tel 518 792 9434","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Porthole","Bar","75 Route 9 West","Congers","NY","In Congers","***","Bars, Clubs, Coffeehouses ","In the scanned issue, it is listed under ""Jamestown/Congers/Nyack"" The description places it in Congers, so during the clean up process, I changed it to Congers",1977,"","","",,"manual"
"The Barn","Bar","","Latham","NY","Route 9, about 20 minutes north of Albany. A
beautifully converted barn with downstairs lounge
and upstairs disco. “Right now it’s 80% gay men but
the gay women in the area are catching on fast and
catching up in numbers.”","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Pat & Scottie's Lounge","Bar","24 Ackerson","Long Island","NY","","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"The Millstone","Bar","","Bridgehampton","NY","Across from the Racetracks","*(?)","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Out of this World","Bar","Montauk Highway","Easthampton","NY","Voyeuristic tourists in great abundance. ","***","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Yoghurt Heaven","Restaurants","23 Hewton Lane","Easthampton","NY","Woman owned","","","",1977,"","","",,"manual"
"Chez Patchez","Bar","","Easthampton","NY","Ask locally","***","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"The Monster","Bar","","Easthampton","NY","","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Sea Shack","Bar","","Easthampton","NY","","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Blue Whale","Bar","","Easthampton","NY","Home of the tea dance. Daily 5:30-7:30pm","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Les Girls","Bar","","Easthampton","NY","","****(?)","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Sandpiper","Bar","","Easthampton","NY","","**","Bars, Clubs, Coffeehouses ","",1977,"checked","","",,"manual"
"Chardy's ","Bar","2850 Ponds Road","Lake Ronkonoma","NY","Tel 516 588 6868 Lindernhurst/West Babylon","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Dockside","Bar","771 South Ninth","Lake Ronkonoma","NY","Tel. 226 9838","**","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"All the Queen's Women","Center","163-23 Depot Road","Flushing","NY","Tel 762 9140 Lesbian Raps","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Guys and Dolls","Bar","918 Straight Path","Lake Ronkonoma","NY","Tel 888 7557","**(?)","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"T.C. and Company","Bar","121 Woodfield Road","West Hempstead","NY","Tel 516 486 95116 Open 7pm-4am Call for directions. We are friendly a different kind of women's bar. ","****","Bars, Clubs, Coffeehouses ","",1977,"","","",,"manual"
"Sister Bear","Feminist Bookstore","401 First Street","Liverpool","NY","We sell Gaia's Guide","","","",1977,"","","",,"manual"
"Majority Report","Newspaper","74 Grove Street","New York City","NY","Tel. (212) 691-4950. The most widely
circulated feminist newspaper in the world. International in scope and thoroughly revolutionary in
concept. Lots of lesbian news and information. 95.00
Per year","","","",1977,"","","",,"manual"
"Betsy Ross Room","Bar","73-13 37th Road","Jackson Heights","NY","Tel 429 8605","**","Bars, Clubs, Coffeehouses ","Scanned issue lists this entry under ""Jackson Heights/Queens"" when I put the address in the geocoding tool, it came up as Jackson Heights, so I changed it to that",1977,"","","",,"manual"
"The Alley","Bar","37th Avenue","Jackson Heights","NY","Jackson Heights","*","Bars, Clubs, Coffeehouses ","Scanned issue has this listed under ""Jackson Heights/Queens"" and the description for this one states it is in Jackson Heights. During the clean up process I changed it to be Jackson Heights with no /",1977,"checked","","checked",,"manual"
