"title","type","address","city","state","description","stars","star.type","notes","year","unclear.address","statewide.address","mentions.race","mentions.disability","transcription.method"
"Olive Street News","Bookstore"," 3608 Olive","St. Louis","MO","Tel.371-133O.Open; 11am-6pm. Gay titles for men and women.","-","","",1981,"","","",,"manual"
"Left Bank Books","Bookstore","399 North Euclid, 63108","St. Louis","MO","Tel. (314) 367-6371.Gay books, feminist books and Gaia’s Guide. Open: Mon. 10an-6pm; Tues/Sat. 10am-.l0pm.--Records, posters, bulletin board, coffee & tea served. They also sell used books.","-","","",1981,"","","",,"manual"
"The Galaxy","Bars","300 College","Springfield","MO","Tel. (417)866-8826.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Homo on the Range","Publications"," P.O. Box 8896, 59807","Missoula","MT","Tel.(406)728-8758. The publication of Out in Montana. Free—but donation appreciated.","-","","",1981,"checked","","",,"manual"
"Crystal Lounge","Bars","Broadway at 1st Avenue","Billings","MT","""Might be gay - might not be?""","(?)","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Amazon Spirit","Publications","Box 523, 59601","Helena","MT"," The publication of THE MONTANA LESBIAN COALITION. Bi-montnly: $5.00 per year.","-","","",1981,"checked","","",,"manual"
"Montana Lesbian Coalition","Groups"," P.O. Box 523, 59601","Helena","MT","$7.50 per year includes subscription to bi-monthly ""Amazon Spirit"". ""HLC 13 a statewide organization providing contacts, info and support to lesbians in Montana. Regular meetings not yet held but MLC occasionally co-sponsors cultural events, etc.","**","Organizations","",1981,"checked","","",,"manual"
"Helena Women's Center","Women's Centers","146 East 6th, 59601","Helena","MT","Tel.(406)443-5353.Contact them for correct current details about the activities of the LESBIAN FEMINIST UNION and GAY WOMEN'S NETWORK. Helpful people.","****(*)","","",1981,"","","",,"manual"
"Out in Montana","Groups","P.O. Box 8896, 59807","Missoula","MT","Tel.(406)728- 8758. ""A statewide group of lesbians and gay men involved in gay rights activities and sponsoring periodic social functions. Their publication HOMO ON THE RANGE is free but donations are : Encouraged and greatly appreciated.","*","","",1981,"checked","","",,"manual"
"Women's Resource Center","Women's Centers","University Center. 59812","Missoula","MT","Tel. 243-4153. Open Mon-Fri. 9am-4pm. The center services are primarily, but not exclusively for students. Contact with Missoula Gay Women’s Network should be made through them. Their publication: MONTANA WOMEN'S RESOURCE. You w ill find them extremely helpful.","****(*)","","",1981,"","","",,"manual"
"Al & Vic's Bar","Bars","199 W. Alder, 59801","Missoula","MT","Tel. (406) 728-9970. They say ...""we feel this is basically a bisexual singles bars - some weirdo’s but mostly O.K. Friday is swap night!"" (They get five stars for honesty.) Open: 7am-2am. Pool table, pin ball.","","","",1981,"","","",,"manual"
"Pathway Lounge","Bar/Restaurant","280 Henderson Street, 07302","Jersey City","NJ","Tel. 434-3659.","**","Bar/Restaurant","",1981,"","","",,"manual"
"Pad I","Bars","389 Madison Avenue","Paterson","NJ","","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Asylum","Bars","","Wallington","NJ","Tel. (201)491-3859. Encouraging gay patronage. Wallington is north
of Rutherford and east of Passaic. Phone up for directions.","**","Bars, Clubs, Coffeehouses","",1981,"checked","","",,"manual"
"Sound Effects","Bars","751 Washington Avenue","Belleville","NJ","Tel.759-5126. VERY loud disco with a huge dance floor. About 50% gay women—local crowd.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Albion Hotel/Motel","Hotel","Second Avenue & Boardwalk","Ashbury Park","NJ","Tel. 776-8300.","-","Hotels, Motels, Services","",1981,"","","",,"manual"
"My Sister's Place","Feminist Bookstore","100, Main Street, 07024","Fort Lee","NJ","Tel. (201) 944-2236. They sell GAIA'S GUIDE and are very nice people.--Walking distance from the George Washington Bridge.-- A very highly recommended place. ","-","","",1981,"","","",,"manual"
"Gay Activists Alliance/Morris County,","Groups"," P.O. Box 137, 07961","Morristown","NJ","Tel.(201 )762-6217.Meetings at: Morristown Unitary Fellowship, Normandy Heights,Morristown. All gay women and _  ","*","Organizations/Groups","",1981,"checked","","",,"manual"
"Odyssey Club","Bars","427 Cookman Avenue","Ashbury Park","NJ","Tel.(201)775- 9819- Showtime: 11pm on Sundays; Sunday brunch: 1-4pm. Recommenced.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"M & K Club","Bars","319 Cookman Avenue, 07712","Ashbury Park","NJ","Tel.(201)775 9694.This is a disco club with five bars and two disco floors. The entire second floor is for women only. Sunday is show night at 11:30pm. Very, very highly recommended.","**(**)","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Forty West","Bars","40 West State Street","Trenton","NJ","","**(?)","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Chez Disco/DCA","Bars","245 South New York Avenue","Atlantic City","NJ","Tel. 344-9876.","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Mama Mott’s","Restaurants","151 South New York Avenue, 08101","Atlantic City","NJ","","*","Restaurants","",1981,"","","",,"manual"
"Sapphic Sisters","Groups","P.O. Box 2104, 07083","Union","NJ","Tel.(201)757-
1073-Hotline, monthly newsletter, regular meetings and other
happenings. Counseling and referrals. Alternate phone
number: 245-7024 Also: Amazon Autumn Conference committee/organizes all lesbian yearly conference in New
Jersey—workshops on politics, health,sexuality, etc.","**","","",1981,"checked","","",,"manual"
"Emerald City","Bar/Restaurant","Rte. 70, 08401","Cherry Hill","NJ","Tel.(215)923-0233.Dinners ""rom 7pm—disco from 10pm. Weds/Fri/Sat. Alternate phone number: (609)488-0222.","**","Bar/Restaurant","",1981,"","","",,"manual"
"Mine Hill Tavern","Bars","Randolph Avenue","Dover","NJ","Tel. 366-9611","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Lamplighter","Bars"," 5, North Gate Plaza","Camden","NJ"," Tel. 966-1421. Ring up for directions because it’s hard to find. About 50% gay women and very highly recommended.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Herizon","Feminist Bookstore"," 92 1/2 Elm Street, 07960","Morristown","NJ","Tel. (201) 267-3858.Records, buttons, jewelry, posters,concert tickets, book parties, mail order service, bulletin board, referral service . menstrual sponges, T-shirts & GAIA’S GUIDE.","-","","",1981,"","","",,"manual"
"Lyle's Place","Restaurants","120 South New York Avenue, 03401","Atlantic City","NJ","Tel. (609)345-0955.0pen 7:30am-4pm for lunches. Recommended.","*","Restaurants","",1981,"","","",,"manual"
"Rap Line","Services","","Cherry Hill","NJ","Tel.(609)667-4766.Rap line of the South
Jersey Lesbian/Feminists.","-","Hotels, Motels, Services","",1981,"checked","","",,"manual"
"New Jersey Gay Coalition","Organisation and Services","P.O. Box 137, 07961","Morristown","NJ","Tel.(609)921-2565."" A committee of delegates drawn from over a dozen NJ. community, university and religious groups. Their publication: CHALLENGE","-","Organizations/Groups","",1981,"checked","","",,"manual"
"Bea's Inn","Bars","65 Mill Street, 07501.","Paterson","NJ","Tel.525-9436.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Challenge","Publications","P.O. Box 137, 07961","Morristown","NJ","Tel.(201)691 0388.Local and national news, poetry + events calendar and very handy ""places to go"" column. $5.00 p.a.","-","","",1981,"checked","","",,"manual"
"Closet Lounge","Bars","341 Landisville, 08326","Landisville","NJ","Tel. 697-9801. bar/restaurant/disco. Open 10am-3am. Closed Weds. Recommended.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"United Sisters","Services","","Union","NJ","Tel. 233-3848.","-","Hotels, Motels, Services","",1981,"checked","","",,"manual"
"Murphy’s","Bars","59, Edison Place, 07102.","Newark","NJ","Tel.622-9176.Open 11am-2am/3am. Dance bar. Clientel: gay women and men of all ages.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"A Place of One's Own","Restaurants","64, Main Street","South River","NJ","Tel.(201)254 9774.A restaurant for feminists and their friends. Highly recommended","**","Restaurants","",1981,"","","",,"manual"
"Something's Fishing","Bars","52, Garden Street, 07055.","Passaic","NJ","Tel. 473-9144.","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Boardwalk Bookstore","Bookstore","1035 Boardwalk, 08401","Atlantic City","NJ"," Tel. 348-0800. General bookstore—gay titles.","-","","",1981,"","","",,"manual"
"Country Crepe Shoppe","Bar/Restaurant"," 39, Washington Street","Morristown","NJ","Tel. 540-0017.Lunch, dinner, cocktails and happy hours.","**","Bar/Restaurant","",1981,"","","",,"manual"
"Cell's Saratoga","Show-Bars","205 South New York","Atlantic City","NJ","Tel. 344-3578.Breakfast and lunches. Also drag shows. Recommended.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Louise's Entertainers Club","Show-Bars","169 South Westminster Ave., 08401","Atlantic City","NJ"," Tel. (609 )34 4-9223.Dance bar/piano bar. Food, drag shows, free buffets in the summer on Sunday afternoons, and Sunday brunches in the winter. Summer hours: noon-4am/10am (weekends). Winter hours: 3pm-4am & noon-4am (weekends). Cliental: gay women and men.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"New Jersey Gay Switchboard","Services","","Union","NJ","Tel. (609)921-2565.","-","Hotels, Motels, Services","",1981,"checked","","",,"manual"
"Tea & Symphony","Coffeehouses","Cardinale Square, 1550 Lemoine Avenue","Fort Lee","NJ","Tel. (201)947-9744. Crepes, salads, soups, desserts, chili. Live music on Fridays, Saturdays and Sundays. Open: Mon.-Thurs. 11am-10pm; Fri. & Sat. 11am-2am; Sun 1pm-midnight.","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"O'Bailey's","Bar/Restaurant","17 South Broad Street","Elizabeth","NJ","Tel. 353-9154.","**","Bar/Restaurant","",1981,"","","",,"manual"
"Market Street Spot","Bookstore","46, Cainci Street, 07501","Paterson","NJ","Tel. 523-1596. General bookstore—gay titles.","-","","",1981,"","","",,"manual"
"Casa Lido","Bar/Restaurant","120 South Warren Street","Trenton","NJ","Tel. 394-8158.Dance 1 bar—some straights do frequent. Open 9am-2am.","**","Bar/Restaurant","",1981,"","","",,"manual"
"Bond Street","Bars","Bond Street","Ashbury Park","NJ","","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Asbury Hudson Hotel","Hotel","331 Cookman Avenue","Ashbury Park","NJ","Tel.(201)775-9664.A hotel for gay men and women.","-","Hotels, Motels, Services","",1981,"","","",,"manual"
"Top of the Rail","Bars","12, South Mt. Vernon Avenue, 08401","Atlantic City","NJ","Tel.(609)344-7595.Food, dancing, entertainment. A private women’s bar with over 3000 members. Open 24 hours. Downstairs s the Brass Rail--a gay bar with mixed clientel. —Very, Very
highly recommended.","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Wooden Indian","Bars","677 South Broad Street, 08611","Trenton","NJ","Tel.(609)392-9574.Congenial atmosphere, two dance floors,
occasional entertainment, free snacks. Open: 7pm-2am seven days week. Highly recommended. Separate women’s room—the D.J. is a woman and they sell GAIA'S GUIDE. ","**(**)","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Fancy's Disco","Bars","708 West Street,07087","Union City","NJ","Tel.863—9411.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Manny’s Den","Bars","111 Albany Street, 08901.","New Brunswick","NJ"," Tel.(201)545-7329.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Archie’s Lounge","Bars","312 Cookman Avenue","Ashbury Park","NJ","Tel. 775-9741.","**","Bars, Clubs, Coffeehouses","",1981,"","","checked",,"manual"
"J.T.’s Key Club","Bars","295 Union Avenue","Paterson","NJ"," Small neighborhood dance bar. Dancing, pool table and pin-ball. Some straights but should be O.K.","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Jazz Date","Bars","321 State Street","Perth Amboy","NJ","Shows on Saturday nights. A gay bar.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Davenport Hotel","Hotel","116 South Carolina Avenue, 08401","Ashbury Park","NJ","Tel. 344-7590. 70 rooms, private baths, air-conditioning, free parking. Near the beach, boardwalk and gay bars. Recommended.","-","Hotels, Motels, Services","",1981,"","","",,"manual"
"Rap Lines/Morris County","Services","","Morris County","NJ","Tel.(201) 347-6234 before noon or weekends:+ 347-3959 evenings or weekends;+ 884-0653 evenings or weekends; + 455-9738 Monday evenings only.","**","Hotels, Motels, Services","",1981,"checked","","",,"manual"
"Gay Alliance of Princeton","Groups","306 Green Annes, 08540","Princeton","NJ","Tel.452-5338. Switchboard: Sun. ,Mon. ,Tues. ,Thurs.,—7:30pm-10:30pm. Peer counseling, legal and medical referrals, social activities. Regular weekly meetings.","*","Organizations/Groups","",1981,"","","",,"manual"
"A Place of One's Own","Bar/Restaurant","64 Main Street, 08882","South River","NJ","Tel. 254-9774.Open from 5pm. They sell women's music.","****","Bar/Restaurant","",1981,"","","",,"manual"
"The Other Half","Bars","Jernee Mill Road","Sayerville","NJ","Tel.254-9600.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Italian Kitchen","Bars","Rte. 94 (off 206).","Newton","NJ","Bar and food after 9pm on Saturdays. Attractive bar, friendly service, juke bor dancing. Gay on weekends. Recommended.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Chester Inn","Hotel","132 South New York Avenue, 08401","Atlantic City","NJ","Tel. (609)345-1964. 100 rooms. Swimming pool. Mostly gay men.","-","Hotels, Motels, Services","",1981,"","","",,"manual"
"King's Inn","Bars","Rte. 27","Kingston","NJ","","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Penelope's","Bars","611, Central Avenue","East Orange","NJ","Tel. 673-7710. Women's bar downstairs. Recommended. ","**(**)","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Barrell House","Bars","40 West Grand Street, 07208","Elizabeth","NJ","Tel. 353-9150. Big disco--free parking.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Lambertville House","Bars","32, Bridge Street","Lambertville","NJ","","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Musical Bar","Bars","210 South Main, 08865. ","Phillipsburg","NJ","Tel.454-9085.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Night Moves","Bars","21 Ferry Street","South River","NJ"," Tel.(201)254-9812.s.
club with a cozy atmosphere. Sunday afternoons are great relaxing, having a beer and playing pool. Hot dogs served. Dancing. Open: Wed. -Sat. 8pm-2am;Sun. 2pm-2am.
Closed Mon. & Tues. Very, very highly recommended.","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Zodiac","Bars","1500 South Clinton Avenue","Trenton","NJ","","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Lesbian Feminist Collective","Services","","Union","NJ","Tel.791-9252. Alternate
Phone number: 343-6402","-","Hotels, Motels, Services","",1981,"checked","","",,"manual"
" Gay People of Princeton","Services","","Princeton","NJ","Tel.921-2565 (evenings contact men for correct, current local information.","-","Hotels, Motels, Services","",1981,"checked","","",,"manual"
"The Bell","Bars","41 State Highway Number 4","Hackensack","NJ","Tel. (201) 487-1282. Two bars, disco dancing, a lounge, real fireplace burning in winter, stage shows and a fantastic costume party every Halloween. Recommended.","","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Paula's","Restaurants","64 Greenwich Avenue","Manhattan","NY","Tel. 243-9200.","*","Restaurants","",1981,"","","",,"manual"
"Lilith","Coffeehouses","169 Central Avenue, 12206.","Albany","NY","Tel. 9061.Non-alcoholic space. Good food plus games, music, entertainment. Open daily from 1pm and very highly recommended.","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"TAVERN -ON-THE-TURN","Bars","172-22 Hillside Avenue.","Queens","NY","","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Womantiques","Antiques","10025","Manhattan","NY"," Tel.(212)866-6622.A unique collection of antiques, collectibles, memorabilia, jewelry, prints, wall hangings, rare books, old sheet music, bric-a-brac, etc. etc. ALL
ON THE THEME OF WOMEN. By appointment: (212)866-6622.","-","","",1981,"checked","","",,"manual"
"The Patio","Bars","215 Monroe Avenue","Rochester","NY","Tel. 232-6400. Mugi., select of bring your own albums. Cocktail hour: 4pm-8pmML
Sandwiches till lam. A highly recommended place.","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Ronnie's Thing at Parkside","Bars","56 East Mt.Eden Avenue.","Bronx","NY","Tel. 991-5578","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Gourmet Restaurant, Maverick Inn & Motel. ","Restaurants","","Woodstock","NY","Tel.(914) 657- 8927.","**","Restaurants","",1981,"checked","","",,"manual"
"Gay Community Services","Centers","385 West Onondaga Street, 13202","Syracuse","NY","Tel.(315)475-6857. Alternate phone number: 475-5225.","***","","",1981,"","","",,"manual"
"Women’s Liberation Center of Nassau County","Centers","14 West Columbia Street, 11550","Hempstead","NY","","****","","",1981,"","","",,"manual"
"Gay Community Center","Religious Groups","26 Ninth Avenue.","Manhattan","NY","Tel. 255-9802","-","","",1981,"","","",,"manual"
"Community Bookstore","Bookstore","143-Seventh Avenue, 11217.","Brooklyn","NY","Tel.783-
7075 General bookstore with a good section on women’s books. Bulletin board. Open: Mon-Sat-10am-6pm.","-","","",1981,"","","",,"manual"
"Comeback","Bars","Route 9W, 10968.","Piermont","NY"," Tel.783-7752.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Half Shell","Bars","253 East Water Street","Syracuse","NY","Tel.471- 9375.Cliental: gay women and men. Open: 4:30pm-2am 7 days a week. (Across from the City Hall and State Tower Building.)","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Duchess","Bars","70 Grove Street. ","Manhattan","NY","Tel.242-1400","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Movie Gallery","Movie Gallery","2072 Front Street.","East Meadow","NY","Tel.(516)742- 0294.Movie posters and stills.","-","","",1981,"","","",,"manual"
"Flavors","Bars","120-31 83rd. Avenue","Queens","NY","Tel. 846-9512. Disc and show-bar.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Smithtown Motor Lodge","Motels","755 Smithtown Bypass, 11787","Smithtown","NY","Tel. (516) 588-6800.","-","Hotels, Motels, Services","",1981,"","","",,"manual"
"Fort Dyke","Women's Centers","49—51 Prince Street.","Manhattan","NY","Dancing/chess/other games/socials/music and non-alcoholic drinks, A Lesbian separatist center. Hospitable atmosphere.","*****","","",1981,"","","",,"manual"
"C'est Bon","Bars","2520 Merrick Road, Nassau","Bellmore","NY","Tel.785-9345.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Community Bookstore","Bookstore","162 Montague Street, 11201.","Brooklyn","NY","Tel. 834-9494. Separate women’s section. Open Mon-Fri. 10am-9pm. & Sat’ to 6pm. Located in Brooklyn Heights.","-","","",1981,"","","",,"manual"
"Lloyd's Restaurant","Restaurants","289 Alexander St.","Rochester","NY","Tel.546-2211. Gay owned. Nice atmosphere.","*","Restaurants","",1981,"","","",,"manual"
"Herbs and Weeds","Herbal Medicine","P.O. Box 609, 12498.","Woodstock","NY","Tel. 246-8081.Classes in herbal intensives offered by Susan S. Weed. Wild food and mushroom walks/field work/dlagnosls/preparatlons/heallng foods/psychis aids (tarot touch and color) focus on women and first aid.","-","","",1981,"checked","","",,"manual"
"Stonewall Society","Groups","Carroll Street","Poughkeepsie","NY","Tel. (914) 473-3857.","*","","",1981,"","","",,"manual"
"Metropolitan Community Church","Groups","819, Madison Street, 13210","Syracuse","NY","Te1.(315)478-5225-The Christian Church with an out-reach to the Gay Community.","-","Organizations/Groups","",1981,"","","",,"manual"
" Friar's","Bars","248 Monroe Ave.","Rochester","NY","Tel.232-9803.Juke box/small) dance floor.","MGM**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"The Summer Tree","Bar/Restaurant","20 Main Street.","Easthampton","NY","Tel.(516)324- 9824.Friday and Saturday breakfast 2 am till 6 am.","**","Bar/Restaurant","",1981,"","","",,"manual"
"Dapper and Friends","Bars","350 East 81st Street, 10028.","Manhattan","NY","Tel.353-9260.Bar+ restaurant. Intimate booths/sensuous light
| shows. Disco and backgammon. Open 9pm-4am. Highly recommended
but apparently there’s some damned thing about dress regulations, (yet!)","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Arch Diocese","Bars","61-06 39th. Avenue. ","Queens","NY","Tel. 429-6673.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Marty's","Bar/Restaurant","P.O. Box 247.","Uniondale","NY","Tel. (212) 947-0949. Disco parties/swimmig pool/overnight accomodation/excellent restaurant, fignly recommended.","**","Bar/Restaurant","",1981,"checked","","",,"manual"
"Riverview","Bars","242 South Avenue","Rochester","NY","Tel.244-0440.","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Pal Joey's West","Bars","2457 Jerusalem Avenue","Bellmore","NY","Tel.785-9301","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Red Room","Bars","Sylvan Beach","Suffolk County","NY","Tel.(516)581-6571.","**(?)","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Broome County Gay Alliance","Organisation and Services","P.O. Box f-1711, 13902.","Broome County","NY","Tel. (607) 797-3453.","***","Organizations/Groups","",1981,"checked","","",,"manual"
"Sea Shack","Bars","Cherry Grove","Fire Island","NY","Tel.597-6140.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Herizon","Bars","77 State Street","Binghamton","NY","Tel. (607) 723-9843. A private social club for women--owned collectively by the members: Bar/dancing/pool/ games. Also: poetry reading. Women
entertainers,theater and open mike nights. Open: Thurs.-Sat. 9pm-closing (about 3am) and other times for special events. Non-members with a copy of GAIA'S GUIDE and valid I.D. can get in. A very highly recommended place.","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Burnet Books","Bookstore","301 Burnet Avenue, 13204","Syracuse","NY","Tel. (315) 463-8555.","-","","",1981,"","","",,"manual"
"Eight balls Lounge","Bars","369 Central Avenue","Albany","NY","Tel. (518) 445-9824","MGM**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Smedley's Bookshop","Feminist Bookstore","119 East Buffalo Street, 14850","Ithaca","NY","Tel.(607) 273-2325.Records, buttons,T-shirts, magazines, Jewelry, posters,art gallery and bulletin board. Owned and operated by wonen who are very well versed in community resources and
contents of books carried. Open m-f: 10am-6pm/Sat: 10am-5pm. They sell GAIA'S GUIDE.","-","","",1981,"","","",,"manual"
"Ariadne Tours","Travel Agencies and Clubs","2 Stony Hill Lane, 10994","Nyack","NY","Tel. (914) 268-7441.","-","","",1981,"","","",,"manual"
"Mr. Chips","Bars","Route 9 North, 12845.","Lake George","NY","Tel.792-9434.","MGM**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Isis","Jewelry/Crafts","56 South Main Street","Sayville","NY","Tel.567-8769.Gay Jewelry in -1 ""t: gold.","-","","",1981,"","","",,"manual"
"Gansett Green Ltd","Apartments/Cottages","Box 799, 11930. ","Long Island","NY","Tel.(516) 267-3133.","-","","",1981,"checked","","",,"manual"
"N.O.W.","Groups","","Syracuse","NY","—see GAYLIGHT events calender.","-","Organizations/Groups","",1981,"checked","","",,"manual"
"Lesbian Social Club","Groups","2474 Main St, 14214","Buffalo","NY","Contact Emma Bookstore, Tel.(716) 836-8970.","-","Organizations/Groups","",1981,"","","",,"manual"
"Ithaca Women's Center","Women's Centers","4103 North Plain Street, 14850.","Ithaca","NY","Tel. (607) 272-6922.","****","","",1981,"","","",,"manual"
"Sandpiper","Bars","The Pines","Fire Island","NY","Tel. (516)537-0499/1.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"CayHotline","Services","","Bayshore","NY","Tel.(516)665-7373.Tues/Weds/Thurs. night","-","Hotels, Motels, Services","",1981,"checked","","",,"manual"
"The Silhouette","Bars","53 West 19th Street, 10010","Manhattan","NY","Tel.929- 9328.Might be closing—local comments, please.","****","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Lesbian Herstory Archives","Services","P.O.Box 1258, 10001.","New York","NY","Tel.874- 7232.""Collecting material on all aspects of Lesbian Culture.","-","Hotels, Motels, Services","",1981,"checked","","",,"manual"
"Allen Club","Bars","278 Allen Str.","Rochester","NY","Tel.325-9 342.Women’s club
Juke box/large dance floor. Open Weds.-Sun.","***","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"G.R.O.W., (Gay Rights for Older Women)","Groups","","Buffalo","NY","Tel. (716) 836-8970. ","**","Organizations/Groups","",1981,"checked","","",,"manual"
"Lesbian Task Force of N.O.W.","Groups","142 Willow Street","Huntington","NY","","-","Organizations/Groups","",1981,"","","",,"manual"
"Harpur Lesbian Alliance","Groups","c/o Harpur Women’s center, 13901","Binghamton","NY","","**","Organizations/Groups","",1981,"","","",,"manual"
"Fiddlesticks","Bars","205 Cypress Avenue. ","Queens","NY","Tel.497-9357.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"La Fronde","Restaurants","605 Hudson Street","Manhattan","NY","Tel. 675-9839.","**","Restaurants","",1981,"","","",,"manual"
"A Touch of Class","Bars","113-24 Queens Blvd., 11375","Queens","NY","Tel.268- 1837. Cocktail hours and Monday night movies.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Women's Information Center","Women's Centers","601, Allen Street, 13210 ","Syracuse","NY","Tel.(315)478-4636.","****","","",1981,"","","",,"manual"
"Equus","Bars","3882 Sunrise Hiway","Seaford","NY","Tel.781-7526.","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Alternatives Corner","Bookstore","374 Woodfield Road, 11552.","West Hempstead","NY","Tel.(516)483-2050.Feminist books/buttons/records/T-shirts and a bumper sticker which says ""God is coming and is she pissed!"" They also sell GAIA'S GUIDE but I think I like the bumper sticker better.","-","","",1981,"","","",,"manual"
"Triangle Gay Community Center","Centers","26 Ninth Avenue at 14th Street.","Manhattan","NY","Tel.675-0143","***(**)","","",1981,"","","",,"manual"
"Women's Interart Center","Theater/Arts Center","549 West 52nd Street, 10019","Manhattan","NY","Tel. (212) 246-6570.","-","","",1981,"","","",,"manual"
"Sitcor Tours Inc.","Travel Agencies","433 Deer Park Avenue, 11702.","Lindenhurst","NY","Tel. (516) 422-0066","-","","",1981,"","","",,"manual"
"Woman’s Way","Retreat","","Craryville","NY","Tel.(518)325-3374.A retreat for women--located 2 1/2 hours from NYC. Always good reports.","-","","",1981,"checked","","",,"manual"
"Djuna Books/The Village Bookstore for Women","Bookstore","154 W. 10th Street","Manhattan","NY","Tel.(212) 242-3642.A LARGE selection of lesbian titles. Also: buttons/T-shirts/Jewelry/chlldren's books/cards. Reference materials and mail order service—$.25 for book and record lists. Open-M -Th: 1 lam-7pm;Fri. & Sat. 1 2noon-8pm;Sun. 12noon-6pm. They s e l l GAIA'S GUIDE.","-","","",1981,"","","",,"manual"
"Candyman","Bars","68 Westchester Avenue, 10573. ","Plattsburg","NY","Tel.939-9482","**","Bars, Clubs, Coffeehouses","",1981,"","","",,"manual"
"Lesbian Feminist Liberation-""L.F.L.""","Organisation and Services"," 243 West 20th Street, 100","Manhattan","NY","Tel.(212)691-5460.Includes a political committee working to change the law and attitudes. There is also a speakers bureau and they sponsor dances, parties and concerts. Their publication is ""THE LESBIAN FEMINIST ($5-00 p.a.) which is full of local resource info.","****(*)","Organizations/Groups","",1981,"","","",,"manual"
"The Common Ground","Bars","134 West State Street, 14850.","Ithaca","NY","A mixed gay bar with community benefits and feminist music group happenings. Highly recommended.","**","Bars, Clubs, Coffeehouses","",1981,"","","checked",,"manual"
"Gay Mothers’ Group","Lesbian Mothers","","Syracuse","NY","—See GAYLIGHT for details.","**","","",1981,"checked","","",,"manual"
