"geocode.value","lon","lat","geoAddress"
"Witchita Falls, TX",-98.4933873,33.9137085,"wichita falls, tx, usa"
"Wolverton, MN",-96.7336901,46.5632949,"wolverton, mn 56594, usa"
"Woods Hole, MA",-70.6730857,41.5264977,"woods hole, falmouth, ma, usa"
"Yakima, WA",-120.5060955,46.6022299,"yakima, wa, usa"
"Yarmouth Port, MA",-70.2133591,41.7088078,"yarmouth port, yarmouth, ma 02675, usa"
"York, ME",-70.6482581,43.1617483,"york, me, usa"
"York Beach, ME",-70.6222954,43.1632154,"york beach, york, me 03909, usa"
"Ypsilanti, MI",-83.6129939,42.2411499,"ypsilanti, mi, usa"
"Zion Nat'l Park, UT",-113.0263005,37.2982022,"zion national park, utah, usa"
"Isabela, PR",-67.0226297,18.4561305,"isabela, puerto rico"
"San German, PR",-67.0350137,18.0799002,"san germán, 00683, puerto rico"
"St Croix, VI",-64.8347992,17.7245968,"st croix, usvi"
"St John, VI",-64.7280952,18.3368114,"st john, 00830, usvi"
"St Thomas, VI",-64.8940946,18.3380965,"st thomas, 00802, usvi"
"Atmore, AL",-87.4938708,31.0237921,"atmore, al 36502, usa"
"Decatur, AL",-86.9833417,34.6059253,"decatur, al, usa"
"Helena, AR",-90.5911996,34.5291892,"helena-west helena, ar, usa"
"Wickenburg, AZ",-112.7301882,33.9697664,"wickenburg, az 85390, usa"
"Yuma, AZ",-114.6276916,32.6926512,"yuma, az, usa"
"Apple Valley, CA",-117.1858759,34.5008311,"apple valley, ca, usa"
"Arnold, CA",-120.3510307,38.2554729,"arnold, ca 95223, usa"
"Auburn, CA",-121.0768901,38.8965654,"auburn, ca, usa"
"Benicia, CA",-122.1585777,38.049365,"benicia, ca, usa"
"Capistrano Beach, CA",-117.6690208,33.4596667,"capistrano beach, dana point, ca 92624, usa"
"Corona, CA",-117.5760323,33.8787742,"corona, ca, usa"
"Ferndale, CA",-124.2639442,40.5762406,"ferndale, ca 95536, usa"
"Grass Valley, CA",-121.0610606,39.2190608,"grass valley, ca, usa"
"Lafayette, CA",-122.1180201,37.8857582,"lafayette, ca, usa"
"Lakeport, CA",-122.9158293,39.0429506,"lakeport, ca 95453, usa"
"Leucadia, CA",-117.3017071,33.0644311,"leucadia, encinitas, ca 92024, usa"
"Napa Valley, CA",-122.3943299,38.4274315,"napa valley, ca, usa"
"Pismo Beach, CA",-120.6412827,35.1427533,"pismo beach, ca, usa"
"Sequoia Nat'l Park, CA",-118.5657516,36.4863668,"sequoia national park, california, usa"
"Tomales, CA",-122.9055518,38.246307,"tomales, ca 94971, usa"
"Grand Lake, CO",-105.8230671,40.2522073,"grand lake, co, usa"
"Collinsville, CT",-72.9201022,41.8128757,"collinsville, canton, ct 06019, usa"
"East Windsor, CT",-72.5578799,41.9161361,"east windsor, ct, usa"
"Sandy Hook, CT",-73.2833176,41.4218208,"sandy hook, newtown, ct, usa"
"Claymont, DE",-75.4596404,39.8006685,"claymont, de 19703, usa"
"Dover, DE",-75.5243682,39.158168,"dover, de, usa"
"Bradenton Beach, FL",-82.6993631,27.4682549,"bradenton beach, fl, usa"
"New Smyrna Beach, FL",-80.9231601,29.0274345,"new smyrna beach, fl, usa"
"Maderia Beach, FL",-82.7973247,27.7980814,"madeira beach, fl, usa"
"Narnaja, FL",-80.4228332,25.5181647,"naranja, fl 33032, usa"
"St Augustine, FL",-81.3139313,29.8921835,"st. augustine, fl, usa"
"Ocean View, HI",-155.7492635,19.0756556,"ocean view, hi, usa"
"Windward Coast, HI",-155.6658568,19.8986819,"hawaii, usa"
"Caldwell, ID",-116.6873596,43.6629384,"caldwell, id, usa"
"Champaign/Urbana, IL",-88.2435155,40.1162884,"champaign, il, usa"
"Lake County, IL",-87.6186379,42.2904579,"lake county, il, usa"
"Lansing, IL",-87.538931,41.5647575,"lansing, il, usa"
"Lake Station, IN",-87.2389246,41.5750369,"lake station, in, usa"
"Chesterton, IN",-87.0641992,41.6105937,"chesterton, in 46304, usa"
"Cedar Falls, IA",-92.4453161,42.5348993,"cedar falls, ia, usa"
"Bettendorf, IA",-90.5072573,41.5262641,"bettendorf, ia, usa"
"Hammond, LA",-90.4611995,30.5043583,"hammond, la, usa"
"Opelousas, LA",-92.081509,30.5335302,"opelousas, la 70570, usa"
"Slidell, LA",-89.7811745,30.2751945,"slidell, la, usa"
"Dexter, ME",-69.2899381,45.0242304,"dexter, me 04930, usa"
"Kennebunkport, ME",-70.4767957,43.3617264,"kennebunkport, me, usa"
"Wiscasset, ME",-69.665583,44.0028921,"wiscasset, me 04578, usa"
"Edgewater, MD",-76.5629398,38.940564,"edgewater, md, usa"
"Bedford, MA",-71.2760089,42.4906231,"bedford, ma, usa"
"Fairhaven, MA",-70.8813691,41.6408742,"fairhaven, ma 02719, usa"
"Yamouth Port, MA",-70.2133591,41.7088078,"yarmouth port, yarmouth, ma 02675, usa"
"Ashfield, MA",-72.788426,42.5264745,"ashfield, ma, usa"
"Sturbridge, MA",-72.080789,42.1083244,"sturbridge, ma, usa"
"Clinton, MI",-83.9716095,42.0719866,"clinton, mi 49236, usa"
"Midland, MI",-84.2472116,43.6155825,"midland, mi, usa"
"Mount Clemens, MI",-82.8779754,42.5972563,"mt clemens, mi, usa"
"Anoka, MN",-93.3871758,45.1977428,"anoka, mn, usa"
"Hill City, MN",-93.5985615,46.9932846,"hill city, mn 55748, usa"
"Allenstown, NH",-71.4047652,43.1577859,"allenstown, nh, usa"
"Bridgewater, NH",-71.7353344,43.6449565,"bridgewater, nh, usa"
"Franklin, NH",-71.6472988,43.4442432,"franklin, nh, usa"
"Franconia, NH",-71.7479075,44.2271729,"franconia, nh, usa"
"Berlin, NJ",-74.9293769,39.7913685,"berlin, nj, usa"
"Oak Ridge, NJ",-74.4856852,41.0463617,"oak ridge, jefferson, nj, usa"
"Woodbury, NJ",-75.1532145,39.8382035,"woodbury, nj, usa"
"Veguita, NM",-106.7672484,34.516174,"veguita, nm 87062, usa"
"Bernalillo, NM",-106.5511369,35.30004,"bernalillo, nm, usa"
"Minneapolis, NM",-93.2650108,44.977753,"minneapolis, mn, usa"
"Adirondack Mtns, NY",-73.8693043,44.1247154,"adirondack mountains"
"Brewster, NY",-73.6170721,41.3973163,"brewster, ny 10509, usa"
"Canaseraga, NY",-77.7772203,42.4613003,"canaseraga, ny 14822, usa"
"Cooperstown, NY",-74.924321,42.7006303,"cooperstown, ny 13326, usa"
"Cuba, NY",-78.2752927,42.2175668,"cuba, ny 14727, usa"
"Hudson Valley, NY",-73.9612887,41.9209018,"hudson valley, ny, usa"
"Lake Placid, NY",-73.9798713,44.2794911,"lake placid, ny 12946, usa"
"Brentwood, NY",-73.2462273,40.7812093,"brentwood, ny, usa"
"St Peters, MO",-90.6298922,38.7874699,"st peters, mo, usa"
"Emigrant, MT",-110.7349943,45.368614,"emigrant, mt, usa"
"Three Forks, MT",-111.5521925,45.892428,"three forks, mt 59752, usa"
"Barnardsville, NC",-82.4548124,35.7776007,"barnardsville, nc 28709, usa"
"Boone, NC",-81.6830378,36.2181951,"boone, nc, usa"
"Newark, OH",-82.4012642,40.0581205,"newark, oh, usa"
"Burns, OR",-119.0544462,43.586037,"burns, or 97720, usa"
"Rockaway Beach, OR",-123.9429114,45.613438,"rockaway beach, or 97136, usa"
"Sheridan, OR",-123.3953926,45.0972788,"sheridan, or 97378, usa"
"Tiller, OR",-122.951165,42.9284541,"tiller, or 97429, usa"
"Allenstown, PA",-75.4714098,40.6022939,"allentown, pa, usa"
"Conshohoken, PA",-75.3015714,40.0792766,"conshohocken, pa 19428, usa"
"Emlenton, PA",-79.7078274,41.1772836,"emlenton, pa 16373, usa"
"Malvern, PA",-75.5138118,40.0362184,"malvern, pa 19355, usa"
"Manheim, PA",-76.3949614,40.1634279,"manheim, pa 17545, usa"
"Mt Pleasant, PA",-79.5411497,40.1489607,"mt pleasant, pa 15666, usa"
"Spring Grove, PA",-76.8658078,39.8745436,"spring grove, pa 17362, usa"
"Waterford, PA",-79.9844968,41.942833,"waterford, pa 16441, usa"
"Johnston, RI",-71.512617,41.8205199,"johnston, ri 02919, usa"
"Sioux City, SD",-96.4830864,42.5272168,"north sioux city, sd 57049, usa"
"Cleveland, TN",-84.8766115,35.1595182,"cleveland, tn, usa"
"Saltillo, TN",-88.2094803,35.3778545,"saltillo, tn, usa"
"Weatherford, TX",-97.7972544,32.7592955,"weatherford, tx, usa"
"Killeen, TX",-97.733169,31.1212466,"killeen, tx, usa"
"Midland, TX",-102.0756701,31.9995797,"midland, tx, usa"
"Temple, TX",-97.3408419,31.097633,"temple, tx, usa"
"Victoria, TX",-97.0035982,28.8052674,"victoria, tx, usa"
"Springfield, VT",-72.4819818,43.2987009,"springfield, vt, usa"
"Nellysford, VA",-78.8733658,37.8897544,"nellysford, va, usa"
"Clifton Forge, VA",-79.8244947,37.816239,"clifton forge, va 24422, usa"
"Chelan, WA",-120.0168079,47.8408323,"chelan, wa 98816, usa"
"Port Angeles, WA",-123.4307413,48.118146,"port angeles, wa, usa"
"Langley, WA",-122.406257,48.0400945,"langley, wa 98260, usa"
"Shelton, WA",-123.1007066,47.2150945,"shelton, wa 98584, usa"
"Martainsburg, WV",-77.9638869,39.4562099,"martinsburg, wv, usa"
"Neenah, WI",-88.462609,44.1858193,"neenah, wi 54956, usa"
"Aztalan, WI",-88.8623285,43.0727787,"aztalan, wi 53549, usa"
"Geneva Lake, WI",-88.5033381,42.5657282,"geneva lake, wisconsin, usa"
"Hazel Green, WI",-90.4345722,42.5327799,"hazel green, wi 53811, usa"
"Milton, WI",-88.943999,42.7755645,"milton, wi 53563, usa"
"Mineral Point, WI",-90.1798473,42.859997,"mineral point, wi 53565, usa"
"Thermopolis, WY",-108.2120432,43.6460672,"thermopolis, wy 82443, usa"
"Zion, IL",-87.8328505,42.4461322,"zion, il 60099, usa"
"Portsmouth, OH",-82.9976742,38.7317431,"portsmouth, oh 45662, usa"
"Columbia, CA",-120.4013061,38.0363119,"columbia, ca, usa"
"La Grange, IL",-87.8692254,41.8050314,"la grange, il, usa"
"Belmont, VT",-72.821155,43.4148462,"belmont, mt holly, vt, usa"
"Hyde Park, VT",-72.6162742,44.5972849,"hyde park, vt, usa"
"Henderson, KY",-87.5884701,37.839495,"henderson, ky 42420, usa"
"Florence, MS",-90.1239399,32.1544162,"florence, ms, usa"
"Jackson, WI",-88.1667599,43.3238919,"jackson, wi 53037, usa"
"Annandale-on-Hudson, NY",-73.9084197,42.0218278,"annandale-on-hudson, red hook, ny, usa"
"Port Oxford, OR",-124.4973267,42.7456644,"port orford, or 97465, usa"
"Angeles National Forest, CA",-118.0057966,34.3166667,"angeles national forest, 12371 n little tujunga canyon rd, kagel canyon, ca 91342, usa"
"Catskill Mtns, NY",-74.3821116,42.0092908,"catskill mountains, shandaken, ny 12464, usa"
"Big Bay, MI",-87.7284636,46.8157568,"big bay, mi 49855, usa"
"Hawaii, HI",-155.6658568,19.8986819,"hawaii, usa"
"Kauai, HI",-159.5261238,22.0964396,"kauai, hawaii, usa"
"Brooklyn, IL",-90.1659431,38.6586617,"brooklyn, il, usa"
"Kula, Maui, HI",-156.3248772,20.791352,"kula, hi, usa"
"Sand Point, ID",-116.553465,48.276577,"sandpoint, id 83864, usa"
"Wailea, Maui, HI",-156.4391668,20.6871826,"wailea, wailea-makena, hi 96753, usa"
"Colebrook, NH",-71.496296,44.894313,"colebrook, nh 03576, usa"
"Hanalei, Kauai, HI",-159.4975654,22.2059293,"hanalei, hi, usa"
"Silver Spring, MD",-77.026088,38.9906657,"silver spring, md, usa"
"Hyattsville, MD",-76.9455301,38.9559442,"hyattsville, md, usa"
"St Petersburg Beach, FL",-82.7504542,27.7428134,"st pete beach, fl, usa"
"Beltsville, MD",-76.9074739,39.0348317,"beltsville, md, usa"
"Kalaheo, Kauai, HI",-159.5272115,21.9255709,"kalaheo, hi 96741, usa"
"Potomac, MD",-77.2085914,39.0181651,"potomac, md, usa"
"Bennington, VT",-73.197123,42.8783486,"bennington, vt 05201, usa"
"Ozark, IL",-88.7628377,37.5425505,"ozark, il 62972, usa"
"Crescent City, FL",-81.5106288,29.4302514,"crescent city, fl 32112, usa"
"Marshalls Creek, PA",-75.1274003,41.0431501,"marshalls creek, pa 18301, usa"
"Merrillville, IN",-87.3328139,41.4828144,"merrillville, in, usa"
"Dartmouth, MA",-70.9864887,41.6395372,"dartmouth, ma, usa"
"Kailua, Oahu, HI",-157.743368,21.3945828,"kailua, hi, usa"
"Conway, NH",-71.1184579,43.9787728,"conway, nh, usa"
"Maiden Rock, WI",-92.3096252,44.5608007,"maiden rock, wi 54750, usa"
"Tennants Harbor, ME",-69.2088312,43.9681553,"tenants harbor, st. george, me 04860, usa"
"Placitas, NM",-106.4247468,35.3069845,"placitas, nm 87043, usa"
"Bath Village, NH",-71.9659356,44.167163,"bath, nh, usa"
"Corea, ME",-67.9702854,44.4011992,"corea, gouldsboro, me 04624, usa"
"Ft. Wayne, IN",-85.1362929,41.0794759,"fort wayne, in, usa"
"La Porte, IN",-86.7227195,41.611143,"la porte, in 46350, usa"
"Pomfret, CT",-71.9625736,41.8975977,"pomfret, ct, usa"
"Peterborough, NH",-71.9516746,42.8706048,"peterborough, nh, usa"
"Vincennes, IN",-87.5286325,38.677269,"vincennes, in 47591, usa"
"Hastings, NE",-98.3898726,40.5862583,"hastings, ne, usa"
"Westport, MA",-71.108758,41.6755383,"westport, ma, usa"
"Paia, Maui, HI",-156.3739778,20.9060569,"paia, hi, usa"
"Prestonburg, KY",-82.7715486,37.6656527,"prestonsburg, ky, usa"
"Powell, ID",-114.71778,46.57917,"powell junction, id 59847, usa"
"Kohala Coast, HI",-155.7171332,20.0859161,"kohala, hawaii 96743, usa"
"Old Saybrook, CT",-72.3845301,41.2960159,"old saybrook, ct, usa"
"Ovando, MT",-113.1331154,47.0202162,"ovando, mt 59854, usa"
"Naples, NY",-77.4024853,42.6153453,"naples, ny 14512, usa"
"Stanley, ID",-114.9299884,44.2164623,"stanley, id 83278, usa"
"Jamestown, TN",-84.9318919,36.4275699,"jamestown, tn 38556, usa"
"Somerdale, NJ",-75.0212728,39.847565,"somerdale, nj, usa"
"Butler, GA",-84.2382482,32.5570898,"butler, ga 31006, usa"
"Stillwater, OK",-97.0583681,36.1156071,"stillwater, ok, usa"
"Makawao, Maui, HI",-156.3103368,20.853869,"makawao, hi 96768, usa"
"Montrose, PA",-75.8771388,41.8339653,"montrose, pa 18801, usa"
"Portage, WI",-89.4626202,43.5391486,"portage, wi 53901, usa"
"Bat Cave, NC",-82.2870588,35.4515073,"bat cave, nc 28792, usa"
"Honokaa, HI",-155.4695392,20.079467,"honokaa, hi 96727, usa"
"Sugar Hill, NH",-71.799532,44.215341,"sugar hill, nh, usa"
"Centre Harbor, NH",-71.4615623,43.708866,"center harbor, nh, usa"
"Oberlin, KS",-100.528201,39.8183384,"oberlin, ks 67749, usa"
"Woodville, OH",-83.3657601,41.4514404,"woodville, oh 43469, usa"
"Stafford, KS",-98.6006375,37.9622371,"stafford, ks 67578, usa"
"Parsons, KS",-95.2610838,37.3403384,"parsons, ks, usa"
"Fort Scott, KS",-94.7082951,37.8397626,"fort scott, ks 66701, usa"
"Osborne, KS",-98.6947949,39.4388993,"osborne, ks 67473, usa"
"McPherson, KS",-97.6642087,38.3708415,"mcpherson, ks 67460, usa"
"San Gregorio, CA",-122.3864706,37.3269704,"san gregorio, ca, usa"
"Seward, AK",-149.4421037,60.1047739,"seward, ak, usa"
"Chocorua, NH",-71.2203696,43.87764,"chocorua, tamworth, nh, usa"
"North Beach Peninsula, WA",-124.0343631,46.4998247,"north beach peninsula, ocean park, wa 98640, usa"
"Alligator Point, FL",-84.3820381,29.8955733,"alligator point, fl 32346, usa"
"Smith Island, MD",-76.0299356,37.9812352,"smith island, md, usa"
"Logansport, IN",-86.3566659,40.7544843,"logansport, in 46947, usa"
"Gatlinburg, TN",-83.5101638,35.714259,"gatlinburg, tn 37738, usa"
"Leroy, IN",-87.2721167,41.3614372,"leroy, in, usa"
"Estes Park, CO",-105.5216651,40.3772059,"estes park, co 80517, usa"
"Pitman, PA",-76.5212751,40.7152846,"pitman, pa 17964, usa"
"Randolph, NH",-71.2797985,44.3753393,"randolph, nh, usa"
"Hillsborough, NH",-71.8948994,43.1148529,"hillsborough, nh, usa"
"Hart's Location, NH",-71.3546954,44.0801966,"hart's location, nh, usa"
"Corwin Springs, MT",-110.7899367,45.112991,"corwin springs, mt 59030, usa"
"Glen, NH",-71.1791384,44.1105389,"glen, bartlett, nh, usa"
"Upper Tract, WV",-79.2825409,38.7873352,"upper tract, wv 26866, usa"
"Crosses, AR",-93.9113076,35.8742461,"crosses, ar 72727, usa"
"Bell Gardens, CA",-118.1514588,33.9652918,"bell gardens, ca 90201, usa"
"Joshua Tree Nat'l Park, CA",-116.3130661,34.134728,"joshua tree, ca, usa"
"Manhattan, CA",-118.4092903,33.8881489,"manhattan beach, ca, usa"
"Santa Clarita Valley, CA",-118.542586,34.3916641,"santa clarita, ca, usa"
"Norwich, CT",-72.0759105,41.5242649,"norwich, ct, usa"
"Jasper, FL",-82.94819,30.5182727,"jasper, fl 32052, usa"
"North Miami Beach, FL",-80.1625463,25.9331488,"north miami beach, fl, usa"
"St. Petersburg Beach, FL",-82.7504542,27.7428134,"st pete beach, fl, usa"
"Hiawassee, GA",-83.7573948,34.9492586,"hiawassee, ga 30546, usa"
"Kahana, HI",-156.6789367,20.9737204,"kahana, napili-honokowai, hi 96761, usa"
"Kahului, Maui, HI",-156.4728725,20.8893016,"kahului, hi, usa"
"Columbia City, IN",-85.4883851,41.1570521,"columbia city, in 46725, usa"
"Jefferson, IN",-86.59,40.27944,"jefferson, in 46041, usa"
"Norton, KS",-99.8915113,39.8338946,"norton, ks 67654, usa"
"Camden, ME",-69.0647838,44.2097928,"camden, me, usa"
"Deer Isle, ME",-68.6727634,44.2662477,"deer isle, me, usa"
"Richmond, ME",-69.802916,44.0881223,"richmond, me 04357, usa"
"Attleboro, MA",-71.2813908,41.9443066,"attleboro, ma 02703, usa"
"Berkshires, MA",-73.1918467,42.2353821,"the berkshires, united states"
"Cape Cod, MA",-70.2962408,41.6687897,"cape cod, massachusetts, usa"
"Sault Ste–Marie, MI",-84.3475876,46.4977115,"sault ste. marie, mi 49783, usa"
"MN, United States",-94.6858998,46.729553,"minnesota, usa"
"Lexington, NE",-99.7415045,40.7808398,"lexington, ne 68850, usa"
"Scotts Bluff, NE",-103.6362715,41.8140936,"scotts bluff county, ne, usa"
"Center Harbor, NH",-71.4615623,43.708866,"center harbor, nh, usa"
"Suncook, NH",-71.4526299,43.1315762,"suncook, hooksett, nh, usa"
"Marlton, NJ",-74.9218324,39.8912248,"marlton, evesham, nj, usa"
"Silver City, NM",-108.280326,32.770075,"silver city, nm 88061, usa"
"Stuyvesant, NY",-73.7815126,42.3903615,"stuyvesant, ny 12173, usa"
"Canton, NY",-75.1690942,44.5956163,"canton, ny 13617, usa"
"Long Island–Nassau County, NY",-73.6315098,40.7405056,"52 old country rd, mineola, ny 11501, usa"
"Long Island–Suffolk County, NY",-72.9881168,40.81865,"long island ave, brookhaven, ny, usa"
"Shelter Island, NY",-72.3386939,41.0681549,"shelter island, ny, usa"
"Tivoli, NY",-73.9093003,42.0584242,"tivoli, ny 12583, usa"
"Conneaut, OH",-80.5542409,41.9475551,"conneaut, oh 44030, usa"
"Sulphur, OK",-96.9683498,34.5078669,"sulphur, ok 73086, usa"
"Richland, OR",-117.1685112,44.7690498,"richland, or 97870, usa"
"Montgomery, PA",-76.8769076,41.1703592,"montgomery, pa 17752, usa"
"Little Compton, RI",-71.1711563,41.5101032,"little compton, ri, usa"
"Cayce, SC",-81.0739827,33.9657091,"cayce, sc, usa"
"Greenville, TN",-82.8309861,36.1631574,"greeneville, tn, usa"
"Wilmington, VA",-75.6062732,39.7402129,"1601 kirkwood hwy, wilmington, de 19805, usa"
"Orcas Island, WA",-122.9289822,48.6330816,"orcas island, washington, usa"
"WV, United States",-80.4549026,38.5976262,"west virginia, usa"
"Aguada, PR",-67.1893608,18.3804631,"aguada, 00602, puerto rico"
"Bayamón, PR",-66.1653224,18.389396,"bayamón, puerto rico"
"Boquerón, PR",-67.1834905,17.9909853,"boquerón, cabo rojo, puerto rico"
"Caguas, PR",-66.0328548,18.2357657,"caguas, puerto rico"
"Lajas, PR",-67.055581,18.0423603,"lajas, 00667, puerto rico"
"Frederiksted, St. Croix, VI",-64.8818053,17.7122979,"frederiksted, st croix, usvi"
"Christiansted, St. Croix, VI",-64.7059208,17.7445481,"christiansted, st croix, usvi"
"Olympic Valley, CA",-120.2357055,39.1969804,"olympic valley, ca 96146, usa"
"Pacific Grove, CA",-121.9166215,36.6177374,"pacific grove, ca, usa"
"Desert Hot Springs, CA",-116.5013793,33.9615186,"desert hot springs, ca, usa"
"St Helena, CA",-122.4703868,38.5052429,"st helena, ca, usa"
"Palm Desert, CA",-116.3744556,33.7222445,"palm desert, ca, usa"
"La Quinta, CA",-116.3100095,33.6633573,"la quinta, ca, usa"
"Bradley, CA",-120.8007321,35.8632993,"bradley, ca 93426, usa"
"Occidental, CA",-122.9477131,38.4076501,"occidental, ca, usa"
"Duncans Mills, CA",-123.0550013,38.453803,"duncans mills, ca 95450, usa"
"Nicolaus, CA",-121.5781667,38.9042927,"nicolaus, ca 95659, usa"
"Westminster, CA",-117.9897058,33.7591757,"westminster, ca, usa"
"Wilton Manors, FL",-80.138934,26.1603626,"wilton manors, fl, usa"
"Sunny Isles Beach, FL",-80.1233802,25.9428707,"sunny isles beach, fl 33160, usa"
"Lake Buena Vista, FL",-81.5261474,28.3695351,"lake buena vista, fl 32830, usa"
"Spring Hill, FL",-82.5369872,28.4831682,"spring hill, fl, usa"
"Palatka, FL",-81.6297111,29.6472272,"palatka, fl 32177, usa"
"Canon, GA",-83.1098717,34.3462158,"canon, ga 30520, usa"
"Papaikou, HI",-155.0945781,19.7914179,"papaikou, hi 96781, usa"
"Honomu, HI",-155.1146141,19.8707802,"honomu, hi 96728, usa"
"Koloa, HI",-159.4666268,21.9036732,"koloa, hi 96756, usa"
"Kaneohe, HI",-157.799637,21.4028819,"kaneohe, hi 96744, usa"
"Garden City, ID",-116.2381744,43.6221108,"garden city, id, usa"
"Fishers, IN",-86.016877,39.9582483,"fishers, in, usa"
"Spencer, IA",-95.1450794,43.1456986,"spencer, ia 51301, usa"
"Coffeyville, KS",-95.6163665,37.0373005,"coffeyville, ks, usa"
"Emporia, KS",-96.1816626,38.403903,"emporia, ks 66801, usa"
"Humboldt, KS",-95.4369264,37.8105961,"humboldt, ks 66748, usa"
"Folsom, LA",-90.1873048,30.6301889,"folsom, la 70437, usa"
"Orland, ME",-68.7378128,44.5706252,"orland, me, usa"
"Booth Bay Harbor, ME",-69.6281014,43.8523045,"boothbay harbor, me 04538, usa"
"Arundel, ME",-70.5141622,43.4243008,"arundel, me 04046, usa"
"Edgewood, MD",-76.2944016,39.4187194,"edgewood, md, usa"
"Ellsworth, MI",-85.2461768,45.165562,"ellsworth, mi 49729, usa"
"Inkster, MI",-83.3099303,42.2942045,"inkster, mi 48141, usa"
"Houghton Lake, MI",-84.7647496,44.314739,"houghton lake, mi, usa"
"Hurley, WI",-90.186564,46.4496698,"hurley, wi 54534, usa"
"Fennville, MI",-86.1017009,42.5939168,"fennville, mi 49408, usa"
"Sault Ste Marie, MI",-84.3475876,46.4977115,"sault ste. marie, mi 49783, usa"
"Shannon, MS",-88.7117181,34.1162203,"shannon, ms 38868, usa"
"West Yellowstone, MT",-111.1041092,44.6621493,"west yellowstone, mt 59758, usa"
"Belt, MT",-110.9276606,47.387186,"belt, mt 59412, usa"
"Gering, NE",-103.6577616,41.8263619,"gering, ne 69341, usa"
"Sullivan, NH",-72.2209182,43.0131353,"sullivan, nh, usa"
"Sergeantsville, NJ",-74.9420667,40.4460019,"sergeantsville, stockton, nj 08559, usa"
"Cedar Crest, NM",-106.3728019,35.1075459,"cedar crest, nm, usa"
"Warrensburg, NY",-73.7762313,43.4967351,"warrensburg, ny, usa"
"Berne, NY",-74.1334647,42.6253546,"berne, ny 12023, usa"
"Johnson City, NY",-75.9588092,42.1156308,"johnson city, ny, usa"
"Endicott, NY",-76.0493684,42.098408,"endicott, ny 13760, usa"
"Kenmore, NY",-78.870036,42.9658907,"kenmore, ny 14217, usa"
"Pine City, NY",-76.8694036,42.0367409,"pine city, ny 14871, usa"
"South Farmingdale, NY",-73.4401232,40.7206555,"south farmingdale, ny, usa"
"North Bellmore, NY",-73.5334597,40.69149,"north bellmore, ny, usa"
"Mineola, NY",-73.6411129,40.749214,"mineola, ny 11501, usa"
"Merrick, NY",-73.551516,40.6628795,"merrick, ny, usa"
"Medford, NY",-73.0001068,40.8175985,"medford, ny, usa"
"Bay Shore, NY",-73.2453946,40.7250986,"bay shore, ny, usa"
"Southampton, NY",-72.3895296,40.884267,"southampton, ny, usa"
"Huntington Station, NY",-73.4115091,40.8534318,"huntington station, ny, usa"
"Westtown, NY",-74.5398821,41.336761,"westtown, ny 10998, usa"
"Fairview, NC",-82.3959511,35.5140058,"fairview, nc 28730, usa"
"Candler, NC",-82.6927363,35.5360973,"candler, nc 28715, usa"
"Beachwood, OH",-81.5087322,41.4644979,"beachwood, oh 44122, usa"
"Beavercreek, OH",-84.0632685,39.7092262,"beavercreek, oh, usa"
"Tiffin, OH",-83.1779746,41.1144992,"tiffin, oh 44883, usa"
"Edmond, OK",-97.4780954,35.6528323,"edmond, ok, usa"
"La Pine, OR",-121.5037711,43.6703014,"la pine, or 97739, usa"
"Springfield, OR",-123.0220289,44.0462362,"springfield, or, usa"
"Levittown, PA",-74.8287747,40.1551096,"levittown, pa, usa"
"Pipersville, PA",-75.1393428,40.4259686,"pipersville, bedminster township, pa 18947, usa"
"Reinholds, PA",-76.1154669,40.2670462,"reinholds, pa, usa"
"Folly Beach, SC",-79.9405323,32.6549463,"folly beach, sc, usa"
"St Johns Island, SC",-80.0646682,32.7177248,"johns island, south carolina 29455, usa"
"North Charleston, SC",-80.0106768,32.8745076,"north charleston, sc, usa"
"Camden, SC",-80.6070237,34.2465393,"camden, sc 29020, usa"
"Travelers Rest, SC",-82.4434548,34.9676167,"travelers rest, sc, usa"
"Dowelltown, TN",-85.9435987,36.0150608,"dowelltown, tn, usa"
"Joelton, TN",-86.8651442,36.3134525,"joelton, nashville, tn, usa"
"Forth Worth, TX",-97.3307658,32.7554883,"fort worth, tx, usa"
"Rockport, TX",-97.0545378,28.0272821,"rockport, tx, usa"
"Canutillo, TX",-106.6002687,31.9114925,"canutillo, tx, usa"
"Harker Heights, TX",-97.6597376,31.0835102,"harker heights, tx, usa"
"Harlingen, TX",-97.6961026,26.1906306,"harlingen, tx, usa"
"Torrey, UT",-111.4190654,38.2988691,"torrey, ut 84775, usa"
"Springdale, UT",-112.9985515,37.1888713,"springdale, ut, usa"
"Essex Junction, VT",-73.1111871,44.4904763,"essex junction, vt, usa"
"Brandon, VT",-73.0892668,43.7996825,"brandon, vt, usa"
"Chester, VT",-72.5951082,43.2628476,"chester, vt 05143, usa"
"White River Junction, VT",-72.3192579,43.6489596,"white river junction, hartford, vt, usa"
"Riner, VA",-80.4406068,37.0665181,"riner, va 24149, usa"
"Chesterfield, VA",-77.5049863,37.3770935,"chesterfield, va, usa"
"Luray, VA",-78.4594522,38.665397,"luray, va 22835, usa"
"Long Beach, WA",-124.0543234,46.3523219,"long beach, wa, usa"
"Deming, WA",-122.21599,48.8256718,"deming, wa, usa"
"Anacortes, WA",-122.6126718,48.5126045,"anacortes, wa, usa"
"Lopez Island, WA",-122.9131636,48.5242704,"lopez island, wa 98261, usa"
"Vashon Island, WA",-122.4598502,47.4473204,"vashon, wa, usa"
