"city","new.city","state"
"Northumberland","Northumberland","PA"
"Northwood","Northwood","NH"
"Norton","Norton","KS"
"Norwalk","Norwalk","CA"
"Norwalk","Norwalk","CT"
"Norwalk","Norwalk","WI"
"Norwich","Norwich","CT"
"Norwich","Norwich","VT"
"Novato","Novato","CA"
"Nyack","Nyack","NY"
"O'Brien","O'Brien","OR"
"Oahu","Oahu","HI"
"Oak Bluffs","Oak Bluffs","MA"
"Oak Harbor","Oak Harbor","WA"
"Oak Park","Oak Park","IL"
"Oak Ridge","Oak Ridge","NJ"
"Oak Ridge","Oak Ridge","TN"
"Oak Ridge Farm","Oak Ridge Farm","TN"
"Oakhurst","Oakhurst","CA"
"Oakland","Oakland","CA"
"Oakland","Oakland","NJ"
"Oakland","Oakland","PA"
"Oaklyn","Oaklyn","NJ"
"Oakridge","Oakridge","NJ"
"Oakton","Oakton","VA"
"Oanoke Rapids","Oanoke Rapids","NC"
"Oberlin","Oberlin","KS"
"Oberlin","Oberlin","OH"
"Ocala","Ocala","FL"
"Occidental","Occidental","CA"
"Ocean Beach","Ocean Beach","CA"
"Ocean City","Ocean City","MD"
"Ocean City","Ocean City","NJ"
"Ocean Park","Ocean Park","PR"
"Ocean Park","Ocean Park","WA"
"Ocean Park Beach","Ocean Park Beach","CA"
"Ocean View","Ocean View","HI"
"Oceanside","Oceanside","CA"
"Ocoee","Ocoee","FL"
"Oconto","Oconto","WI"
"Ocracoke","Ocracoke","NC"
"Odessa","Odessa","NY"
"Odessa","Odessa","TX"
"Odessa - Midland","Odessa - Midland","TX"
"Odessa/Midland","Odessa/Midland","TX"
"Ogden","Ogden","TX"
"Ogden","Ogden","UT"
"Ogen","Ogen","UT"
"Ogunquit","Ogunquit","ME"
"Okemos","Okemos","MI"
"Oklahoma City","Oklahoma City","OK"
"Olathe","Olathe","KS"
"Old Forge","Old Forge","NY"
"Old Northwood","Old Northwood","FL"
"Old Orchard Beach","Old Orchard Beach","ME"
"Old Roslyn Village","Old Roslyn Village","NY"
"Old Rosyln Village","Old Rosyln Village","NY"
"Old San Juan","Old San Juan","PR"
"Old Saybrook","Old Saybrook","CT"
"Old Town","Old Town","CA"
"Old Town","Old Town","ME"
"Old Westbury","Old Westbury","NY"
"Olean","Olean","NY"
"Olympia","Olympia","WA"
"Olympic Valley","Olympic Valley","CA"
"Omaha","Omaha","NE"
"Onalaska","Onalaska","WI"
"Oneonta","Oneonta","NY"
"Ontario","Ontario","CA"
"Ontario","Ontario","OR"
"Opa-Locka","Opa-Locka","FL"
"Opelika","Opelika","AL"
"Opelousas","Opelousas","LA"
"Orange","Orange","CA"
"Orange","Orange","CT"
"Orange","Orange","NJ"
"Orange County","Orange County","CA"
"Orange County","Orange County","NY"
"Orangeburg","Orangeburg","NY"
"Orcas Island","Orcas Island","WA"
"Orem","Orem","UT"
"Orland","Orland","CA"
"Orland","Orland","ME"
"Orlando","Orlando","FL"
"Ormond Beach","Ormond Beach","FL"
"Orono","Orono","ME"
"Oroville","Oroville","CA"
"Ortonville","Ortonville","MI"
"Osborne","Osborne","KS"
"Osceola","Osceola","IN"
"Oshikosh","Oshikosh","WI"
"Oshkosh","Oshkosh","WI"
"Ossining","Ossining","NY"
"Oswego","Oswego","NY"
"Ottawa","Ottawa","IL"
"Ottumwa","Ottumwa","IA"
"Outer Banks","Outer Banks","NC"
"Ovando","Ovando","MT"
"Overland","Overland","MO"
"Overland Park","Overland Park","KS"
"Overland Park","Overland Park","MO"
"Ovett","Ovett","MS"
"Owego","Owego","NY"
"Owendale","Owendale","MI"
"Owens","Owens","OH"
"Owensboro","Owensboro","KY"
"Owings Mills","Owings Mills","MD"
"Oxford","Oxford","MA"
"Oxford","Oxford","MS"
"Oxford","Oxford","OH"
"Oxnard","Oxnard","CA"
"Oxon Hill","Oxon Hill","MD"
"Ozark","Ozark","AR"
"Ozark","Ozark","IL"
"Pacific Beach","Pacific Beach","CA"
"Pacific Grove","Pacific Grove","CA"
"Pacific Jet","Pacific Jet","IA"
"Paducah","Paducah","KY"
"Pahala","Pahala","HI"
"Pahoa","Pahoa","HI"
"Pahoa, Hawaii","Pahoa, Hawaii","HI"
"Paia","Paia","HI"
"Paia, Maui","Paia, Maui","HI"
"Painesville","Painesville","OH"
"Painsville","Painsville","OH"
"Palatine","Palatine","IL"
"Palatka","Palatka","FL"
"Palenville","Palenville","NY"
"Palisades Park","Palisades Park","NJ"
"Palm Bay","Palm Bay","FL"
"Palm Beach","Palm Beach","FL"
"Palm Beach Gardens","Palm Beach Gardens","FL"
"Palm Desert","Palm Desert","CA"
"Palm Springs","Palm Springs","CA"
"Palm Springs","Palm Springs","FL"
"Palmdale","Palmdale","CA"
"Palms","Palms","CA"
"Palo Alto","Palo Alto","CA"
"Panama City","Panama City","FL"
"Panama City Beach","Panama City Beach","FL"
"Panish Fork Canyon","Panish Fork Canyon","UT"
"Panorama City","Panorama City","CA"
"Pansacola","Pansacola","FL"
"Papaikou","Papaikou","HI"
"Papaikou, Hilo","Papaikou, Hilo","HI"
"Paramount","Paramount","CA"
"Paramus","Paramus","NJ"
"Paris","Paris","IL"
"Paris","Paris","TN"
"Paris Pike","Paris Pike","KY"
"Park City","Park City","UT"
"Park Slope","Park Slope","NY"
"Parkerburg","Parkerburg","WV"
"Parkersburg","Parkersburg","WV"
"Parksburg","Parksburg","WV"
"Parkton","Parkton","MD"
"Parma Heights","Parma Heights","OH"
"Parma Hts.","Parma Hts.","OH"
"Parsons","Parsons","KS"
"Pasadena","Pasadena","CA"
"Pasadena","Pasadena","MD"
"Pasaic","Pasaic","NJ"
"Pascagoula","Pascagoula","MS"
"Pasco","Pasco","WA"
"Pass-a-Grille Beach","Pass-a-Grille Beach","FL"
"Passaic","Passaic","NJ"
"Passaic Park","Passaic Park","NJ"
"Patchoque","Patchoque","NY"
"Paterson","Paterson","NJ"
"Patillas","Patillas","PR"
"Patterson","Patterson","NJ"
"Paucah","Paucah","KY"
"Paulsboro","Paulsboro","NJ"
"Pawtucket","Pawtucket","RI"
"Peabody","Peabody","MA"
"Pecos","Pecos","NM"
"Pella","Pella","IA"
"Pembroke","Pembroke","ME"
"Pembroke Park","Pembroke Park","FL"
"Pembroke Pines","Pembroke Pines","FL"
"Penacook","Penacook","NH"
"Pence","Pence","WI"
"Pendel","Pendel","PA"
"Penn Hills","Penn Hills","PA"
"Penobscot","Penobscot","ME"
"Pensacola","Pensacola","FL"
"Peoria","Peoria","IL"
"Perth Amboy","Perth Amboy","NJ"
"Peru","Peru","IN"
"Pescadero","Pescadero","CA"
"Petaluma","Petaluma","CA"
"Peterborough","Peterborough","NH"
"Petersburg","Petersburg","KY"
"Petersburg","Petersburg","VA"
"Petersham","Petersham","MA"
"Petoskey","Petoskey","MI"
"Phenix City","Phenix City","AL"
"Philadelphia","Philadelphia","PA"
"Philipsburg","Philipsburg","PA"
"Philipsville","Philipsville","CA"
"Philipsville, Humbolt County","Philipsville, Humbolt County","CA"
"Phillipsburg","Phillipsburg","NJ"
"Phillipsville","Phillipsville","CA"
"Philo","Philo","CA"
"Phoenix","Phoenix","AZ"
"Phoenixville","Phoenixville","PA"
"Pico Rivera","Pico Rivera","CA"
"Piermont","Piermont","NY"
"Pierre","Pierre","SD"
"Pigeon Forge","Pigeon Forge","TN"
"Piketon","Piketon","OH"
"Pine City","Pine City","NY"
"Pine Grove","Pine Grove","PA"
"Pine HIll","Pine HIll","NY"
"Pineallis Park","Pineallis Park","FL"
"Pinedale","Pinedale","CA"
"Pineland","Pineland","FL"
"Pinellas County","Pinellas County","FL"
"Pinellas Park","Pinellas Park","FL"
"Pinellis Park","Pinellis Park","FL"
"Pipersville","Pipersville","PA"
"Piqua","Piqua","OH"
"Pique","Pique","OH"
"Pismo Beach","Pismo Beach","CA"
"Pitman","Pitman","PA"
"Pittsburgh","Pittsburgh","KS"
"Pittsburgh","Pittsburgh","OH"
"Pittsburgh","Pittsburgh","PA"
"Pittsefield","Pittsefield","MA"
"Pittsfield","Pittsfield","MA"
"Placerville","Placerville","CA"
"Placitas","Placitas","NM"
"Plainfield","Plainfield","NJ"
"Plainfield","Plainfield","VT"
"Plainsboro","Plainsboro","NJ"
"Plainview","Plainview","TX"
"Plainwell","Plainwell","MI"
"Plantation","Plantation","FL"
"Plantsville","Plantsville","CT"
"Platteville","Platteville","WI"
"Plattsburg","Plattsburg","NY"
"Plattsburgh","Plattsburgh","NY"
"Playa del Rey","Playa del Rey","CA"
"Pleasant Hill","Pleasant Hill","CA"
"Pleasanton","Pleasanton","IL"
"Plymouth","Plymouth","CA"
"Plymouth","Plymouth","MA"
"Plymouth","Plymouth","MI"
"Plymouth","Plymouth","NH"
"Plympton","Plympton","MA"
"Pocatello","Pocatello","ID"
"Pocono Mountains","Pocono Mountains","PA"
"Pocono Mts.","Pocono Mts.","PA"
"Poconos","Poconos","PA"
"Point Loma","Point Loma","CA"
"Point Richmond","Point Richmond","CA"
"Poipu","Poipu","HI"
"Poipu Beach","Poipu Beach","HI"
"Poipu, Kauai","Poipu, Kauai","HI"
"Polk Street Area","Polk Street Area","CA"
"Polk Street Area- S.F.","Polk Street Area- S.F.","CA"
"Pomeroy","Pomeroy","WA"
"Pomfret","Pomfret","CT"
"Pomona","Pomona","CA"
"Pompano","Pompano","FL"
"Pompano Beach","Pompano Beach","FL"
"Ponce","Ponce","PR"
"Ponce De Leon","Ponce De Leon","FL"
"Ponce de Leon","Ponce de Leon","FL"
"Pontiac","Pontiac","MI"
"Poplar Bluff","Poplar Bluff","MO"
"Port Angeles","Port Angeles","WA"
"Port Aransas","Port Aransas","TX"
"Port Charlotte","Port Charlotte","FL"
"Port Chester","Port Chester","NY"
"Port Clinton","Port Clinton","OH"
"Port Costa","Port Costa","CA"
"Port Huron","Port Huron","MI"
"Port Isabel","Port Isabel","TX"
"Port Orange","Port Orange","FL"
"Port Orford","Port Orford","OR"
"Port Oxford","Port Oxford","OR"
"Port Reyes Station","Port Reyes Station","CA"
"Port Richey","Port Richey","FL"
"Port Richmond","Port Richmond","PA"
"Port Salerno","Port Salerno","FL"
"Port St. Lucie","Port St. Lucie","FL"
"Port Townsend","Port Townsend","WA"
"Portage","Portage","WI"
"Portchester","Portchester","NY"
"Porterville","Porterville","CA"
"Portland","Portland","CT"
"Portland","Portland","ME"
"Portland","Portland","OR"
"Portola Valley","Portola Valley","CA"
"Portrero Hill","Portrero Hill","CA"
"Portsmouth","Portsmouth","MA"
"Portsmouth","Portsmouth","ME"
"Portsmouth","Portsmouth","NH"
"Portsmouth","Portsmouth","OH"
"Potomac","Potomac","MD"
"Potrero Hill","Potrero Hill","CA"
"Pottstown","Pottstown","PA"
"Pottsville","Pottsville","PA"
"Pougheepsie","Pougheepsie","NY"
"Poughkeepsie","Poughkeepsie","NY"
"Poughquag","Poughquag","NY"
"Poulsbo","Poulsbo","WA"
"Powell","Powell","ID"
"Pownal","Pownal","VT"
"Pozo","Pozo","CA"
"Prairie Creek","Prairie Creek","AK"
"Prairie Creek","Prairie Creek","AR"
"Prairie Du Chien","Prairie Du Chien","WI"
"Prattville","Prattville","AL"
"Prescott","Prescott","AZ"
"Presque Isle","Presque Isle","ME"
"Preston","Preston","CT"
"Prestonburg","Prestonburg","KY"
"Princeton","Princeton","MA"
"Princeton","Princeton","NJ"
"Princeton","Princeton","WV"
"Proctor","Proctor","WV"
"Progress","Progress","PA"
"Prospect","Prospect","CT"
"Prospect Heights","Prospect Heights","IL"
"Providence","Providence","RI"
"Provincetown","Provincetown","MA"
"Provo","Provo","UT"
"Pruce Pine","Pruce Pine","NC"
"Pueblo","Pueblo","CO"
"Puerto Nuevo","Puerto Nuevo","PR"
"Pukalani","Pukalani","HI"
"Pukalani, Maui","Pukalani, Maui","HI"
"Pullman","Pullman","WA"
"Punta Gorda","Punta Gorda","FL"
"Putney","Putney","VT"
"Puunene","Puunene","HI"
"Puunene, Kauai","Puunene, Kauai","HI"
"Quaker City","Quaker City","OH"
"Quakerstown","Quakerstown","PA"
"Quakertown","Quakertown","PA"
"Quantico","Quantico","VA"
"Quartzite","Quartzite","AZ"
"Quechee","Quechee","VT"
"Queens","Queens","NY"
"Quincy","Quincy","IL"
"Quincy","Quincy","MA"
"Racine","Racine","WI"
"Radcliff","Radcliff","KY"
"Radium Springs","Radium Springs","NM"
"Rahway","Rahway","NJ"
"Raleigh","Raleigh","NC"
"Rancho Cordova","Rancho Cordova","CA"
"Rancho Mirage","Rancho Mirage","CA"
"Rancho Palos Verdes","Rancho Palos Verdes","CA"
"Randallstown","Randallstown","MD"
"Randolph","Randolph","MA"
"Randolph","Randolph","NH"
"Raonoke Rapids","Raonoke Rapids","NC"
"Rapid City","Rapid City","SD"
"Rawlins","Rawlins","WY"
"Raymond","Raymond","ME"
"Readfield","Readfield","ME"
"Reading","Reading","MA"
"Reading","Reading","PA"
"Red Bank","Red Bank","NJ"
"Red Bluff","Red Bluff","CA"
"Red Buff","Red Buff","CA"
"Reddick","Reddick","FL"
"Redding","Redding","CA"
"Redford","Redford","MI"
"Redlands","Redlands","CA"
"Redmond","Redmond","WA"
"Redondo Beach","Redondo Beach","CA"
"Redwood CIty","Redwood CIty","CA"
"Redwood City","Redwood City","CA"
"Reed","Reed","KY"
"Reheboth Beach","Reheboth Beach","DE"
"Rehoboth Beach","Rehoboth Beach","DE"
"Reinholds","Reinholds","PA"
"Remer","Remer","MN"
"Rendondo Beach","Rendondo Beach","CA"
"Reno","Reno","NE"
"Reno","Reno","NV"
"Renosa","Renosa","Mexico"
"Reseda","Reseda","CA"
"Reston","Reston","VA"
"Revere Beach","Revere Beach","MA"
"Reyes Station","Reyes Station","CA"
"Rhinelander","Rhinelander","WI"
"Rialto","Rialto","CA"
"Richfield","Richfield","OH"
"Richland","Richland","OR"
"Richland","Richland","WA"
"Richmond","Richmond","CA"
"Richmond","Richmond","IL"
"Richmond","Richmond","IN"
"Richmond","Richmond","ME"
"Richmond","Richmond","VA"
"Richmond","Richmond","VT"
"Richmond Hill","Richmond Hill","NY"
"Ricon","Ricon","PR"
"Ridgefield","Ridgefield","CT"
"Ridgeland","Ridgeland","IL"
"Ridgewood","Ridgewood","NY"
"Rimrock","Rimrock","AZ"
"Riner","Riner","VA"
"Ringwood","Ringwood","NJ"
"Rio Grande Valley","Rio Grande Valley","TX"
"Rio Nido","Rio Nido","CA"
"Rio Pedras","Rio Pedras","PR"
"Rio Piedras","Rio Piedras","PR"
"River Edge","River Edge","NJ"
"River North","River North","IL"
"River Ridge","River Ridge","NJ"
"Riverdale","Riverdale","NY"
"Riveredge","Riveredge","NJ"
"Riverside","Riverside","CA"
"Riverton","Riverton","CA"
"Riverton","Riverton","WY"
"Riviera Beach","Riviera Beach","FL"
"Roanoke","Roanoke","VA"
"Roanoke Rapids","Roanoke Rapids","NC"
"Rochester","Rochester","MI"
"Rochester","Rochester","MN"
"Rochester","Rochester","NY"
"Rochester","Rochester","PA"
"Rock Hall","Rock Hall","MD"
"Rock Hill","Rock Hill","NY"
"Rock Hill","Rock Hill","SC"
"Rock Island","Rock Island","IL"
"Rock Springs","Rock Springs","WY"
"Rockaway","Rockaway","NY"
"Rockaway Beach","Rockaway Beach","OR"
"Rockbridge","Rockbridge","OH"
"Rockford","Rockford","IL"
"Rockland","Rockland","ME"
"Rockland","Rockland","NY"
"Rockland Lake","Rockland Lake","NY"
"Rockport","Rockport","ME"
"Rockport","Rockport","TX"
"Rockville","Rockville","MD"
"Rocky Hill","Rocky Hill","CT"
"Rocky Hill","Rocky Hill","NJ"
"Rodchester","Rodchester","NY"
"Rogers","Rogers","AR"
"Rogersville","Rogersville","TN"
"Rogue River","Rogue River","OR"
"Rohnert Park","Rohnert Park","CA"
"Rolling Prairie","Rolling Prairie","IN"
"Roman","Roman","MT"
"Rome","Rome","NY"
"Ronan","Ronan","MT"
"Ronkonkoma","Ronkonkoma","NY"
"Ronkonkona","Ronkonkona","NY"
"Roseburg","Roseburg","OR"
"Rosedale","Rosedale","MN"
"Roselle","Roselle","IL"
"Roselle","Roselle","NJ"
"Rosemont","Rosemont","NJ"
"Rosenburg","Rosenburg","OR"
"Rosendale","Rosendale","NY"
"Roslyn","Roslyn","NY"
"Roswell","Roswell","GA"
"Roswell","Roswell","NM"
"Rowlett","Rowlett","TX"
"Roxborough","Roxborough","PA"
"Roxbury","Roxbury","MA"
"Royal Oak","Royal Oak","MI"
"Rubdoux","Rubdoux","CA"
"Rubidoux","Rubidoux","CA"
"Ruidoso","Ruidoso","NM"
"Running Springs","Running Springs","CA"
"Rushford","Rushford","MN"
"Rushton","Rushton","MN"
"Ruskin","Ruskin","FL"
"Russellville","Russellville","AK"
"Russellville","Russellville","AR"
"Russellville","Russellville","KY"
"Russian RIver","Russian RIver","CA"
"Russian River","Russian River","CA"
"Ruston","Ruston","LA"
"Ruthland","Ruthland","VT"
"Rutland","Rutland","VT"
"S. Daytona Beach","S. Daytona Beach","FL"
"Sacramento","Sacramento","CA"
"Sag Harbor","Sag Harbor","NY"
"Sagamore","Sagamore","MA"
"Sagatuck","Sagatuck","MI"
"Saginaw","Saginaw","MI"
"Saguache","Saguache","CO"
"Saint Croix","Saint Croix","VI"
"Saint Croix","Saint Croix","Virgin Islands"
"Saint Louis","Saint Louis","MO"
"Saint Mary's","Saint Mary's","OH"
"Saint Marys","Saint Marys","OH"
"Saint Paul","Saint Paul","MN"
"Salem","Salem","MA"
"Salem","Salem","NH"
"Salem","Salem","OH"
"Salem","Salem","OR"
"Salem","Salem","SD"
"Salina","Salina","KS"
"Salinas","Salinas","CA"
"Salisbury","Salisbury","MD"
"Salisbury","Salisbury","NC"
"Salt Lake City","Salt Lake City","TX"
"Salt Lake City","Salt Lake City","UT"
"Saltillo","Saltillo","TN"
"Salute Ste. Marie","Salute Ste. Marie","MI"
"San Angelo","San Angelo","TX"
"San Anselmo","San Anselmo","CA"
"San Antonio","San Antonio","TX"
"San Bernadino","San Bernadino","CA"
"San Bernardino","San Bernardino","CA"
"San Carlos","San Carlos","CA"
"San Clemente","San Clemente","CA"
"San Diego","San Diego","CA"
"San Francisco","San Francisco","CA"
"San Francsico","San Francsico","CA"
"San Gabrael","San Gabrael","CA"
"San Gabriel","San Gabriel","CA"
"San German","San German","PR"
"San Gregorio","San Gregorio","CA"
"San Jose","San Jose","CA"
"San Juan","San Juan","PR"
"San Juan Islands","San Juan Islands","WA"
"San Juan Pueblo","San Juan Pueblo","NM"
"San Leandro","San Leandro","CA"
"San Lorenzo","San Lorenzo","CA"
"San Luis Obispo","San Luis Obispo","CA"
"San Marcos","San Marcos","TX"
"San Mateo","San Mateo","CA"
"San Pablo","San Pablo","CA"
"San Pedro","San Pedro","CA"
"San Rafael","San Rafael","CA"
"San Ysidro","San Ysidro","CA"
"Sand Point","Sand Point","ID"
"Sandia Park","Sandia Park","NM"
"Sandusky","Sandusky","OH"
"Sandwich","Sandwich","MA"
"Sandy","Sandy","OR"
"Sandy Hook","Sandy Hook","CT"
"Sandy Hook","Sandy Hook","NJ"
"Sandy Springs","Sandy Springs","GA"
"Sanford","Sanford","ME"
"Sanford","Sanford","NC"
"Santa Ana","Santa Ana","CA"
"Santa Anna","Santa Anna","CA"
"Santa Barbara","Santa Barbara","CA"
"Santa Clara","Santa Clara","CA"
"Santa Clarita Valley","Santa Clarita Valley","CA"
"Santa Cruz","Santa Cruz","CA"
"Santa Fe","Santa Fe","NM"
"Santa Margarita","Santa Margarita","CA"
"Santa Maria","Santa Maria","CA"
"Santa Monica","Santa Monica","CA"
"Santa Monica Beach","Santa Monica Beach","CA"
"Santa Rosa","Santa Rosa","CA"
"Santee","Santee","SC"
"Santurce","Santurce","PR"
"Saranac Lake","Saranac Lake","NY"
"Sarasota","Sarasota","FL"
"Saratoga Springs","Saratoga Springs","NY"
"Satellite Beach","Satellite Beach","FL"
"Saugatuck","Saugatuck","MI"
"Saugus","Saugus","MA"
"Sault Ste Marie","Sault Ste Marie","MI"
"Sault Ste-Marie","Sault Ste-Marie","MI"
"Sault Ste. Marie","Sault Ste. Marie","MI"
"Sault Ste–Marie","Sault Ste–Marie","MI"
"Saulte Ste. Marie","Saulte Ste. Marie","MI"
"Sausalito","Sausalito","CA"
"Savannah","Savannah","FL"
"Savannah","Savannah","GA"
"Savannah Beach","Savannah Beach","GA"
"Sawyer","Sawyer","MI"
"Sayerville","Sayerville","NJ"
"Sayreville","Sayreville","NJ"
"Sayville","Sayville","NY"
"Sayville, L.I.","Sayville, L.I.","NY"
"Scaborough","Scaborough","ME"
"Scarborough","Scarborough","ME"
"Scarsdale","Scarsdale","NY"
"Schaefferstown","Schaefferstown","PA"
"Schenectady","Schenectady","NY"
"Schenley","Schenley","PA"
"Schiller Park","Schiller Park","IL"
"Schroon Lake","Schroon Lake","NY"
"Scituate","Scituate","MA"
"Scotrun","Scotrun","PA"
"Scotts Bluff","Scotts Bluff","NE"
"Scottsbluff","Scottsbluff","NE"
"Scottsdale","Scottsdale","AZ"
"Scranton","Scranton","PA"
"Seaford","Seaford","NY"
"Seal Beach","Seal Beach","CA"
"Seaside","Seaside","CA"
"Seaside","Seaside","OR"
"Seaside Heights","Seaside Heights","NJ"
"Seattle","Seattle","WA"
"Seaview","Seaview","FL"
"Seaview","Seaview","WA"
"Sebago Lake","Sebago Lake","ME"
"Sebastian","Sebastian","FL"
"Sebastopol","Sebastopol","CA"
"Sedona","Sedona","AZ"
"Seekonk","Seekonk","MA"
"Seiverville","Seiverville","TN"
"Selden","Selden","NY"
"Seldon","Seldon","NY"
"Selingsgrove","Selingsgrove","PA"
"Selinsgrove","Selinsgrove","PA"
"Selma","Selma","AL"
"Seneca Falls","Seneca Falls","NY"
"Sepulveda","Sepulveda","CA"
"Sequim","Sequim","WA"
"Sequoia Nat'l Park","Sequoia Nat'l Park","CA"
"Sergeantsville","Sergeantsville","NJ"
"Sergeantville","Sergeantville","NJ"
"Sewanee","Sewanee","TN"
"Seward","Seward","AK"
"Shaftesbury","Shaftesbury","VT"
"Shaftsbury","Shaftsbury","VT"
"Shaker Heights","Shaker Heights","OH"
"Shamokin Dam","Shamokin Dam","PA"
"Shannon","Shannon","MS"
"Sharon","Sharon","PA"
"Sharon Springs","Sharon Springs","NY"
"Shawano","Shawano","WI"
"Shawano Lake","Shawano Lake","WI"
"Shawnee","Shawnee","KS"
"Shawnee","Shawnee","OK"
"Shawnee-On-The-Delaware","Shawnee-On-The-Delaware","PA"
"Shawnee-on-the-Delaware","Shawnee-on-the-Delaware","PA"
"Sheboygan","Sheboygan","WI"
"Sheffield","Sheffield","MA"
"Shelburne Falls","Shelburne Falls","MA"
"Shelby","Shelby","NC"
"Shelbyville","Shelbyville","TN"
"Shelbyville","Shelbyville","TX"
"Shell Beach","Shell Beach","CA"
"Shelter Island","Shelter Island","NY"
"Shelton","Shelton","WA"
"Shenandoah Valley","Shenandoah Valley","VA"
"Shepherdstown","Shepherdstown","WV"
"Sheridan","Sheridan","OR"
"Sherman","Sherman","TX"
"Sherman Oaks","Sherman Oaks","CA"
"Sherveport","Sherveport","LA"
"Shiller Park","Shiller Park","IL"
"Shippensburg","Shippensburg","PA"
"Shirley","Shirley","NY"
"Shohola","Shohola","PA"
"Shreveport","Shreveport","LA"
"Sierra Vista","Sierra Vista","AZ"
"Siesta Key","Siesta Key","FL"
"Silver City","Silver City","NM"
"Silver Lake","Silver Lake","CA"
"Silver Lake","Silver Lake","MD"
"Silver Spring","Silver Spring","MD"
"Silver Springs","Silver Springs","MD"
"Silverlake","Silverlake","CA"
"Simpson","Simpson","MD"
"Sioux City","Sioux City","IA"
"Sioux City","Sioux City","SD"
"Sioux Falls","Sioux Falls","SD"
"Sitka","Sitka","AK"
"Skillman","Skillman","NJ"
"Sky Forest","Sky Forest","CA"
"Slidell","Slidell","LA"
"Smith Island","Smith Island","MD"
"Smithfield","Smithfield","RI"
"Smithsfield","Smithsfield","RI"
"Smithtown","Smithtown","NY"
"Smithtown, L.I.","Smithtown, L.I.","NY"
"Snohomish","Snohomish","WA"
"Somerdale","Somerdale","NJ"
"Somers","Somers","NY"
"Somerset","Somerset","KY"
"Somerset","Somerset","NJ"
"Somerset","Somerset","WI"
"Somersworth","Somersworth","NH"
"Somerville","Somerville","MA"
"Somerville","Somerville","NJ"
"Sonoma","Sonoma","CA"
"Sonoma County","Sonoma County","CA"
"Sonora","Sonora","CA"
"Soquel","Soquel","CA"
"Soudertown","Soudertown","PA"
"South Amboy","South Amboy","NJ"
"South Amherst","South Amherst","MA"
"South Attleboro","South Attleboro","MA"
"South Barre","South Barre","MA"
"South Beach","South Beach","FL"
"South Beach","South Beach","NY"
"South Bend","South Bend","IN"
"South Burlington","South Burlington","VT"
"South China","South China","ME"
"South Chino","South Chino","ME"
"South El Monte","South El Monte","CA"
"South Euclid","South Euclid","OH"
"South Fallsburg","South Fallsburg","NY"
"South Farmingdale","South Farmingdale","NY"
"South Farmington","South Farmington","NY"
"South Hadley","South Hadley","MA"
"South Hampton","South Hampton","NY"
"South Haven","South Haven","MI"
"South Holland","South Holland","IL"
"South Kure Beach","South Kure Beach","NC"
"South Laguna","South Laguna","CA"
"South Lake Tahoe","South Lake Tahoe","CA"
"South Miami","South Miami","FL"
"South Norwalk","South Norwalk","CT"
"South Padre Island","South Padre Island","TX"
"South Pasadena","South Pasadena","CA"
"South Portland","South Portland","ME"
"South River","South River","NJ"
"South Sacramento","South Sacramento","CA"
"South San Gabriel","South San Gabriel","CA"
"South Windsor","South Windsor","CT"
"Southampton","Southampton","NY"
"Southboro","Southboro","MA"
"Southbury","Southbury","CT"
"Southfield","Southfield","MI"
"Southhampton","Southhampton","NY"
"Southington","Southington","CT"
"Spanish Fork Canyon","Spanish Fork Canyon","UT"
"Spanish Fort Canyon","Spanish Fort Canyon","UT"
"Sparkill","Sparkill","NY"
"Sparks","Sparks","NV"
"Spartanburg","Spartanburg","RI"
"Spartanburg","Spartanburg","SC"
"Spearfish","Spearfish","SD"
"Spearville","Spearville","KS"
"Spencer","Spencer","IA"
"Spokane","Spokane","WA"
"Spring City","Spring City","UT"
"Spring Grove","Spring Grove","PA"
"Spring Hill","Spring Hill","FL"
"Spring Valley","Spring Valley","NY"
"Springdale","Springdale","UT"
"Springfield","Springfield","CO"
"Springfield","Springfield","IL"
"Springfield","Springfield","IN"
"Springfield","Springfield","MA"
"Springfield","Springfield","MO"
"Springfield","Springfield","OH"
"Springfield","Springfield","OR"
"Springfield","Springfield","PA"
"Springfield","Springfield","VA"
"Springfield","Springfield","VT"
"Springville","Springville","CA"
"Spruce Pine","Spruce Pine","NC"
"Squaw Valley","Squaw Valley","CA"
"St Albans","St Albans","VT"
"St Augustin's","St Augustin's","FL"
"St Augustine","St Augustine","FL"
"St Augustine's","St Augustine's","FL"
"St Clair","St Clair","MI"
"St Croix","St Croix","VI"
"St Helena","St Helena","CA"
"St John","St John","VI"
"St John Island","St John Island","SC"
"St Johns Island","St Johns Island","SC"
"St Joseph","St Joseph","MO"
"St Louis","St Louis","MO"
"St Paul","St Paul","AZ"
"St Paul","St Paul","MN"
"St Peters","St Peters","MO"
"St Petersburg","St Petersburg","FL"
"St Petersburg Beach","St Petersburg Beach","FL"
"St Thomas","St Thomas","VI"
"St Thomas","St Thomas","Virgin Islands"
"St. Andrews","St. Andrews","TN"
"St. Augustin's","St. Augustin's","FL"
"St. Augustine","St. Augustine","FL"
"St. Barts","St. Barts","VI"
"St. Clair","St. Clair","MI"
"St. Claire","St. Claire","OH"
"St. Cloud","St. Cloud","FL"
"St. Cloud","St. Cloud","MN"
"St. Croix","St. Croix","VI"
"St. Helena","St. Helena","CA"
"St. Huntington","St. Huntington","NY"
"St. James","St. James","NY"
"St. John","St. John","VI"
"St. Johnsbury","St. Johnsbury","VT"
